"Theme","Topic","Author","Posted","Link","Views_20221101_011218","Replies_20221101_011218","Views_20221101_040624","Replies_20221101_040624","Views_20221101_054447","Replies_20221101_054447","Views_20221101_062326","Replies_20221101_062326","Views_20221101_071630","Replies_20221101_071630","Views_20221101_081723","Replies_20221101_081723","Views_20221101_091349","Replies_20221101_091349","Views_20221101_101429","Replies_20221101_101429","Views_20221101_111200","Replies_20221101_111200","Views_20221101_122714","Replies_20221101_122714","Views_20221101_134437","Replies_20221101_134437","Views_20221101_142117","Replies_20221101_142117","Views_20221101_151445","Replies_20221101_151445","Views_20221101_161832","Replies_20221101_161832","Views_20221101_172308","Replies_20221101_172308","Views_20221101_181621","Replies_20221101_181621","Views_20221101_191224","Replies_20221101_191224","Views_20221101_201527","Replies_20221101_201527","Views_20221101_211250","Replies_20221101_211250","Views_20221101_221414","Replies_20221101_221414","Views_20221101_231425","Replies_20221101_231425","Views_20221102_010415","Replies_20221102_010415","Views_20221102_035441","Replies_20221102_035441","Views_20221102_045736","Replies_20221102_045736","Views_20221102_054159","Replies_20221102_054159","Views_20221102_061957","Replies_20221102_061957","Views_20221102_071434","Replies_20221102_071434","Views_20221102_081648","Replies_20221102_081648","Views_20221102_091318","Replies_20221102_091318","Views_20221102_101452","Replies_20221102_101452","Views_20221102_111246","Replies_20221102_111246","Views_20221102_122455","Replies_20221102_122455","Views_20221102_134740","Replies_20221102_134740","Views_20221102_142156","Replies_20221102_142156","Views_20221102_151400","Replies_20221102_151400","Views_20221102_161836","Replies_20221102_161836","Views_20221102_172759","Replies_20221102_172759","Views_20221102_181628","Replies_20221102_181628","Views_20221102_191116","Replies_20221102_191116","Views_20221102_201440","Replies_20221102_201440","Views_20221102_211341","Replies_20221102_211341","Views_20221102_221318","Replies_20221102_221318","Views_20221102_231246","Replies_20221102_231246","Views_20221103_005927","Replies_20221103_005927","Views_20221103_030244","Replies_20221103_030244","Views_20221103_035936","Replies_20221103_035936","Views_20221103_043627","Replies_20221103_043627","Views_20221103_051939","Replies_20221103_051939","Views_20221103_061544","Replies_20221103_061544","Views_20221103_071056","Replies_20221103_071056","Views_20221103_081702","Replies_20221103_081702","Views_20221103_091410","Replies_20221103_091410","Views_20221103_101356","Replies_20221103_101356","Views_20221103_111048","Replies_20221103_111048","Views_20221103_122203","Replies_20221103_122203","Views_20221103_133946","Replies_20221103_133946","Views_20221103_141654","Replies_20221103_141654","Views_20221103_151706","Replies_20221103_151706","Views_20221103_162001","Replies_20221103_162001","Views_20221103_171837","Replies_20221103_171837","Views_20221103_181821","Replies_20221103_181821","Views_20221103_191031","Replies_20221103_191031","Views_20221103_201112","Replies_20221103_201112","Views_20221103_211149","Replies_20221103_211149","Views_20221103_221204","Replies_20221103_221204","Views_20221103_231358","Replies_20221103_231358","Views_20221104_010015","Replies_20221104_010015","Views_20221104_031041","Replies_20221104_031041","Views_20221104_043822","Replies_20221104_043822","Views_20221104_052054","Replies_20221104_052054","Views_20221104_061542","Replies_20221104_061542","Views_20221104_071210","Replies_20221104_071210","Views_20221104_081618","Replies_20221104_081618","Views_20221104_091300","Replies_20221104_091300","Views_20221104_101437","Replies_20221104_101437"
"Scaling Up Nutrition (SUN)","Who are our ""Champions""? how do you recognize them, how are we engaging with them?","Cecilia Ruberto","2016-04-20","https://www.en-net.org/question/2462.aspx",9975,3,9975,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9976,3,9977,3,9977,3,9977,3,9977,3,9977,3,9979,3,9979,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9980,3,9981,3,9981,3,9981,3,9981,3,9981,3,9981,3,9981,3,9981,3,9981,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9983,3,9984,3,9984,3,9984,3,9984,3,9984,3,9984,3,9985,3,9985,3
"Scaling Up Nutrition (SUN)","Your input into strategic review of child health programming needed urgently","Marie McGrath","2016-04-25","https://www.en-net.org/question/2469.aspx",8564,1,8564,1,8565,1,8565,1,8565,1,8565,1,8565,1,8565,1,8565,1,8565,1,8565,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8566,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8567,1,8568,1,8568,1,8568,1,8568,1,8568,1,8568,1,8568,1,8568,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1,8569,1
"Simplified Approaches for the Management of Acute Malnutrition","Decision Making for the use of Simplified Approaches in Exceptional Circumstances","Grace Funnell","2022-05-20","https://www.en-net.org/question/4570.aspx",660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,660,3,661,3,661,3,661,3,661,3,662,3,662,3,662,3,662,3,662,3,662,3,662,3,662,3,662,3,663,3,663,3,663,3,663,3,663,3,663,3,663,3,663,3,663,3,664,3,664,3,664,3,664,3,664,3,664,3,664,3,664,3,664,3
"Simplified Approaches for the Management of Acute Malnutrition","Family MUAC for identifying pregnant and lactating women in need of nutritional support","Tamsin","2020-06-16","https://www.en-net.org/question/4008.aspx",4650,1,4650,1,4650,1,4651,1,4651,1,4654,1,4654,1,4654,1,4655,1,4655,1,4655,1,4655,1,4655,1,4655,1,4655,1,4655,1,4655,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4656,1,4657,1,4657,1,4657,1,4657,1,4657,1,4657,1,4657,1,4657,1,4657,1,4657,1,4658,1,4658,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4659,1,4660,1,4660,1,4660,1,4660,1,4660,1,4660,1,4660,1,4661,1,4661,1,4661,1,4661,1,4661,1,4661,1
"Simplified Approaches for the Management of Acute Malnutrition","FAMILY-MUAC APPROACH: Challenges and limits  - COVID-19","Ilaria Di Modugno","2021-04-05","https://www.en-net.org/question/4267.aspx",4334,4,4334,4,4334,4,4334,4,4334,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4335,4,4336,4,4338,4,4338,4,4338,4,4338,4,4338,4,4338,4,4338,4,4338,4,4338,4,4339,4,4339,4,4339,4,4339,4,4339,4,4339,4,4339,4,4339,4,4339,4,4340,4,4340,4,4340,4,4340,4,4340,4,4340,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4341,4,4342,4,4342,4,4342,4,4342,4,4342,4,4342,4,4342,4,4342,4,4342,4,4342,4
"Simplified Approaches for the Management of Acute Malnutrition","How do simplified approaches improve the continuum of care?","Fadhl Rajeh","2019-12-08","https://www.en-net.org/question/3818.aspx",5440,1,5441,1,5441,1,5441,1,5441,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5442,1,5443,1,5443,1,5443,1,5443,1,5443,1,5443,1,5443,1,5443,1,5443,1,5443,1,5444,1,5444,1,5444,1,5444,1,5444,1,5444,1,5444,1,5445,1,5446,1,5446,1,5447,1,5447,1,5447,1,5447,1,5447,1,5447,1,5447,1,5449,1,5449,1,5449,1,5449,1,5449,1,5449,1,5449,1,5449,1,5450,1,5450,1,5450,1,5450,1,5451,1,5451,1,5451,1,5451,1,5451,1,5452,1,5453,1,5453,1,5453,1,5453,1,5453,1,5453,1,5453,1,5453,1
"Simplified Approaches for the Management of Acute Malnutrition","How do we put in place Simplified protocols for management of acute malnutrition in the context of covid 19?","Batakafua Bapandayi Pascal","2020-07-30","https://www.en-net.org/question/4049.aspx",6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6562,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6563,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6564,2,6565,2,6565,2,6565,2,6566,2,6566,2,6566,2,6566,2,6566,2,6566,2,6566,2,6567,2,6567,2
"Simplified Approaches for the Management of Acute Malnutrition","International guidelines on Family MUAC and Simplified Approaches","Funding opportunity - nutritional choice","2021-08-23","https://www.en-net.org/question/4384.aspx",3804,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3805,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3806,3,3807,3,3807,3,3807,3,3807,3,3807,3,3807,3,3807,3,3807,3,3807,3,3808,3,3809,3,3809,3,3809,3,3809,3,3810,3,3810,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3811,3,3812,3,3812,3,3812,3,3812,3,3812,3
"Simplified Approaches for the Management of Acute Malnutrition","MUAC malnutrition screening","Mbaye Diop","2020-02-12","https://www.en-net.org/question/3848.aspx",5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5447,4,5448,4,5448,4,5448,4,5448,4,5448,4,5448,4,5448,4,5448,4,5448,4,5448,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5449,4,5450,4,5450,4,5450,4,5450,4,5450,4,5451,4,5451,4,5451,4,5451,4,5451,4,5452,4,5452,4,5452,4,5452,4,5452,4,5452,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4,5453,4
"Simplified Approaches for the Management of Acute Malnutrition","Newly Launched Simplified Approaches Website!","Grace Funnell","2021-05-25","https://www.en-net.org/question/4308.aspx",3753,0,3753,0,3753,0,3753,0,3753,0,3753,0,3753,0,3753,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3754,0,3755,0,3755,0,3755,0,3756,0,3757,0,3757,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3758,0,3759,0,3759,0,3759,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0,3760,0
"Simplified Approaches for the Management of Acute Malnutrition","out of stock of RUTF","Mohammed Mudarrifu","2020-12-17","https://www.en-net.org/question/4158.aspx",4869,8,4869,8,4869,8,4869,8,4869,8,4869,8,4870,8,4870,8,4870,8,4870,8,4870,8,4871,8,4871,8,4871,8,4871,8,4871,8,4871,8,4871,8,4871,8,4871,8,4871,8,4872,8,4872,8,4872,8,4873,8,4873,8,4873,8,4873,8,4873,8,4873,8,4873,8,4873,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4874,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4875,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4876,8,4878,8,4878,8,4878,8,4878,8,4878,8,4878,8,4878,8,4878,8,4878,8
"Simplified Approaches for the Management of Acute Malnutrition","Resources and sharing experiences of using Family MUAC in Yemen? - COVID-19","Kirrily de Polnay","2021-05-17","https://www.en-net.org/question/4300.aspx",3905,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3907,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3908,2,3909,2,3909,2,3909,2,3909,2,3909,2,3909,2,3909,2,3910,2,3910,2,3911,2,3911,2,3911,2
"Simplified Approaches for the Management of Acute Malnutrition","Save the Date and Registration for Simplified Approaches Learning Event","Natasha Lelijveld","2021-11-23","https://www.en-net.org/question/4450.aspx",3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3729,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3730,2,3731,2,3731,2,3732,2,3732,2,3732,2,3732,2,3732,2,3732,2,3733,2,3733,2,3733,2,3733,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3734,2,3735,2,3736,2,3736,2,3736,2,3736,2,3736,2,3736,2,3736,2,3736,2
"Simplified Approaches for the Management of Acute Malnutrition","Sharing Resource: ""State of the Evidence 2021: Modifications to Acute Malnutrition Management""","Maria Wrabel","2021-08-31","https://www.en-net.org/question/4393.aspx",3506,0,3506,0,3506,0,3506,0,3506,0,3506,0,3506,0,3506,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3507,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3508,0,3509,0,3510,0,3510,0,3510,0,3511,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3512,0,3513,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0,3514,0
"Simplified Approaches for the Management of Acute Malnutrition","Simplified Approaches/Nutrition Protocols in emergency contexts","Anonymous 16058","2021-06-18","https://www.en-net.org/question/4333.aspx",4234,2,4234,2,4234,2,4234,2,4235,2,4235,2,4236,2,4236,2,4236,2,4236,2,4236,2,4236,2,4236,2,4236,2,4236,2,4236,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4237,2,4238,2,4238,2,4238,2,4238,2,4238,2,4238,2,4238,2,4239,2,4239,2,4239,2,4239,2,4239,2,4240,2,4240,2,4240,2,4240,2,4240,2,4241,2,4241,2,4241,2,4243,2,4243,2,4243,2,4243,2,4244,2,4244,2,4246,2,4246,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2,4247,2
"Simplified Approaches for the Management of Acute Malnutrition","Simplified protocol","Joseph KASONGO","2020-07-29","https://www.en-net.org/question/4047.aspx",4401,2,4401,2,4401,2,4401,2,4401,2,4401,2,4401,2,4401,2,4401,2,4401,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4402,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4403,2,4404,2,4404,2,4404,2,4405,2,4405,2,4405,2,4406,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2,4407,2
"Simplified Approaches for the Management of Acute Malnutrition","Simplified protocol","Joseph KASONGO","2020-07-29","https://www.en-net.org/question/4048.aspx",4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4526,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4527,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4528,1,4530,1,4530,1,4530,1,4531,1,4531,1,4531,1,4531,1,4531,1,4532,1,4532,1,4532,1,4532,1,4532,1,4532,1,4532,1,4532,1,4532,1,4532,1
"Simplified Approaches for the Management of Acute Malnutrition","Simplified protocol - RUSF SAM treatment","Anonymous 24408","2019-03-06","https://www.en-net.org/question/3581.aspx",7444,5,7444,5,7445,5,7445,5,7445,5,7445,5,7445,5,7445,5,7445,5,7446,5,7446,5,7446,5,7446,5,7446,5,7446,5,7446,5,7446,5,7446,5,7448,5,7448,5,7448,5,7449,5,7450,5,7450,5,7450,5,7450,5,7450,5,7450,5,7450,5,7450,5,7450,5,7450,5,7451,5,7451,5,7451,5,7452,5,7452,5,7452,5,7452,5,7452,5,7452,5,7452,5,7452,5,7452,5,7452,5,7453,5,7454,5,7454,5,7454,5,7454,5,7454,5,7454,5,7454,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7455,5,7456,5,7457,5,7457,5,7457,5,7457,5,7457,5,7457,5,7457,5,7457,5
"Simplified Approaches for the Management of Acute Malnutrition","Simplified protocol for acute malnutrition 2-pager (protocol and evidence)","Bethany Marron","2020-05-01","https://www.en-net.org/question/3969.aspx",5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5291,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0
"Simplified Approaches for the Management of Acute Malnutrition","treatment of wasting","Sher Singh Dahit","2020-06-20","https://www.en-net.org/question/4015.aspx",5117,2,5117,2,5117,2,5117,2,5117,2,5117,2,5117,2,5117,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5119,2,5120,2,5120,2,5120,2,5120,2,5120,2,5120,2,5120,2,5120,2,5120,2,5120,2,5121,2,5121,2,5121,2,5121,2,5121,2,5121,2,5121,2,5121,2,5121,2,5122,2,5122,2,5122,2,5122,2,5122,2,5122,2,5122,2,5123,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5124,2,5125,2,5125,2,5125,2,5125,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2
"Simplified Approaches for the Management of Acute Malnutrition","Where can I find simplified tools for community-level treatment of acute malnutrition?","Bethany Marron","2020-01-16","https://www.en-net.org/question/3829.aspx",5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5327,0,5328,0,5328,0,5328,0,5328,0,5328,0,5328,0,5328,0,5329,0,5329,0,5329,0,5329,0,5329,0,5329,0,5329,0,5329,0,5329,0,5330,0,5330,0,5330,0,5330,0,5331,0,5331,0,5331,0,5331,0,5331,0,5331,0,5331,0,5332,0,5332,0,5332,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5335,0,5336,0,5336,0,5338,0,5338,0,5338,0,5338,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0,5339,0
"Upcoming trainings","6th Regional Training Course On Nutrition In Emergencies (NIE-6), BKK, Thailand","Dr. Yvonette Serrano Duque","2016-06-16","https://www.en-net.org/question/2523.aspx",9106,0,9106,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9107,0,9108,0,9108,0,9108,0,9108,0,9108,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9109,0,9110,0,9111,0,9111,0,9111,0,9111,0,9111,0,9111,0,9111,0,9111,0
"Upcoming trainings","Action against Hunger. Acute malnutrition treatment for community health workers, training of trainers. Adapted to combined protocol and COVID19.  - COVID-19","Pilar Charle Cuellar","2021-07-07","https://www.en-net.org/question/4354.aspx",4448,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4449,0,4450,0,4450,0,4450,0,4450,0,4452,0,4452,0,4452,0,4452,0,4452,0,4452,0,4452,0,4452,0,4452,0,4453,0,4453,0,4453,0,4453,0,4453,0,4454,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4455,0,4456,0,4456,0,4457,0,4457,0,4457,0,4458,0,4458,0,4458,0,4458,0,4458,0
"Upcoming trainings","Activités de Renforcement de la Capacité RTT pour 2018","Iris Bollemeijer","2017-12-11","https://www.en-net.org/question/3168.aspx",6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6472,0,6473,0,6473,0,6473,0,6473,0,6473,0,6474,0,6474,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6476,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6477,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6479,0,6480,0,6480,0,6480,0,6480,0,6480,0,6480,0,6480,0,6480,0,6480,0,6480,0
"Upcoming trainings","Activités de Renforcement des Capacités RRT pour 2018","Iris Bollemeijer","2017-12-08","https://www.en-net.org/question/3165.aspx",6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6859,0,6860,0,6860,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6861,0,6862,0,6862,0,6862,0,6862,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6863,0,6864,0,6865,0,6865,0,6865,0,6865,0,6865,0,6865,0,6865,0,6865,0,6865,0
"Upcoming trainings","Acute malnutrition treatment training of trainers during the COVID19 - COVID-19","Pilar Charle Cuellar","2020-09-29","https://www.en-net.org/question/4096.aspx",4997,5,4997,5,4997,5,4997,5,4997,5,4997,5,4997,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4998,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,4999,5,5000,5,5000,5,5000,5,5000,5,5000,5,5000,5,5000,5,5000,5,5001,5,5001,5,5001,5,5001,5,5001,5,5002,5,5002,5,5002,5,5002,5
"Upcoming trainings","ADPC Annouce Dates for the 2013 NIE Short Course","Andy Seal","2013-04-30","https://www.en-net.org/question/1031.aspx",8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8695,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8696,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8697,0,8698,0,8698,0,8699,0,8699,0,8700,0,8700,0,8700,0,8700,0,8700,0,8700,0,8700,0,8700,0
