"Theme","Topic","Author","Posted","Link","Views_2020-12-27_10:19:49","Replies_2020-12-27_10:19:49","Views_2020-12-27_11:16:42","Replies_2020-12-27_11:16:42","Views_2020-12-27_12:17:51","Replies_2020-12-27_12:17:51","Views_2020-12-27_13:25:50","Replies_2020-12-27_13:25:50","Views_2020-12-27_14:14:43","Replies_2020-12-27_14:14:43","Views_2020-12-27_15:13:40","Replies_2020-12-27_15:13:40","Views_2020-12-27_17:44:50","Replies_2020-12-27_17:44:50","Views_2020-12-27_18:28:35","Replies_2020-12-27_18:28:35","Views_2020-12-27_19:25:09","Replies_2020-12-27_19:25:09","Views_2020-12-27_20:14:17","Replies_2020-12-27_20:14:17","Views_2020-12-27_21:12:58","Replies_2020-12-27_21:12:58","Views_2020-12-27_22:17:09","Replies_2020-12-27_22:17:09","Views_2020-12-27_23:22:45","Replies_2020-12-27_23:22:45"
"Management of wasting/acute malnutrition","Admission and discharge criteria for children with MAM","Sophiya Uprety","2013-05-14","https://www.en-net.org/question/1041.aspx",8119,4,8119,4,8119,4,8120,4,8120,4,8120,4,8120,4,8120,4,8120,4,8120,4,8120,4,8120,4,8120,4
"Management of wasting/acute malnutrition","figures for planning purposes","Anonymous 2268","2013-05-04","https://www.en-net.org/question/1033.aspx",4378,1,4378,1,4378,1,4378,1,4378,1,4378,1,4378,1,4379,1,4379,1,4380,1,4380,1,4380,1,4380,1
"Management of wasting/acute malnutrition","Chlorinated water for SAM/MAM children with rehydratation","Alexandra Rutishauser-Perera","2013-04-23","https://www.en-net.org/question/1027.aspx",5138,2,5138,2,5138,2,5138,2,5139,2,5139,2,5139,2,5139,2,5139,2,5140,2,5140,2,5140,2,5140,2
"Management of wasting/acute malnutrition","Non-responder rate","Anonymous 1349","2013-04-18","https://www.en-net.org/question/1025.aspx",5875,1,5875,1,5875,1,5875,1,5875,1,5875,1,5875,1,5876,1,5876,1,5876,1,5876,1,5876,1,5876,1
"Management of wasting/acute malnutrition","How to manage a Marasmic Child","Zakayo","2013-03-26","https://www.en-net.org/question/1010.aspx",9499,9,9499,9,9499,9,9499,9,9499,9,9500,9,9500,9,9500,9,9500,9,9500,9,9500,9,9500,9,9500,9
"Management of wasting/acute malnutrition","Is it possible to add skimmed milk powder to Hyderabad Mix?","Dr. Ishaprasaf Bhagwat","2013-03-25","https://www.en-net.org/question/1007.aspx",5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1,5722,1
"Management of wasting/acute malnutrition","Output Monitoring System for Integrated Management of Acute Malnutrition (IMAM)","Roger Mathisen","2013-03-20","https://www.en-net.org/question/998.aspx",6943,9,6943,9,6943,9,6943,9,6943,9,6943,9,6944,9,6944,9,6944,9,6944,9,6944,9,6944,9,6944,9
"Management of wasting/acute malnutrition","Criteria for Non-response to treatment in OTP and SFP.","Bheru Lal","2013-03-14","https://www.en-net.org/question/990.aspx",4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1,4837,1
"Management of wasting/acute malnutrition","Sharing of nutritional products at family and community levels: looking for data","Anonymous 525","2013-02-28","https://www.en-net.org/question/981.aspx",4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2,4585,2
"Management of wasting/acute malnutrition","RUTF taste and acceptability: children's perspective","Anonymous 1455","2013-02-21","https://www.en-net.org/question/977.aspx",8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8823,5,8824,5
"Management of wasting/acute malnutrition","Recommended total population that an OTP should service","Hatty Barthorp","2013-02-12","https://www.en-net.org/question/968.aspx",4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2,4492,2
"Management of wasting/acute malnutrition","monitoring MUAC change - use for decision making in follow-up visits","Anonymous 758","2013-01-28","https://www.en-net.org/question/956.aspx",5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6,5767,6
"Management of wasting/acute malnutrition","Treatment of diarrhea in SAM and MAM","Anonymous 758","2013-01-28","https://www.en-net.org/question/955.aspx",6574,2,6574,2,6574,2,6574,2,6574,2,6574,2,6574,2,6574,2,6574,2,6574,2,6575,2,6575,2,6575,2
"Management of wasting/acute malnutrition","Target Projection for Blanket Supplementary Feeding Program (BSFP)","Junaid Chohan","2013-01-19","https://www.en-net.org/question/948.aspx",4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1,4892,1
"Management of wasting/acute malnutrition","Calculating estimated TSFP food commodities needed","Anonymous 81","2013-01-14","https://www.en-net.org/question/940.aspx",8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11,8146,11
"Management of wasting/acute malnutrition","Sustainabilty of out reach activities in recovery context !","Anonymous 428","2013-01-09","https://www.en-net.org/question/939.aspx",4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3,4652,3
"Management of wasting/acute malnutrition","Recipe for making fortified biscuits with powdered milk/BMS","Anonymous 2172","2013-01-08","https://www.en-net.org/question/938.aspx",4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0,4321,0
"Management of wasting/acute malnutrition","NOCEBDA","Anonymous 1875","2012-12-23","https://www.en-net.org/question/934.aspx",4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1,4826,1
"Management of wasting/acute malnutrition","Management of MAM in PLWs","Anonymous 2156","2012-12-18","https://www.en-net.org/question/933.aspx",5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2,5450,2
"Management of wasting/acute malnutrition","Treatment of SAM and special cases","Casie Tesfai","2012-12-16","https://www.en-net.org/question/932.aspx",6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4,6497,4
"Management of wasting/acute malnutrition","Mana Pack","Seng Aung Sein Myint","2012-12-10","https://www.en-net.org/question/928.aspx",4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1,4597,1
"Management of wasting/acute malnutrition","Energy need for a moderately malnourished children","Md. Sameul Nawaz","2012-12-07","https://www.en-net.org/question/926.aspx",5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1,5082,1
"Management of wasting/acute malnutrition","Influence of cold on RUTF quality","Anonymous 1354","2012-11-28","https://www.en-net.org/question/916.aspx",6044,7,6044,7,6044,7,6044,7,6044,7,6044,7,6044,7,6044,7,6045,7,6045,7,6045,7,6045,7,6045,7
"Management of wasting/acute malnutrition","Maximum GoW and MUAC growth in SAM treatment","Anonymous 1354","2012-11-06","https://www.en-net.org/question/885.aspx",6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4,6044,4
"Management of wasting/acute malnutrition","Treatment of SAM in older people through outpatient","Pascale Fritsch","2012-10-15","https://www.en-net.org/question/866.aspx",7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9,7325,9
"Management of wasting/acute malnutrition","how common are W/H z-scores","Anonymous 1501","2012-10-08","https://www.en-net.org/question/864.aspx",5105,4,5105,4,5105,4,5105,4,5105,4,5105,4,5105,4,5105,4,5106,4,5106,4,5106,4,5106,4,5106,4
"Management of wasting/acute malnutrition","Assistance with design of a supplementary food for pregnant women in Bangladesh","Tamsin Walters","2012-09-27","https://www.en-net.org/question/858.aspx",5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2,5531,2
"Management of wasting/acute malnutrition","Discharge Criteria in OTP: 15% GoW vs. W/H>-1.5SD","Anonymous 1354","2012-09-27","https://www.en-net.org/question/857.aspx",6286,8,6286,8,6286,8,6287,8,6288,8,6288,8,6288,8,6288,8,6288,8,6288,8,6288,8,6288,8,6288,8
"Management of wasting/acute malnutrition","Monitoring of a child with severe acute malnutrition with bilateral oedema","Anonymous 1570","2012-09-26","https://www.en-net.org/question/856.aspx",4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2,4784,2
"Management of wasting/acute malnutrition","RUTF Research","Adele Rankin","2012-09-24","https://www.en-net.org/question/854.aspx",4616,1,4616,1,4616,1,4616,1,4616,1,4616,1,4616,1,4616,1,4617,1,4617,1,4617,1,4617,1,4617,1
"Management of wasting/acute malnutrition","How to monitor and evaluate Fresh Food Supply for MAM chidlren?","Nick","2012-09-12","https://www.en-net.org/question/837.aspx",4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0,4542,0
"Management of wasting/acute malnutrition","Probiotics and ORS","Kiran Deshpande Shukla","2012-08-17","https://www.en-net.org/question/817.aspx",7157,5,7157,5,7157,5,7157,5,7157,5,7157,5,7157,5,7157,5,7157,5,7158,5,7158,5,7158,5,7158,5
"Management of wasting/acute malnutrition","Sugar water on admission to a CMAM programme","Kat  Pittore","2012-08-16","https://www.en-net.org/question/814.aspx",6265,5,6265,5,6265,5,6265,5,6265,5,6265,5,6266,5,6266,5,6266,5,6266,5,6266,5,6266,5,6266,5
"Management of wasting/acute malnutrition","Protocols for Growth faltering","Suranjeen","2012-08-08","https://www.en-net.org/question/805.aspx",4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1,4853,1
"Management of wasting/acute malnutrition","Treatment of SAM children in the absence of RUTFs","Rachel Fuli","2012-08-04","https://www.en-net.org/question/803.aspx",6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9,6378,9
"Management of wasting/acute malnutrition","Causes of Kwashiorkhor ?","Alexandra Rutishauser-Perera","2012-08-02","https://www.en-net.org/question/801.aspx",4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0,4607,0
"Management of wasting/acute malnutrition","The implication of the New 12.5cm MUAC OTP discharge criteria","Anonymous 81","2012-07-08","https://www.en-net.org/question/779.aspx",6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5,6450,5
"Management of wasting/acute malnutrition","Low birth weight (LBW) infants amongst Peulh/Fulani populations","Mija Ververs","2012-06-15","https://www.en-net.org/question/758.aspx",4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2,4833,2
"Management of wasting/acute malnutrition","Research on treament of moderate acute malnutrition in Philippines","fe","2012-06-15","https://www.en-net.org/question/756.aspx",5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3,5204,3
"Management of wasting/acute malnutrition","Technical expertise on a new nutritional product","Alexandra Rutishauser-Perera","2012-06-12","https://www.en-net.org/question/754.aspx",4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2,4972,2
"Management of wasting/acute malnutrition","Impact of acute undernutrition on stunting","Anonymous 1464","2012-06-07","https://www.en-net.org/question/750.aspx",5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2,5533,2
"Management of wasting/acute malnutrition","academic research topic","Alexander","2012-05-19","https://www.en-net.org/question/737.aspx",4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1,4358,1
"Management of wasting/acute malnutrition","Ideas to prevent Mothers from starving their children in order to benefit from the nutritional treatment","Alexandra Rutishauser-Perera","2012-05-07","https://www.en-net.org/question/717.aspx",6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19,6362,19
"Management of wasting/acute malnutrition","Local production of RUTF","Paul","2012-04-30","https://www.en-net.org/question/705.aspx",4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1,4967,1
"Management of wasting/acute malnutrition","Ambulatory Therapautic Feeding Centre","Melaku Begashaw","2012-04-30","https://www.en-net.org/question/703.aspx",5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2,5283,2
"Management of wasting/acute malnutrition","MUAC as in/out (admission/discharge) criteria for children with MAM","nikki blackwell","2012-04-29","https://www.en-net.org/question/700.aspx",4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1,4851,1
"Management of wasting/acute malnutrition","LNS for pregnant and lactating mothers","Kiran Deshpande Shukla","2012-04-22","https://www.en-net.org/question/694.aspx",5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2,5172,2
"Management of wasting/acute malnutrition","Siblings of SAM children","Anonymous 1342","2012-04-21","https://www.en-net.org/question/693.aspx",4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1,4552,1
"Management of wasting/acute malnutrition","New WHO guidelines for severe acute malnutrition managment","Anonymous 1350","2012-04-09","https://www.en-net.org/question/687.aspx",5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0,5196,0
"Management of wasting/acute malnutrition","Centre-Based Care for Children with SAM: Challenges","Anonymous 1278","2012-04-02","https://www.en-net.org/question/682.aspx",4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0,4562,0
"Management of wasting/acute malnutrition","When to stop admitting children if a CMAM programme closing","Alison Donnelly","2012-03-22","https://www.en-net.org/question/675.aspx",5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4,5600,4
"Management of wasting/acute malnutrition","A COMPLICATED CASE OF KWASHIORKAR+ NEPHRITIS","Kiran Deshpande Shukla","2012-03-02","https://www.en-net.org/question/664.aspx",5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9,5249,9
"Management of wasting/acute malnutrition","How and when is it appropriate to use nutritional products for the prevention and treatment of MAM?","Tamsin Walters","2012-02-21","https://www.en-net.org/question/654.aspx",5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0,5084,0
"Management of wasting/acute malnutrition","Defaulting of benefiaries","Martin Kumbe","2012-02-16","https://www.en-net.org/question/650.aspx",5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2
"Management of wasting/acute malnutrition","Borderline MUAC and Z-score measurements","Martin Kumbe","2012-02-16","https://www.en-net.org/question/649.aspx",7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9,7373,9
"Management of wasting/acute malnutrition","Selection of CMAM implementing facilities in a development context","Anonymous 1214","2012-02-14","https://www.en-net.org/question/643.aspx",4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1,4230,1
"Management of wasting/acute malnutrition","Is there scientific evidence supporting the effectiveness of protection rations?","Anonymous 118","2012-02-08","https://www.en-net.org/question/638.aspx",4545,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4547,0,4547,0
"Management of wasting/acute malnutrition","follow up nutritional support post RTUTF","Kathleen Lamaute","2012-01-20","https://www.en-net.org/question/621.aspx",4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0,4421,0
"Management of wasting/acute malnutrition","how much does it cost on average to treat one child for SAM in OTP","Anonymous 118","2012-01-19","https://www.en-net.org/question/618.aspx",5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3,5456,3
"Management of wasting/acute malnutrition","Ready to Use Supplementary Food","Anonymous 65","2012-01-17","https://www.en-net.org/question/615.aspx",5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2,5563,2
"Management of wasting/acute malnutrition","Still SAM w/h after 8 weeks of treatment ???","Kiran Deshpande Shukla","2012-01-07","https://www.en-net.org/question/603.aspx",4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0,4547,0
"Management of wasting/acute malnutrition","What are the MUAC changes in Treatment of SAM?","Kiran Deshpande Shukla","2012-01-05","https://www.en-net.org/question/602.aspx",6277,3,6277,3,6277,3,6278,3,6278,3,6278,3,6278,3,6278,3,6278,3,6278,3,6278,3,6278,3,6278,3
"Management of wasting/acute malnutrition","MUAC increasing trends","Md. Sameul Nawaz","2012-01-03","https://www.en-net.org/question/599.aspx",5117,4,5117,4,5117,4,5117,4,5117,4,5117,4,5117,4,5117,4,5118,4,5118,4,5118,4,5118,4,5118,4
"Management of wasting/acute malnutrition","Milk based micro-nutrient supplement for pregnant and lactating women","Mara Nyawo","2011-12-22","https://www.en-net.org/question/592.aspx",4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2,4791,2
"Management of wasting/acute malnutrition","RUSF and Supercereals","Asa Lelei","2011-12-14","https://www.en-net.org/question/584.aspx",6285,1,6285,1,6285,1,6285,1,6285,1,6285,1,6286,1,6286,1,6286,1,6286,1,6286,1,6286,1,6286,1
"Management of wasting/acute malnutrition","RUTF effect and Length of stay in OTP","Henock","2011-12-11","https://www.en-net.org/question/580.aspx",5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1,5111,1
"Management of wasting/acute malnutrition","How to report the uncured registered cases at the end of the program?","Anonymous 1063","2011-12-10","https://www.en-net.org/question/579.aspx",10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8,10599,8
"Management of wasting/acute malnutrition","Moringa leaf powder as a supplement for moderately malnourished infants and young children","Helen","2011-12-08","https://www.en-net.org/question/577.aspx",4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3,4821,3
"Management of wasting/acute malnutrition","Management of moderate acute malnutrition","Anonymous 184","2011-12-07","https://www.en-net.org/question/575.aspx",4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1,4815,1
"Management of wasting/acute malnutrition","What is the average LOS of a child submitted into OTP programme?","Anonymous 651","2011-12-02","https://www.en-net.org/question/570.aspx",6019,4,6019,4,6019,4,6019,4,6019,4,6019,4,6020,4,6020,4,6020,4,6020,4,6020,4,6020,4,6020,4
"Management of wasting/acute malnutrition","edematous malnutrition","Naïma Hammami","2011-11-22","https://www.en-net.org/question/569.aspx",8345,6,8345,6,8345,6,8345,6,8345,6,8345,6,8346,6,8346,6,8346,6,8346,6,8346,6,8346,6,8346,6
"Management of wasting/acute malnutrition","Target weight setting for MAM HIV positive in OTC","Florence","2011-10-22","https://www.en-net.org/question/556.aspx",5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6,5794,6
"Management of wasting/acute malnutrition","Z-scores","Anonymous 249","2011-10-13","https://www.en-net.org/question/545.aspx",5209,3,5209,3,5209,3,5209,3,5209,3,5209,3,5209,3,5210,3,5210,3,5210,3,5210,3,5210,3,5210,3
"Management of wasting/acute malnutrition","Dosage of RUTF","Joseph","2011-09-13","https://www.en-net.org/question/532.aspx",8815,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2,8816,2
"Management of wasting/acute malnutrition","Organisation of an integrated CMAM programme","Anonymous 303","2011-09-12","https://www.en-net.org/question/531.aspx",6486,10,6486,10,6486,10,6486,10,6486,10,6486,10,6486,10,6487,10,6488,10,6488,10,6488,10,6488,10,6488,10
"Management of wasting/acute malnutrition","Effect of rapid dehydrtaion on MUAC in young children","Stefano Fedele","2011-09-07","https://www.en-net.org/question/527.aspx",4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2,4789,2
"Management of wasting/acute malnutrition","Use of Plumpy Doz in the treatment of MAM","Anonymous 751","2011-09-07","https://www.en-net.org/question/524.aspx",4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1,4609,1
"Management of wasting/acute malnutrition","nutritional value and impact of moringa - the 'miracle tree'","Victoria Sibson","2011-09-02","https://www.en-net.org/question/523.aspx",8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16,8056,16
"Management of wasting/acute malnutrition","Admission of children 5 to 10 years - criteria to use in famine situation","Erin McCloskey-Rebelo","2011-09-02","https://www.en-net.org/question/522.aspx",6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2,6242,2
"Management of wasting/acute malnutrition","BP5 or NRG?","Victoria Sibson","2011-09-01","https://www.en-net.org/question/521.aspx",4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0,4887,0
"Management of wasting/acute malnutrition","Dilution of F100 to be used as F75","Anonymous 394","2011-08-23","https://www.en-net.org/question/519.aspx",7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1,7392,1
"Management of wasting/acute malnutrition","Caseload calculations (incidence rate)","Sarah (Butler) O'Flynn","2011-08-18","https://www.en-net.org/question/514.aspx",12645,16,12645,16,12645,16,12645,16,12645,16,12646,16,12646,16,12646,16,12647,16,12647,16,12647,16,12647,16,12647,16
"Management of wasting/acute malnutrition","Catch Up Growth in SAM - what process?","Cécile Salpéteur","2011-08-18","https://www.en-net.org/question/513.aspx",5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2,5169,2
"Management of wasting/acute malnutrition","Anyone heard of Xango?","Eric S. Anderson","2011-08-14","https://www.en-net.org/question/511.aspx",6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3,6559,3
"Management of wasting/acute malnutrition","Prevention and treatment of severe/moderate malnutrition during pregnancy","Anonymous 723","2011-08-10","https://www.en-net.org/question/510.aspx",4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0,4737,0
"Management of wasting/acute malnutrition","Use of metronidazole in malnourished children","Anonymous 360","2011-08-02","https://www.en-net.org/question/502.aspx",5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5186,2,5187,2,5187,2
"Management of wasting/acute malnutrition","THERAPEUTIC MILK - new sachet/carton sizes","Marie McGrath","2011-08-02","https://www.en-net.org/question/501.aspx",6047,1,6047,1,6047,1,6048,1,6048,1,6048,1,6049,1,6050,1,6050,1,6050,1,6050,1,6050,1,6050,1
"Management of wasting/acute malnutrition","behaviour change","Anonymous 660","2011-08-02","https://www.en-net.org/question/500.aspx",4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1,4418,1
"Management of wasting/acute malnutrition","New CMAM Forum Terms of Reference","Tamsin Walters","2011-07-21","https://www.en-net.org/question/493.aspx",8173,1,8173,1,8173,1,8174,1,8174,1,8174,1,8174,1,8174,1,8174,1,8174,1,8174,1,8174,1,8174,1
"Management of wasting/acute malnutrition","Weight gain in SC, is it a performance indicators?","Jean NADEMBEGA","2011-07-21","https://www.en-net.org/question/491.aspx",6222,10,6222,10,6222,10,6222,10,6222,10,6222,10,6222,10,6222,10,6222,10,6222,10,6223,10,6223,10,6223,10
"Management of wasting/acute malnutrition","Admission criteria MUAC under 115 mm and RUTF shorfall in SC nutrition program in Burkina","Jean NADEMBEGA","2011-07-21","https://www.en-net.org/question/490.aspx",5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2,5261,2
"Management of wasting/acute malnutrition","Prevention and Treatment of moderate acute malnutrition","Anonymous 698","2011-07-19","https://www.en-net.org/question/489.aspx",7774,7,7774,7,7774,7,7774,7,7774,7,7774,7,7776,7,7776,7,7776,7,7776,7,7776,7,7776,7,7776,7
"Management of wasting/acute malnutrition","Highest possible Rate of weight gain for SAM patient between 6 to 59 months","Fortune Maduma","2011-07-15","https://www.en-net.org/question/484.aspx",5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2,5033,2
"Management of wasting/acute malnutrition","Home treatment of MAM","Tamsin Walters","2011-07-08","https://www.en-net.org/question/479.aspx",4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0,4734,0
"Management of wasting/acute malnutrition","Analysis of GAM : SAM ratios","Rogers Wanyama","2011-06-22","https://www.en-net.org/question/471.aspx",4626,0,4626,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0,4627,0
"Management of wasting/acute malnutrition","MUAC only for MAM admissions?","Regine Kopplow","2011-06-20","https://www.en-net.org/question/468.aspx",10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12,10647,12
"Management of wasting/acute malnutrition","SFP ration in absence of oil","Tamsin Walters","2011-06-17","https://www.en-net.org/question/467.aspx",5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1,5214,1
"Management of wasting/acute malnutrition","Evidence of CMAM working in Asia","Anonymous 661","2011-06-15","https://www.en-net.org/question/462.aspx",5823,5,5823,5,5823,5,5823,5,5823,5,5823,5,5823,5,5823,5,5824,5,5824,5,5824,5,5824,5,5824,5
"Management of wasting/acute malnutrition","Nutrition Rehabilitation of Moderately Malnourished Children at Peadiatric Ward","Anonymous 314","2011-06-06","https://www.en-net.org/question/453.aspx",4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0,4429,0
"Management of wasting/acute malnutrition","Treatment of MAM for pregant and lactating women","Anonymous 118","2011-06-02","https://www.en-net.org/question/451.aspx",4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0,4831,0
"Management of wasting/acute malnutrition","Tanahshi Botleneck Analysis applied to Integrated Managemement of Severe Acute Malnutrition","Biram Ndiaye","2011-06-02","https://www.en-net.org/question/450.aspx",5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1
