"Theme","Topic","Author","Posted","Link","Views_20221218_004348","Replies_20221218_004348","Views_20221218_020911","Replies_20221218_020911","Views_20221218_031213","Replies_20221218_031213","Views_20221218_041302","Replies_20221218_041302","Views_20221218_051107","Replies_20221218_051107"
"Infant and young child feeding interventions","Relactation retention data","Martha","2015-07-08","https://www.en-net.org/question/1824.aspx",9586,3,9586,3,9586,3,9586,3,9587,3
"Infant and young child feeding interventions","relationship between a summary of infants and young child feeding practices and child anthropometric outcomes","Theo Dusingizimana","2020-02-22","https://www.en-net.org/question/3861.aspx",5350,2,5350,2,5351,2,5351,2,5351,2
"Infant and young child feeding interventions","Religious leader engagement with MIYCN","Brooke Bauer (GNC Technical Alliance)","2022-05-17","https://www.en-net.org/question/4567.aspx",973,9,974,9,974,9,974,9,974,9
"Infant and young child feeding interventions","Remote counselling during COVID-19 - COVID-19","Isabelle Modigell","2020-05-24","https://www.en-net.org/question/3989.aspx",5107,3,5107,3,5107,3,5107,3,5107,3
"Infant and young child feeding interventions","Request for Feedback: Complementary Feeding in Emergencies Programming Resources","Alison Donnelly","2021-08-27","https://www.en-net.org/question/4390.aspx",3837,0,3838,0,3838,0,3838,0,3838,0
"Infant and young child feeding interventions","REQUEST FOR STANDARDIZED OPERATIONAL PROCEDURES FOR THE IMPLEMENTATION OF BREASTFEEDING CORNERS IN ANJE-U","EMMANUEL KALUFENYE NGENGELE","2021-12-26","https://www.en-net.org/question/4460.aspx",3978,4,3980,4,3980,4,3980,4,3980,4
"Infant and young child feeding interventions","Request for success story: examples of preventing / effectively managing BMS donations in emergencies","Isabelle Modigell","2021-09-01","https://www.en-net.org/question/4394.aspx",4093,0,4094,0,4094,0,4094,0,4094,0
"Infant and young child feeding interventions","Request for training modules for IYCF-E counsellors on techniques for conducting individual counseling sessions and communication techniques","EMMANUEL KALUFENYE NGENGELE","2022-05-03","https://www.en-net.org/question/4558.aspx",1005,1,1006,1,1006,1,1006,1,1006,1
"Infant and young child feeding interventions","Request to share lessons learned on IYCF-E from previous emergencies in Ukraine","Jodine Chase","2022-03-01","https://www.en-net.org/question/4501.aspx",1994,0,1995,0,1995,0,1996,0,1996,0
"Infant and young child feeding interventions","research on relationship between meal consumption and nutrition status","Nicholus Tint Zaw","2013-02-28","https://www.en-net.org/question/980.aspx",8885,0,8886,0,8886,0,8886,0,8886,0
"Infant and young child feeding interventions","Research project","Jean","2018-06-08","https://www.en-net.org/question/3349.aspx",5845,0,5845,0,5845,0,5845,0,5845,0
"Infant and young child feeding interventions","Responsive feeding","Eyram","2016-07-02","https://www.en-net.org/question/2545.aspx",9215,4,9215,4,9215,4,9217,4,9218,4
"Infant and young child feeding interventions","Robust Advocacy on IYCF globally.","Daniel Takea","2022-05-12","https://www.en-net.org/question/4563.aspx",656,1,657,1,657,1,657,1,657,1
"Infant and young child feeding interventions","Rules for implementation of IYCF support groups","Tamsin","2017-03-09","https://www.en-net.org/question/2838.aspx",10318,5,10318,5,10318,5,10318,5,10319,5
"Infant and young child feeding interventions","Safe alternatives to breast milk in rural sub-Saharan Africa that are not formula milk?","Genevieve Hutchinson","2013-12-10","https://www.en-net.org/question/1225.aspx",12984,5,12984,5,12984,5,12984,5,12986,5
"Infant and young child feeding interventions","Sample size calculation on IYCF indicators in small scale survey","Anonymous 512","2010-12-22","https://www.en-net.org/question/322.aspx",14820,11,14820,11,14820,11,14820,11,14821,11
"Infant and young child feeding interventions","Sample size for IYCF assessment - new question in Assessment Area","Tamsin","2009-05-05","https://www.en-net.org/question/87.aspx",9453,0,9454,0,9454,0,9454,0,9454,0
"Infant and young child feeding interventions","Save the Children and the Tech RRT launch two (2) new tools to improve IYCF-E Programming - COVID-19","Alessandro Iellamo","2020-11-12","https://www.en-net.org/question/4128.aspx",4759,0,4760,0,4760,0,4760,0,4760,0
"Infant and young child feeding interventions","Save the Children's IYCF-E Toolkit Version 2","Nicki Connell","2014-09-19","https://www.en-net.org/question/1483.aspx",15534,4,15534,4,15534,4,15535,4,15536,4
"Infant and young child feeding interventions","Save the Date - Thursday 9 September 2021 - Breastfeeding: Where Healthy and Sustainable Food Systems Begin (webinar and dialogue)","Alessandro Iellamo","2021-08-13","https://www.en-net.org/question/4374.aspx",4046,0,4047,0,4047,0,4047,0,4047,0
"Infant and young child feeding interventions","SAVE THE DATE: 28 May 2020, 3 PM (CEST) - Online Launch of the 2020 Status Report on the Code of Marketing of Breast-milk Substitutes - COVID-19","Alessandro Iellamo","2020-05-20","https://www.en-net.org/question/3987.aspx",5317,1,5317,1,5318,1,5318,1,5318,1
"Infant and young child feeding interventions","Short survey on priority IYCF-E topics and modalities","Linda Shaker Berbari","2021-03-15","https://www.en-net.org/question/4249.aspx",3920,0,3921,0,3921,0,3921,0,3921,0
"Infant and young child feeding interventions","Should you recommend wet nursing in HIV prevalent areas where replacement feeding is not safe but there is no HIV testing available?","Marie McGrath","2013-12-04","https://www.en-net.org/question/1218.aspx",12178,8,12178,8,12178,8,12178,8,12180,8
"Infant and young child feeding interventions","Smart phones and IYCF-E","Sally Etheridge","2016-04-04","https://www.en-net.org/question/2431.aspx",9048,1,9048,1,9048,1,9048,1,9049,1
"Infant and young child feeding interventions","smooth porridge for infants","julius karanja","2010-12-29","https://www.en-net.org/question/324.aspx",11138,3,11138,3,11138,3,11138,3,11139,3
"Infant and young child feeding interventions","Social Media Messaging for Responders","Isabelle Modigell","2020-04-13","https://www.en-net.org/question/3941.aspx",4529,0,4529,0,4529,0,4529,0,4529,0
"Infant and young child feeding interventions","Sources of Ready to Use Infant Formula","Megan Gayford","2015-09-26","https://www.en-net.org/question/1936.aspx",8717,6,8717,6,8717,6,8717,6,8718,6
"Infant and young child feeding interventions","State Wise Disparities in Early Breastfeeding in India","ARVIND SINGH","2017-04-21","https://www.en-net.org/question/2901.aspx",7802,0,7802,0,7802,0,7802,0,7803,0
"Infant and young child feeding interventions","Studies looking at household food security and child dietary diversity","Ranjith","2017-03-01","https://www.en-net.org/question/2823.aspx",8429,3,8429,3,8429,3,8429,3,8430,3
"Infant and young child feeding interventions","Stunting resulting from psychosocial deprivation vs nutritional deprivation","Karleen Gribble","2010-09-18","https://www.en-net.org/question/260.aspx",11600,8,11600,8,11600,8,11600,8,11601,8
"Infant and young child feeding interventions","Summary of the dangers of feeding animal milk to infants","Alison Donnelly","2021-11-08","https://www.en-net.org/question/4438.aspx",4081,5,4082,5,4082,5,4082,5,4082,5
"Infant and young child feeding interventions","Suppliers for Ready to Use Infant Formula","Charlotte d'Elloy","2013-11-19","https://www.en-net.org/question/1203.aspx",9319,1,9319,1,9319,1,9319,1,9320,1
"Infant and young child feeding interventions","Survey to identify beliefs and myths in infant feeding and COVID-19: please complete and/or share - COVID-19","Kiersten Anne Israel-Ballard","2020-11-11","https://www.en-net.org/question/4126.aspx",4355,0,4356,0,4356,0,4356,0,4356,0
"Infant and young child feeding interventions","syrian refugees - complementary feeding recipes","Anonymous 3070","2015-07-14","https://www.en-net.org/question/1830.aspx",8947,1,8947,1,8947,1,8947,1,8948,1
"Infant and young child feeding interventions","The updated WHO Code Report is out","Alessandro Iellamo","2020-05-27","https://www.en-net.org/question/3992.aspx",4827,0,4827,0,4827,0,4827,0,4828,0
"Infant and young child feeding interventions","threshold value of IYCF indicators","Kemgueu Tiemo Willie","2020-03-10","https://www.en-net.org/question/3873.aspx",5484,5,5484,5,5485,5,5485,5,5485,5
"Infant and young child feeding interventions","Time Available for Caring in Emergencies","Ric Hamic","2017-04-21","https://www.en-net.org/question/2899.aspx",7828,0,7828,0,7829,0,7829,0,7830,0
"Infant and young child feeding interventions","To include children consuming RUTF in IYCF indicator results or not?","Philip McKinney","2020-11-02","https://www.en-net.org/question/4120.aspx",4571,3,4572,3,4572,3,4572,3,4572,3
"Infant and young child feeding interventions","Training package for Community nutrition workers on CMAM and MIYCN south Sudan","Lalaho X-topher","2019-04-25","https://www.en-net.org/question/3630.aspx",5416,2,5416,2,5416,2,5417,2,5417,2
"Infant and young child feeding interventions","Treatment for Chronic Malnutrition","Anonymous 1354","2012-06-12","https://www.en-net.org/question/753.aspx",8716,0,8717,0,8717,0,8717,0,8717,0
"Infant and young child feeding interventions","Ukraine -- Recent Information on IYCF-E for Ukraine IDPs -- Non-breastfed children","Gary R. Gleason","2016-01-19","https://www.en-net.org/question/2328.aspx",9318,2,9318,2,9318,2,9318,2,9319,2
"Infant and young child feeding interventions","UNICEF UK campaign","Jodine Chase","2017-04-05","https://www.en-net.org/question/2883.aspx",8304,2,8304,2,8304,2,8308,2,8309,2
"Infant and young child feeding interventions","Updates on Breastfeeding, Infant Feeding, Breast Milk and COVID-19 – excerpts from scientific journal articles –  18 December 2020 - COVID-19","mija ververs","2020-12-18","https://www.en-net.org/question/4162.aspx",4628,0,4629,0,4629,0,4629,0,4629,0
"Infant and young child feeding interventions","URGENT need for images on Infant Feeding in Emergencies (IFE) needed","mija ververs","2019-06-14","https://www.en-net.org/question/3701.aspx",5301,0,5301,0,5301,0,5302,0,5302,0
"Infant and young child feeding interventions","Use of modified animal milk versus infant formula - sustainability?","Anonymous 557","2011-04-11","https://www.en-net.org/question/404.aspx",10361,1,10361,1,10361,1,10361,1,10362,1
"Infant and young child feeding interventions","Use of traditional GALACTAGOGUES in breastfeeding support during emergencies - yes or no?","Isabelle Modigell","2022-02-27","https://www.en-net.org/question/4499.aspx",2166,3,2167,3,2167,3,2167,3,2167,3
"Infant and young child feeding interventions","Valuing and resourcing mother-to-mother support and breastfeeding counselling across countries – making visible the leadership, innovation and contributions of women and breastfeeding NGOs","Alessandro Iellamo","2020-10-27","https://www.en-net.org/question/4116.aspx",5065,0,5066,0,5066,0,5066,0,5066,0
"Infant and young child feeding interventions","WASH","Anonymous 490","2011-12-15","https://www.en-net.org/question/587.aspx",9237,1,9238,1,9238,1,9238,1,9238,1
"Infant and young child feeding interventions","Water allocation for lactating women","Karleen Gribble","2019-11-16","https://www.en-net.org/question/3799.aspx",5555,3,5555,3,5555,3,5555,3,5555,3
"Infant and young child feeding interventions","Webinar Invitation: Breastfeeding policy in 2020 and beyond – Emergency and pandemic preparedness and response planning in Australia - COVID-19","Alessandro Iellamo","2020-04-14","https://www.en-net.org/question/3943.aspx",5323,1,5323,1,5323,1,5323,1,5323,1
"Infant and young child feeding interventions","WEBINAR Invitation: Progressing Australia’s policies and plans for mothers and babies in disasters and pandemics: experiences from high- and middle-income countries May 4,2020 6 pm Brisbane time - COVID-19","Alessandro Iellamo","2020-04-24","https://www.en-net.org/question/3963.aspx",5235,1,5235,1,5235,1,5235,1,5235,1
"Infant and young child feeding interventions","WEBINAR Invitation: Protecting women’s reproductive rights in policy and resourcing decisions – the need for ‘data and dollars’, Monday 18 May, 2020 6-8pm Sydney time","Alessandro Iellamo","2020-05-13","https://www.en-net.org/question/3982.aspx",5274,4,5274,4,5274,4,5274,4,5274,4
"Infant and young child feeding interventions","Wet Nursing Guidance - Emergency Contexts","Nicki Connell","2018-01-19","https://www.en-net.org/question/3194.aspx",8040,4,8040,4,8040,4,8040,4,8041,4
"Infant and young child feeding interventions","what informs the OG-IFE stipulation that BMS should not be donated?","Vicky Sibson","2022-06-09","https://www.en-net.org/question/4587.aspx",914,5,915,5,915,5,915,5,916,5
"Infant and young child feeding interventions","What is good counselling for Complementary Feeding?","Alison Donnelly","2022-06-30","https://www.en-net.org/question/4604.aspx",829,10,829,10,829,10,829,10,829,10
"Infant and young child feeding interventions","What to do with expired infant formula?","Anonymous 94","2014-01-27","https://www.en-net.org/question/1255.aspx",11756,1,11756,1,11756,1,11756,1,11757,1
"Infant and young child feeding interventions","Which countries have the best Code Violation monitoring systems?","Alison Donnelly","2021-10-11","https://www.en-net.org/question/4418.aspx",3580,2,3581,2,3581,2,3581,2,3581,2
"Infant and young child feeding interventions","Which enterprise in africa to purchase ""CMV premix"" for malnourished infant's flour fortification","Anonymous 39686","2021-06-29","https://www.en-net.org/question/4346.aspx",3811,0,3812,0,3812,0,3812,0,3813,0
"Infant and young child feeding interventions","Who is delivering IYCF-E on the ground (ie baby tents etc) in Haiti","Jodine Chase","2016-10-12","https://www.en-net.org/question/2677.aspx",9374,6,9375,6,9375,6,9375,6,9377,6
"Infant and young child feeding interventions","WHO updates on HIV and infant feeding guideline now available","Marie McGrath","2016-08-01","https://www.en-net.org/question/2579.aspx",8917,0,8917,0,8917,0,8918,0,8919,0
"Infant and young child feeding interventions","WHO Zika and breastfeeding interim guidance","Marie McGrath","2016-02-25","https://www.en-net.org/question/2374.aspx",9541,4,9541,4,9543,4,9543,4,9544,4
"Infant and young child feeding interventions","Why are formula preparation instructions different in the UK and Africa?","Leigh Elston","2017-03-28","https://www.en-net.org/question/2866.aspx",10863,4,10863,4,10863,4,10863,4,10864,4
"Infant and young child feeding interventions","Why breastfeeding mothers request and use donated infant formula in refugee camps?","Charlotte Verstraete","2017-04-05","https://www.en-net.org/question/2882.aspx",8749,9,8749,9,8749,9,8752,9,8753,9
"Infant and young child feeding interventions","Word Breastfeeding Week 2020 and environmental disasters and pandemic","Alessandro Iellamo","2020-05-22","https://www.en-net.org/question/3988.aspx",5481,0,5481,0,5481,0,5481,0,5481,0
"Infant and young child feeding interventions","Workplace lactation support","Aisling","2015-07-02","https://www.en-net.org/question/1817.aspx",9025,6,9025,6,9025,6,9025,6,9026,6
"Infant and young child feeding interventions","World Breastfeeding Week 2020 Action Folder","Alessandro Iellamo","2020-05-18","https://www.en-net.org/question/3986.aspx",4943,1,4943,1,4943,1,4943,1,4943,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Are you finding high levels of GAM among children under 6 months in your country?","Óscar Serrano Oria","2018-09-17","https://www.en-net.org/question/3444.aspx",5901,0,5901,0,5901,0,5901,0,5901,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Assessment of infants under 6 months in survey","Marie McGrath","2016-05-05","https://www.en-net.org/question/2482.aspx",8049,0,8049,0,8049,0,8049,0,8050,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","birth weight and infant growth","kodom collins joseph","2014-05-08","https://www.en-net.org/question/1361.aspx",9020,1,9020,1,9020,1,9020,1,9021,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","BMS dosages for mixed feeding infants <6m at discharge from hospitalization","Fabrizio Loddo","2021-06-25","https://www.en-net.org/question/4342.aspx",4024,4,4025,4,4025,4,4025,4,4025,4
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Calculating and making SDTM from F100 for a premature","Odongpiny Charles","2016-07-27","https://www.en-net.org/question/2572.aspx",14118,8,14118,8,14118,8,14119,8,14120,8
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Call for participation: Nutritional Assessment Tool Evaluation","Meenakshi Monga","2022-07-20","https://www.en-net.org/question/4625.aspx",463,0,464,0,464,0,464,0,464,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Corrections to C-MAMI Tool, v2, 2018","Marie McGrath","2018-11-30","https://www.en-net.org/question/3501.aspx",6112,1,6112,1,6112,1,6113,1,6113,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Could the C-MAMI Framework extend its reach to include at risk mothers during pregnancy?","Pat Mc Mahon","2020-04-07","https://www.en-net.org/question/3933.aspx",4651,0,4651,0,4651,0,4651,0,4651,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Coverage of MAMI interventions in Ethiopia","Nicoly","2021-08-18","https://www.en-net.org/question/4379.aspx",3735,1,3736,1,3736,1,3736,1,3736,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Developmental delay and malnutrition","Didier A Dequatre","2017-07-06","https://www.en-net.org/question/2983.aspx",8105,2,8105,2,8105,2,8105,2,8106,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Discharge criteria from inpatient care infants <6 months","Katie Beck","2016-11-28","https://www.en-net.org/question/2748.aspx",8111,1,8111,1,8111,1,8111,1,8112,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Edema is infants <6 months and PLW","Tina Lloren","2015-03-20","https://www.en-net.org/question/1659.aspx",15689,5,15689,5,15689,5,15689,5,15690,5
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Est-ce que vous utilisez l'outil C-MAMI version 1 (2015) ?","Nicki Connell","2017-09-09","https://www.en-net.org/question/3047.aspx",8527,3,8527,3,8527,3,8527,3,8528,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Health and Nutrition Key Messages for special cases","Anonymous 3271","2016-02-09","https://www.en-net.org/question/2359.aspx",9309,3,9309,3,9309,3,9311,3,9312,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Introduction of complementary feeding in preterm born infants","Mathieu Nemerimana","2022-05-18","https://www.en-net.org/question/4568.aspx",824,2,825,2,825,2,825,2,825,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Looking for interview partners (one interview, max. 45 min) for study on MAMI! / Call for participants in a research on MAMI (1 interview, max. Duration 45min)!","Magdalena Engl","2020-06-26","https://www.en-net.org/question/4023.aspx",5937,3,5937,3,5937,3,5937,3,5937,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Looking for trainings related to interventions for pre term babies","Neha","2021-05-11","https://www.en-net.org/question/4292.aspx",3905,1,3907,1,3907,1,3907,1,3907,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI and IYCF-E materials for health workers in FRENCH for francophone Africa","Mija Ververs","2022-08-03","https://www.en-net.org/question/4644.aspx",487,2,488,2,488,2,488,2,488,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI Care Pathway launch webinar - Friday July 2 @ 1400 - 1530 BST!","Kelsey Grey","2021-06-17","https://www.en-net.org/question/4331.aspx",4031,0,4032,0,4032,0,4032,0,4033,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI Care Pathway Package available May 6!","Eleanor Rogers","2021-04-30","https://www.en-net.org/question/4287.aspx",4190,0,4191,0,4191,0,4191,0,4191,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI Excel Database","Selam Yohannes","2022-02-04","https://www.en-net.org/question/4486.aspx",3064,3,3065,3,3065,3,3066,3,3066,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI Indicators","Gamal Ali","2022-07-19","https://www.en-net.org/question/4622.aspx",533,1,534,1,534,1,534,1,534,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI maternal mental health screening","Elisa Vanlerberghe","2022-04-19","https://www.en-net.org/question/4548.aspx",658,1,659,1,659,1,659,1,659,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI Research. Barriers to the identification of malnutrition in infants less than 6 months","Laura Moore","2017-05-04","https://www.en-net.org/question/2914.aspx",8052,0,8052,0,8052,0,8052,0,8053,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","MAMI: Defining target population terminology and determining discharge criteria. Please share your views on these two aspects of the MAMI Care Pathway in our short survey!","Ellie Blake","2021-07-02","https://www.en-net.org/question/4348.aspx",4548,1,4549,1,4549,1,4549,1,4549,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Management of SAM cases","Anonymous 40886","2022-06-22","https://www.en-net.org/question/4599.aspx",688,10,689,10,689,10,689,10,689,10
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Maternal nutrition: how does your programme identify pregnant women?","Philip James","2021-07-02","https://www.en-net.org/question/4351.aspx",3674,0,3675,0,3675,0,3675,0,3675,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Maternal Nutrition/Minimum Meal Frequency for Pregnant and Lactating Women","Yara Sfeir","2021-03-04","https://www.en-net.org/question/4232.aspx",6262,3,6263,3,6263,3,6263,3,6264,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","New UNICEF classification standards for malnutrition","Anonymous 40599","2021-03-10","https://www.en-net.org/question/4241.aspx",4524,2,4525,2,4525,2,4525,2,4525,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Nice article describing relactation and supplemental suckling as treatment for AMI","Karleen Gribble","2017-02-25","https://www.en-net.org/question/2821.aspx",7799,0,7799,0,7799,0,7799,0,7800,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Nutritional rehabilitation of  MAM infants under 6 months admitted with an illness","Martha","2016-08-02","https://www.en-net.org/question/2580.aspx",8805,1,8805,1,8805,1,8805,1,8806,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Perceptions of SAM treatment amongst infants under 6 months","Marie McGrath","2016-05-26","https://www.en-net.org/question/2501.aspx",9797,8,9797,8,9797,8,9797,8,9798,8
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Please fill out this short survey on MAMI and its implementation in your country!","Tabitha van Immerzeel","2021-05-10","https://www.en-net.org/question/4291.aspx",3883,0,3884,0,3884,0,3884,0,3884,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Quality of follow up for small and nutritionally vulnerable <6M.","Maha Basodan","2021-11-02","https://www.en-net.org/question/4433.aspx",3798,5,3799,5,3799,5,3799,5,3799,5
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Re: MAMI (Management of Acute Malnutrition in Infants <6 months) review / “Story of Change”","Louise Allen","2016-07-22","https://www.en-net.org/question/2562.aspx",8759,0,8759,0,8759,0,8759,0,8760,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Recording low birth weight and considering it in SAM diagnosis of infants under 6 months","Tamsin","2014-04-09","https://www.en-net.org/question/1339.aspx",10500,6,10500,6,10500,6,10500,6,10501,6
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Reminder: MAMI country-level stakeholder survey closes 7th June!","Tabitha van Immerzeel","2021-06-02","https://www.en-net.org/question/4315.aspx",3759,1,3760,1,3760,1,3760,1,3760,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Request for information on the MAMI approach","Andrianarivo Andriamisaina Toky Tsilavina","2021-05-12","https://www.en-net.org/question/4295.aspx",4081,1,4082,1,4082,1,4082,1,4082,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","ReSoMaL (Rehydration Solution for Malnutrition) for children under 6 months  with severe acute malnutrition","Boukary SORGHO","2016-08-22","https://www.en-net.org/question/2603.aspx",15308,7,15308,7,15308,7,15308,7,15309,7
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Resources for management of acute malnutrition in infants less than 6 months","Tamsin","2014-04-03","https://www.en-net.org/question/1327.aspx",10029,1,10029,1,10029,1,10030,1,10032,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Review of national guidelines","Tamsin","2015-03-04","https://www.en-net.org/question/1642.aspx",9161,1,9161,1,9161,1,9161,1,9162,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","screening criteria for Low birth weight children in malnutrition","Anonymous 3944","2016-09-25","https://www.en-net.org/question/2653.aspx",9988,6,9988,6,9988,6,9988,6,9989,6
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Seeking any evidence/experience of using RUTF to manage wasting in infants <6 months","Tamsin","2020-10-21","https://www.en-net.org/question/4111.aspx",4195,0,4196,0,4196,0,4196,0,4196,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Seeking feedback on the MAMI Support Actions Booklet and the Counselling Cards","Jodine Chase","2021-01-26","https://www.en-net.org/question/4187.aspx",4144,0,4145,0,4145,0,4145,0,4145,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Seminar June 24: Anthropometric deficits in infants aged under six months and its associations with body composition and body proportions: Evidence from Ethiopia","Kelsey Grey","2021-06-16","https://www.en-net.org/question/4327.aspx",4028,0,4029,0,4029,0,4029,0,4029,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Survey: Maternal mental health and MAMI","Laura Delfino","2022-08-30","https://www.en-net.org/question/4663.aspx",513,2,514,2,514,2,515,2,515,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","treatment of SAM in 2 month old","Suzanne Fuhrman","2014-05-22","https://www.en-net.org/question/1378.aspx",11179,6,11179,6,11179,6,11179,6,11180,6
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Un seminario web sobre programación para el Manejo de madres y niños/as en riesgo menores de 6 meses (MAMI).","Rita Abi Akar","2020-05-12","https://www.en-net.org/question/3981.aspx",4831,0,4831,0,4831,0,4831,0,4831,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Under six months assessment","Anonymous_A_W_40","2022-02-28","https://www.en-net.org/question/4500.aspx",2124,2,2125,2,2125,2,2125,2,2125,2
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Under six months management of SAM and MAM without medical complications","Anonymous_A_W_40","2022-05-11","https://www.en-net.org/question/4562.aspx",1078,21,1079,21,1079,21,1079,21,1079,21
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","We want your feedback on the MAMI Care Pathway!","Kelsey Grey","2021-08-13","https://www.en-net.org/question/4375.aspx",3689,0,3690,0,3690,0,3690,0,3690,0
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Webinar on the management of at-risk mothers and infants under 6 months in the community","Alice Burrell","2020-03-25","https://www.en-net.org/question/3903.aspx",5250,1,5250,1,5250,1,5250,1,5250,1
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","Which quantity of infant formula for SAM <6m?","Nathalie AVRIL","2015-07-23","https://www.en-net.org/question/1840.aspx",10845,3,10846,3,10846,3,10846,3,10847,3
"Management of small and nutritionally at risk infants under six months and their mothers (MAMI)","WHO & LSHTM online stakeholder consultation: core indicator set for quality of care for small or sick newborns (Fr/En)","Eleanor Rogers","2022-05-16","https://www.en-net.org/question/4565.aspx",724,1,726,1,727,1,727,1,727,1
"Management of wasting/acute malnutrition","'homemade' F75 - supplement of folic acid?","Sunniva N.","2016-03-03","https://www.en-net.org/question/2383.aspx",8928,2,8928,2,8930,2,8930,2,8931,2
"Management of wasting/acute malnutrition","2018 UNICEF NutriDash data added to the State of Acute Malnutrition website","Abhilasha (Vini) Vaid","2020-04-20","https://www.en-net.org/question/3951.aspx",5135,0,5135,0,5135,0,5135,0,5135,0
"Management of wasting/acute malnutrition","5 star enriched porridge","Anonymous 10291","2018-01-16","https://www.en-net.org/question/3190.aspx",7432,0,7432,0,7432,0,7432,0,7433,0
"Management of wasting/acute malnutrition","A COMPLICATED CASE OF KWASHIORKAR+ NEPHRITIS","Kiran Deshpande Shukla","2012-03-02","https://www.en-net.org/question/664.aspx",9538,9,9539,9,9539,9,9539,9,9539,9
"Management of wasting/acute malnutrition","a failed response to a child with severe acute malnutrition in OTP, TFC.","MOHAMMED AL-OTHMANI","2022-06-27","https://www.en-net.org/question/4602.aspx",662,4,663,4,663,4,663,4,664,4
"Management of wasting/acute malnutrition","A new publication on efficacy of RUTF reduced dose in Burkina in PLoS Med","Cécile Salpéteur","2019-09-06","https://www.en-net.org/question/3751.aspx",5698,2,5698,2,5698,2,5699,2,5699,2
"Management of wasting/acute malnutrition","Abdominal enlargement for SAM patients treated in ITC","Anonymous 2408","2015-11-17","https://www.en-net.org/question/2268.aspx",8780,1,8780,1,8780,1,8780,1,8781,1
"Management of wasting/acute malnutrition","academic research topic","Alexander","2012-05-19","https://www.en-net.org/question/737.aspx",8557,1,8558,1,8559,1,8559,1,8559,1
"Management of wasting/acute malnutrition","Acceptable length of stay in TSFP","desta zeweldi","2017-03-29","https://www.en-net.org/question/2869.aspx",8966,1,8966,1,8966,1,8966,1,8968,1
