"Theme","Topic","Author","Posted","Link","Views_20220801_023513","Replies_20220801_023513","Views_20220801_044004","Replies_20220801_044004","Views_20220801_055823","Replies_20220801_055823","Views_20220801_064808","Replies_20220801_064808","Views_20220801_072955","Replies_20220801_072955","Views_20220801_083402","Replies_20220801_083402","Views_20220801_092902","Replies_20220801_092902","Views_20220801_103156","Replies_20220801_103156","Views_20220801_112319","Replies_20220801_112319","Views_20220801_125344","Replies_20220801_125344","Views_20220801_135215","Replies_20220801_135215","Views_20220801_142602","Replies_20220801_142602","Views_20220801_153110","Replies_20220801_153110","Views_20220801_164117","Replies_20220801_164117","Views_20220801_173303","Replies_20220801_173303","Views_20220801_183554","Replies_20220801_183554","Views_20220801_192143","Replies_20220801_192143","Views_20220801_203050","Replies_20220801_203050","Views_20220801_212353","Replies_20220801_212353","Views_20220801_222841","Replies_20220801_222841","Views_20220801_232934","Replies_20220801_232934","Views_20220802_024326","Replies_20220802_024326","Views_20220802_043852","Replies_20220802_043852","Views_20220802_054926","Replies_20220802_054926","Views_20220802_063140","Replies_20220802_063140","Views_20220802_072649","Replies_20220802_072649","Views_20220802_083438","Replies_20220802_083438","Views_20220802_092621","Replies_20220802_092621","Views_20220802_103250","Replies_20220802_103250","Views_20220802_112245","Replies_20220802_112245","Views_20220802_125503","Replies_20220802_125503","Views_20220802_134801","Replies_20220802_134801","Views_20220802_142621","Replies_20220802_142621","Views_20220802_152757","Replies_20220802_152757","Views_20220802_163908","Replies_20220802_163908","Views_20220802_173327","Replies_20220802_173327","Views_20220802_183316","Replies_20220802_183316","Views_20220802_192123","Replies_20220802_192123","Views_20220802_202929","Replies_20220802_202929","Views_20220802_212308","Replies_20220802_212308","Views_20220802_222746","Replies_20220802_222746","Views_20220802_232721","Replies_20220802_232721","Views_20220803_022702","Replies_20220803_022702","Views_20220803_042321","Replies_20220803_042321","Views_20220803_054531","Replies_20220803_054531","Views_20220803_063214","Replies_20220803_063214","Views_20220803_072436","Replies_20220803_072436","Views_20220803_083532","Replies_20220803_083532","Views_20220803_092940","Replies_20220803_092940","Views_20220803_102949","Replies_20220803_102949","Views_20220803_112235","Replies_20220803_112235","Views_20220803_125348","Replies_20220803_125348","Views_20220803_134740","Replies_20220803_134740","Views_20220803_142350","Replies_20220803_142350","Views_20220803_153109","Replies_20220803_153109","Views_20220803_163641","Replies_20220803_163641","Views_20220803_172643","Replies_20220803_172643","Views_20220803_183207","Replies_20220803_183207","Views_20220803_192201","Replies_20220803_192201","Views_20220803_202829","Replies_20220803_202829","Views_20220803_212353","Replies_20220803_212353","Views_20220803_222723","Replies_20220803_222723","Views_20220803_232700","Replies_20220803_232700","Views_20220804_021351","Replies_20220804_021351"
"Management of wasting/acute malnutrition","Is volume-based preparation of HEM possible?","Brent Scharschmidt","2009-08-16","https://www.en-net.org/question/128.aspx",8413,0,8413,0,8413,0,8413,0,8413,0,8413,0,8413,0,8413,0,8413,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8414,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8415,0,8416,0,8416,0,8416,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8417,0,8418,0,8419,0
"Management of wasting/acute malnutrition","Kwashiorkor...?","steve munyi","2015-02-26","https://www.en-net.org/question/1635.aspx",9015,2,9015,2,9015,2,9015,2,9015,2,9015,2,9016,2,9016,2,9016,2,9016,2,9016,2,9016,2,9017,2,9017,2,9017,2,9017,2,9017,2,9017,2,9017,2,9017,2,9017,2,9018,2,9019,2,9019,2,9019,2,9019,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9020,2,9021,2,9021,2,9021,2,9021,2,9021,2,9021,2,9021,2,9021,2,9022,2,9023,2,9023,2,9023,2,9023,2,9023,2,9024,2,9024,2,9026,2,9026,2,9026,2,9026,2,9026,2,9026,2
"Management of wasting/acute malnutrition","Lactose Intolerance","Layal","2015-05-22","https://www.en-net.org/question/1742.aspx",8632,2,8632,2,8632,2,8632,2,8632,2,8632,2,8632,2,8632,2,8632,2,8632,2,8633,2,8633,2,8633,2,8633,2,8633,2,8633,2,8633,2,8633,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8634,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8635,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8636,2,8637,2,8637,2
"Management of wasting/acute malnutrition","Lancet Global Health OptiMA DRC","Kevin PHELAN","2022-03-16","https://www.en-net.org/question/4515.aspx",1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1424,1,1425,1,1425,1,1425,1,1425,1,1425,1,1425,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1427,1,1428,1,1428,1,1428,1,1428,1,1428,1,1428,1,1428,1,1429,1,1429,1,1429,1,1430,1,1430,1,1430,1,1430,1,1430,1,1430,1,1430,1,1430,1,1430,1,1430,1
"Management of wasting/acute malnutrition","Launch of a global research prioritisation exercise for acute malnutrition","Anonymous 24","2017-04-03","https://www.en-net.org/question/2878.aspx",7573,0,7574,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7576,0,7577,0,7577,0,7577,0,7577,0,7577,0,7577,0,7577,0,7577,0,7579,0,7579,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7580,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7581,0,7582,0,7583,0,7583,0,7583,0,7583,0,7583,0
"Management of wasting/acute malnutrition","Launch of a private sector engagement and innovation survey for child wasting","Polly Walker","2021-04-22","https://www.en-net.org/question/4281.aspx",3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3854,1,3855,1,3855,1,3855,1,3855,1,3855,1,3855,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3856,1,3857,1,3857,1,3857,1,3857,1,3857,1,3857,1,3857,1,3857,1,3857,1,3857,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3858,1,3859,1,3859,1,3860,1,3860,1,3860,1,3860,1
"Management of wasting/acute malnutrition","Length of stay in OTP","Anonymous 422","2010-12-01","https://www.en-net.org/question/307.aspx",12503,2,12503,2,12503,2,12503,2,12503,2,12503,2,12503,2,12503,2,12503,2,12504,2,12504,2,12504,2,12504,2,12504,2,12504,2,12504,2,12504,2,12504,2,12505,2,12505,2,12505,2,12507,2,12507,2,12507,2,12507,2,12507,2,12507,2,12507,2,12507,2,12507,2,12508,2,12508,2,12509,2,12509,2,12509,2,12509,2,12509,2,12509,2,12509,2,12509,2,12510,2,12510,2,12512,2,12512,2,12513,2,12514,2,12514,2,12514,2,12514,2,12514,2,12514,2,12514,2,12515,2,12515,2,12515,2,12515,2,12516,2,12516,2,12517,2,12517,2,12518,2,12519,2,12519,2,12520,2
"Management of wasting/acute malnutrition","Lessons learned on Community-based Management of Acute Malnutrition (CMAM) programmes in conflict settings.","Evert-jan Quak","2021-10-01","https://www.en-net.org/question/4411.aspx",3456,1,3456,1,3456,1,3456,1,3456,1,3456,1,3456,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3457,1,3458,1,3458,1,3458,1,3458,1,3458,1,3458,1,3459,1,3459,1,3460,1,3461,1,3461,1,3461,1,3461,1,3461,1,3461,1,3462,1,3462,1,3462,1,3462,1
"Management of wasting/acute malnutrition","Linked between major medical complications and malnutrition","Anonymous 9639","2017-07-03","https://www.en-net.org/question/2979.aspx",9179,5,9180,5,9180,5,9180,5,9180,5,9180,5,9180,5,9180,5,9180,5,9180,5,9181,5,9181,5,9181,5,9181,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9182,5,9183,5,9183,5,9183,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9185,5,9185,5,9185,5,9185,5,9186,5,9187,5,9188,5,9188,5,9188,5,9188,5,9188,5,9188,5,9189,5
"Management of wasting/acute malnutrition","LNS for pregnant and lactating mothers","Kiran Deshpande Shukla","2012-04-22","https://www.en-net.org/question/694.aspx",9401,2,9405,2,9405,2,9405,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9406,2,9407,2,9407,2,9407,2,9409,2,9410,2,9410,2,9410,2,9410,2,9410,2,9410,2,9410,2,9410,2,9411,2,9411,2,9411,2,9411,2,9411,2,9411,2,9411,2,9412,2,9412,2,9412,2,9412,2,9412,2,9413,2,9413,2,9413,2,9413,2,9413,2,9413,2,9413,2,9413,2,9414,2,9414,2,9414,2,9414,2,9414,2,9415,2,9415,2,9415,2,9417,2,9417,2,9417,2,9417,2,9417,2,9417,2
"Management of wasting/acute malnutrition","Local production for alternative RUTF in Burundi","John Villiers","2010-06-08","https://www.en-net.org/question/225.aspx",14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14847,12,14848,12,14848,12,14848,12,14848,12,14848,12,14848,12,14850,12,14850,12,14850,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14851,12,14852,12,14852,12,14853,12,14853,12,14854,12,14854,12,14854,12,14855,12,14855,12,14855,12,14855,12,14855,12,14855,12,14855,12,14855,12,14855,12,14855,12,14856,12,14856,12,14856,12,14856,12,14856,12,14858,12
"Management of wasting/acute malnutrition","Local Production of F75 and F100","Sura Samman","2015-07-28","https://www.en-net.org/question/1843.aspx",8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8815,1,8816,1,8816,1,8816,1,8816,1,8816,1,8816,1,8816,1,8819,1,8819,1,8819,1,8819,1,8819,1,8819,1,8819,1,8820,1,8820,1,8820,1,8820,1,8820,1,8820,1,8820,1,8820,1,8820,1,8821,1,8821,1,8821,1,8821,1,8822,1,8822,1,8822,1,8822,1,8822,1,8823,1,8823,1,8823,1,8823,1,8823,1,8823,1,8823,1,8824,1,8824,1,8824,1,8825,1,8825,1,8825,1,8827,1
"Management of wasting/acute malnutrition","Local production of RUTF","Paul","2012-04-30","https://www.en-net.org/question/705.aspx",8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8866,1,8867,1,8867,1,8867,1,8867,1,8867,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8868,1,8869,1,8869,1,8869,1,8869,1
"Management of wasting/acute malnutrition","Looking for current national and international SAM/CMAM/IMAM guidelines for study!","Magdalena Engl","2020-06-08","https://www.en-net.org/question/4002.aspx",4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4520,0,4521,0,4521,0,4521,0,4521,0,4521,0,4521,0,4521,0,4521,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4522,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4523,0,4524,0,4524,0,4525,0,4525,0,4525,0,4525,0,4526,0
"Management of wasting/acute malnutrition","Low mid-upper arm circumference identifies children with a high risk of death who should be the priority target for treatment","André Briend","2016-10-22","https://www.en-net.org/question/2691.aspx",8140,0,8140,0,8141,0,8141,0,8141,0,8141,0,8142,0,8142,0,8142,0,8143,0,8143,0,8143,0,8143,0,8143,0,8143,0,8143,0,8143,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8144,0,8145,0,8145,0,8145,0,8145,0,8145,0,8146,0,8146,0,8146,0,8146,0,8146,0,8146,0,8146,0,8147,0,8147,0,8147,0,8147,0,8147,0,8147,0,8147,0,8147,0,8147,0,8148,0,8148,0,8148,0,8148,0,8148,0,8148,0,8149,0,8149,0,8149,0,8149,0,8149,0,8149,0,8150,0
"Management of wasting/acute malnutrition","Malnutrition Outlook","Anonymous 225","2010-06-08","https://www.en-net.org/question/224.aspx",9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9223,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9224,2,9225,2,9225,2,9226,2,9227,2,9227,2,9227,2,9227,2,9227,2,9227,2
"Management of wasting/acute malnutrition","malnutrition surveillance system + food stamps","Caroline","2019-04-15","https://www.en-net.org/question/3621.aspx",4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4791,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4792,1,4793,1,4793,1,4793,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4794,1,4795,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1
"Management of wasting/acute malnutrition","MAM incidence over hungry season in Chad","Anonymous 3202","2015-10-04","https://www.en-net.org/question/1944.aspx",7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7487,1,7488,1,7488,1,7488,1,7488,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7489,1,7490,1,7490,1,7490,1,7490,1,7490,1,7490,1,7490,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1,7491,1
"Management of wasting/acute malnutrition","MAM Management","Sosena","2017-05-17","https://www.en-net.org/question/2933.aspx",7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7236,1,7237,1,7237,1,7238,1,7239,1,7239,1,7239,1,7239,1
"Management of wasting/acute malnutrition","MAM PLW ENROLLMENT","Anonymous 7247","2017-08-14","https://www.en-net.org/question/3024.aspx",8408,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8409,12,8410,12,8410,12,8410,12,8410,12,8410,12,8410,12,8410,12,8410,12,8411,12,8411,12,8411,12,8411,12,8411,12,8411,12,8412,12,8412,12,8412,12,8412,12,8412,12,8412,12,8412,12,8413,12
"Management of wasting/acute malnutrition","MAM recovery criteria?","Anonymous 39645","2020-03-03","https://www.en-net.org/question/3869.aspx",4944,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4945,3,4946,3,4946,3,4946,3,4946,3,4946,3,4946,3,4946,3,4946,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4947,3,4948,3,4948,3,4948,3,4948,3,4948,3,4948,3,4948,3,4948,3,4948,3,4950,3,4950,3,4950,3,4950,3,4950,3,4951,3,4951,3,4951,3,4951,3,4951,3,4952,3,4952,3
"Management of wasting/acute malnutrition","MAM vs. appetite test correlation","Anonymous 5324","2019-03-06","https://www.en-net.org/question/3582.aspx",5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5647,1,5648,1,5648,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5650,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5651,1,5652,1,5652,1,5652,1,5652,1,5653,1,5654,1,5654,1,5654,1,5654,1
"Management of wasting/acute malnutrition","MAM with complications treated as SAM in IPF/ITFC","Anonymous 31997","2022-07-22","https://www.en-net.org/question/4632.aspx",109,1,109,1,110,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,111,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,112,1,114,1,115,1,115,1,115,1,115,1,115,1,115,1,115,1,115,1,116,1,117,1,117,1,118,1,118,1,118,1,119,1,119,1,119,1,120,1,121,1,122,1,122,1,122,1,122,1,122,1
"Management of wasting/acute malnutrition","Mana Pack","Seng Aung Sein Myint","2012-12-10","https://www.en-net.org/question/928.aspx",8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8445,1,8446,1,8446,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8447,1,8449,1,8450,1,8450,1,8450,1
"Management of wasting/acute malnutrition","Management of children suffering from Moderate acute malnutrition during the supplies pipeline break","Anonymous 635","2016-12-09","https://www.en-net.org/question/2764.aspx",8351,3,8351,3,8351,3,8351,3,8351,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8352,3,8353,3,8353,3,8354,3,8354,3,8354,3,8354,3,8354,3,8354,3,8354,3,8354,3,8355,3,8355,3,8355,3,8355,3,8356,3,8356,3,8356,3,8356,3,8356,3,8356,3,8356,3,8356,3,8357,3,8357,3,8357,3,8357,3,8357,3,8357,3,8357,3,8357,3,8358,3,8358,3,8358,3,8359,3,8359,3,8359,3,8359,3,8360,3,8362,3,8362,3,8362,3,8362,3,8363,3
"Management of wasting/acute malnutrition","Management of MAM and Mortality","Anonymous 432","2010-08-11","https://www.en-net.org/question/240.aspx",12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12145,20,12146,20,12146,20,12146,20,12147,20,12147,20,12147,20,12147,20,12147,20,12147,20,12147,20,12147,20,12147,20,12148,20,12148,20,12148,20,12148,20,12149,20,12149,20,12149,20,12149,20,12149,20,12149,20,12149,20,12149,20,12150,20,12150,20,12150,20,12150,20,12150,20,12150,20,12150,20,12150,20,12151,20,12152,20,12152,20,12152,20,12152,20
"Management of wasting/acute malnutrition","Management of MAM in HIV adults","Ahmed","2015-10-20","https://www.en-net.org/question/2222.aspx",8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8989,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8990,4,8991,4,8991,4,8991,4,8991,4,8991,4,8992,4,8992,4,8992,4,8992,4,8992,4,8993,4,8993,4,8993,4,8993,4,8993,4,8993,4,8993,4,8993,4,8993,4,8994,4,8994,4,8994,4,8994,4,8994,4,8994,4,8994,4,8995,4,8995,4,8995,4,8995,4,8996,4
"Management of wasting/acute malnutrition","Management of MAM in India","Jeanette Bailey","2014-03-17","https://www.en-net.org/question/1303.aspx",9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9098,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9099,2,9100,2,9103,2,9103,2,9103,2,9103,2,9103,2,9104,2,9104,2,9104,2,9104,2,9104,2,9104,2,9104,2,9104,2,9104,2,9105,2,9106,2,9106,2,9106,2,9106,2,9107,2,9107,2
"Management of wasting/acute malnutrition","Management of MAM in PLWs","Anonymous 2156","2012-12-18","https://www.en-net.org/question/933.aspx",9654,2,9654,2,9654,2,9654,2,9654,2,9654,2,9654,2,9654,2,9655,2,9655,2,9655,2,9655,2,9656,2,9656,2,9656,2,9656,2,9656,2,9656,2,9657,2,9657,2,9657,2,9657,2,9658,2,9658,2,9658,2,9658,2,9658,2,9658,2,9658,2,9658,2,9658,2,9658,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9659,2,9660,2,9660,2,9660,2,9660,2,9660,2,9660,2,9660,2,9662,2,9662,2,9662,2,9663,2,9663,2,9663,2,9663,2,9663,2,9665,2,9665,2,9665,2,9665,2
"Management of wasting/acute malnutrition","Management of Medical Complications of Moderately Acute Malnourished Children","Anonymous 698","2014-05-14","https://www.en-net.org/question/1364.aspx",10720,5,10720,5,10720,5,10720,5,10720,5,10721,5,10721,5,10721,5,10721,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10722,5,10723,5,10723,5,10723,5,10723,5,10723,5,10724,5,10724,5,10724,5,10724,5,10724,5,10724,5,10725,5,10725,5,10725,5,10725,5,10725,5,10726,5,10726,5,10726,5,10727,5,10728,5,10729,5,10729,5,10729,5,10729,5,10730,5,10730,5,10730,5,10730,5,10731,5,10731,5,10731,5,10732,5,10732,5,10732,5,10732,5,10732,5,10732,5,10732,5,10732,5,10732,5,10732,5
"Management of wasting/acute malnutrition","Management of moderate acute malnutrition","Anonymous 184","2011-12-07","https://www.en-net.org/question/575.aspx",8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8817,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8818,1,8820,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8821,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8822,1,8823,1,8823,1,8824,1,8825,1,8825,1,8825,1,8825,1,8825,1
"Management of wasting/acute malnutrition","Management of SAM cases","Anonymous 40886","2022-03-12","https://www.en-net.org/question/4510.aspx",1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1452,3,1453,3,1453,3,1453,3,1453,3,1453,3,1453,3,1453,3,1454,3,1454,3,1455,3,1456,3,1456,3,1456,3,1456,3,1456,3,1457,3,1457,3,1457,3,1457,3,1457,3
