"Theme","Topic","Author","Posted","Link","Views_20221001_084632","Replies_20221001_084632","Views_20221002_201631","Replies_20221002_201631","Views_20221003_211338","Replies_20221003_211338","Views_20221003_231544","Replies_20221003_231544","Views_20221004_091952","Replies_20221004_091952","Views_20221009_151543","Replies_20221009_151543","Views_20221018_041533","Replies_20221018_041533","Views_20221029_181606","Replies_20221029_181606","Views_20221029_203857","Replies_20221029_203857","Views_20221029_211158","Replies_20221029_211158","Views_20221030_032605","Replies_20221030_032605","Views_20221030_034925","Replies_20221030_034925","Views_20221030_044132","Replies_20221030_044132","Views_20221030_052139","Replies_20221030_052139","Views_20221030_061555","Replies_20221030_061555","Views_20221030_071138","Replies_20221030_071138","Views_20221030_081507","Replies_20221030_081507","Views_20221030_091235","Replies_20221030_091235","Views_20221030_101326","Replies_20221030_101326","Views_20221030_111056","Replies_20221030_111056","Views_20221030_122257","Replies_20221030_122257","Views_20221030_132952","Replies_20221030_132952","Views_20221030_141131","Replies_20221030_141131","Views_20221030_151317","Replies_20221030_151317","Views_20221030_161550","Replies_20221030_161550","Views_20221030_171553","Replies_20221030_171553","Views_20221030_181604","Replies_20221030_181604","Views_20221030_191037","Replies_20221030_191037","Views_20221030_201332","Replies_20221030_201332"
"Management of wasting/acute malnutrition","Average F-75/F-100 per case & frequency of COW training","Lani Trenouth","2021-09-20","https://www.en-net.org/question/4402.aspx",3564,2,3566,2,3572,2,3572,2,3575,2,3580,2,3603,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2,3642,2
"Management of wasting/acute malnutrition","Average length of stay in Stabilization Center","Njeri Waigwa","2017-05-03","https://www.en-net.org/question/2913.aspx",9256,3,9265,3,9267,3,9267,3,9268,3,9290,3,9339,3,9401,3,9402,3,9402,3,9403,3,9403,3,9403,3,9403,3,9403,3,9403,3,9403,3,9403,3,9403,3,9403,3,9404,3,9404,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3
"Management of wasting/acute malnutrition","behaviour change","Anonymous 660","2011-08-02","https://www.en-net.org/question/500.aspx",8342,1,8352,1,8354,1,8354,1,8354,1,8360,1,8388,1,8415,1,8415,1,8415,1,8415,1,8415,1,8415,1,8415,1,8416,1,8417,1,8417,1,8417,1,8417,1,8417,1,8417,1,8417,1,8418,1,8418,1,8418,1,8418,1,8418,1,8418,1,8418,1
"Management of wasting/acute malnutrition","Beneficiary calculation for multiple years","Sanne Bakker","2014-08-19","https://www.en-net.org/question/1451.aspx",8725,3,8728,3,8729,3,8729,3,8729,3,8744,3,8764,3,8805,3,8805,3,8805,3,8805,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3,8806,3
"Management of wasting/acute malnutrition","Best practices for planning, monitoring and managing nutritional inputs","MBAIORNOM ROHITY ISRAEL","2021-08-05","https://www.en-net.org/question/4371.aspx",3563,0,3564,0,3564,0,3564,0,3564,0,3575,0,3604,0,3642,0,3643,0,3643,0,3643,0,3643,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3644,0,3645,0,3645,0,3646,0
"Management of wasting/acute malnutrition","Biomarkers for Acute MN","Hatty Barthorp","2016-11-08","https://www.en-net.org/question/2721.aspx",8176,0,8179,0,8180,0,8180,0,8180,0,8192,0,8220,0,8252,0,8253,0,8253,0,8257,0,8257,0,8257,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0,8258,0
"Management of wasting/acute malnutrition","Biometric Registration in CMAM","Anonymous 3190","2019-03-18","https://www.en-net.org/question/3597.aspx",5006,0,5007,0,5008,0,5008,0,5008,0,5018,0,5039,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5066,0,5067,0,5067,0,5067,0,5067,0,5067,0,5067,0,5067,0,5067,0,5067,0
"Management of wasting/acute malnutrition","Blanket Supplementary Feeding Program(BSFP) Does it need anthropometric measurements?","Tammam Ali Mohammed Ahmed","2016-03-17","https://www.en-net.org/question/2408.aspx",30468,17,30489,17,30512,17,30515,17,30516,17,30619,17,30736,17,30912,17,30912,17,30912,17,30920,17,30920,17,30920,17,30921,17,30921,17,30925,17,30926,17,30926,17,30926,17,30926,17,30926,17,30926,17,30927,17,30928,17,30928,17,30928,17,30928,17,30929,17,30929,17
"Management of wasting/acute malnutrition","Blanket Supplementary Feeding Programs","Anonymous 184","2010-09-02","https://www.en-net.org/question/254.aspx",18208,4,18216,4,18222,4,18222,4,18222,4,18233,4,18264,4,18307,4,18307,4,18307,4,18309,4,18309,4,18309,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4,18310,4
"Management of wasting/acute malnutrition","Body composition to measure malnutrition","Iratxe Ciriza","2014-08-09","https://www.en-net.org/question/1442.aspx",9320,6,9321,6,9321,6,9321,6,9322,6,9336,6,9356,6,9384,6,9384,6,9384,6,9385,6,9385,6,9385,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6,9386,6
"Management of wasting/acute malnutrition","Bonjour. Je suis nutritionniste exerçant au Cameroun et j'aimerais avoir le protocole nationale de prise en charge de la malnutrition aiguë au Cameroun, cela m'aiderais dans mon travail. Voici mon email poueneyoungaem@yahoo.fr. merci d'avance","Pouene","2020-02-05","https://www.en-net.org/question/3845.aspx",4608,0,4608,0,4609,0,4610,0,4611,0,4620,0,4642,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4669,0,4670,0,4670,0,4670,0,4670,0,4670,0,4670,0,4670,0,4670,0,4670,0
"Management of wasting/acute malnutrition","Borderline MUAC and Z-score measurements","Martin Kumbe","2012-02-16","https://www.en-net.org/question/649.aspx",12010,9,12013,9,12017,9,12017,9,12017,9,12037,9,12076,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12123,9,12124,9,12124,9,12124,9,12124,9
"Management of wasting/acute malnutrition","BP-5 for TSFP","Anonymous 81","2010-11-30","https://www.en-net.org/question/304.aspx",8823,1,8827,1,8828,1,8828,1,8830,1,8839,1,8860,1,8896,1,8896,1,8897,1,8897,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1,8898,1
"Management of wasting/acute malnutrition","BP5 or NRG?","Victoria Sibson","2011-09-01","https://www.en-net.org/question/521.aspx",8836,0,8843,0,8844,0,8844,0,8844,0,8852,0,8878,0,8914,0,8914,0,8914,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0,8915,0
"Management of wasting/acute malnutrition","Brachial perimeter - variation","Caroline André","2018-11-22","https://www.en-net.org/question/3495.aspx",6163,3,6167,3,6167,3,6167,3,6168,3,6184,3,6218,3,6260,3,6261,3,6261,3,6262,3,6262,3,6262,3,6262,3,6262,3,6262,3,6263,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3,6264,3
"Management of wasting/acute malnutrition","Break of international supply chain in F100, North_West Nigeria","Anonymous 40504","2021-02-04","https://www.en-net.org/question/4197.aspx",3966,3,3967,3,3968,3,3968,3,3969,3,3983,3,4000,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3,4035,3
"Management of wasting/acute malnutrition","Calculating caseloads-cmam=SAM/or MAM- need for clarification-part of the formula","Cornelia Wakhanu","2013-10-10","https://www.en-net.org/question/1169.aspx",25010,17,25016,17,25021,17,25022,17,25025,17,25059,17,25122,17,25221,17,25221,17,25221,17,25226,17,25226,17,25226,17,25226,17,25226,17,25226,17,25226,17,25227,17,25227,17,25228,17,25228,17,25228,17,25228,17,25228,17,25228,17,25228,17,25229,17,25230,17,25230,17
"Management of wasting/acute malnutrition","Calculating cost of CMAM","Anonymous 81","2009-03-07","https://www.en-net.org/question/58.aspx",10729,2,10733,2,10736,2,10736,2,10737,2,10748,2,10771,2,10802,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10803,2,10804,2,10804,2,10804,2
"Management of wasting/acute malnutrition","Calculating estimated TSFP food commodities needed","Anonymous 81","2013-01-14","https://www.en-net.org/question/940.aspx",12852,11,12857,11,12859,11,12859,11,12861,11,12875,11,12911,11,12950,11,12950,11,12950,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12951,11,12952,11,12952,11,12953,11,12953,11,12953,11,12953,11,12953,11,12953,11
"Management of wasting/acute malnutrition","Calculating expected number of MAM Children with medical Complication","Sinksar","2018-01-23","https://www.en-net.org/question/3201.aspx",6402,0,6404,0,6409,0,6409,0,6410,0,6417,0,6442,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0,6473,0
"Management of wasting/acute malnutrition","Calculating Pregnant and Lactating Women To Target in Supplementary Feeding Program","Anonymous 422","2014-12-22","https://www.en-net.org/question/1580.aspx",12380,3,12384,3,12385,3,12385,3,12385,3,12405,3,12433,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12476,3,12477,3,12477,3,12477,3,12477,3,12477,3
"Management of wasting/acute malnutrition","Calculation of MAM children from 6-23 months age group","Muhammad Khan","2015-05-03","https://www.en-net.org/question/1707.aspx",9417,1,9423,1,9424,1,9425,1,9425,1,9442,1,9463,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9510,1,9511,1,9511,1,9511,1,9511,1,9511,1
"Management of wasting/acute malnutrition","Calculation of weight gain in CMAM","Charulatha Banerjee","2014-07-17","https://www.en-net.org/question/1420.aspx",16333,16,16337,16,16349,16,16349,16,16352,16,16391,16,16454,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16525,16,16526,16,16526,16
"Management of wasting/acute malnutrition","Call for Data for SAM Incidence study- Deadline Extended to 30 April 2017","Louise Mwirigi","2017-04-20","https://www.en-net.org/question/2898.aspx",7369,1,7372,1,7373,1,7373,1,7373,1,7382,1,7420,1,7455,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1,7456,1
"Management of wasting/acute malnutrition","Call for Proposals: Relationship between recovery and/or cure rates and relapse, default rates and/or repeated episodes in the treatment of acute malnutrition in humanitarian emergencies","Erin Boyd","2015-02-10","https://www.en-net.org/question/1617.aspx",9022,0,9022,0,9022,0,9022,0,9022,0,9034,0,9056,0,9086,0,9086,0,9086,0,9087,0,9088,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0,9089,0
"Management of wasting/acute malnutrition","Can F-100 been given at home?","Anonymous 3068","2017-01-09","https://www.en-net.org/question/2778.aspx",8129,2,8136,2,8139,2,8139,2,8139,2,8154,2,8195,2,8260,2,8260,2,8260,2,8262,2,8262,2,8262,2,8262,2,8262,2,8262,2,8262,2,8266,2,8267,2,8267,2,8268,2,8268,2,8268,2,8268,2,8268,2,8268,2,8268,2,8268,2,8268,2
"Management of wasting/acute malnutrition","Can F75 and F100 be given in the community through a 24-hour health facility or as day care ITP facility?","Anonymous 2408","2014-11-05","https://www.en-net.org/question/1529.aspx",8571,1,8573,1,8575,1,8575,1,8576,1,8588,1,8611,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1,8648,1
"Management of wasting/acute malnutrition","Can goat milk be processed to be used as a therapeautic subsitute for those children in the onset of moderately malnutrition in our low income communities?","Bertha Munthali","2015-10-11","https://www.en-net.org/question/2211.aspx",8049,0,8050,0,8053,0,8053,0,8053,0,8057,0,8091,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8124,0,8125,0,8125,0
"Management of wasting/acute malnutrition","Can Plumpy Sup be used for blanket supplementary feeding program (BSFP) in the scarcity of Plumpy Doz?","Anonymous 1310","2016-08-15","https://www.en-net.org/question/2592.aspx",10461,8,10467,8,10472,8,10472,8,10472,8,10492,8,10521,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8,10570,8
"Management of wasting/acute malnutrition","Case fatality rate for SAM and MAM with reference","Anonymous 2243","2018-08-29","https://www.en-net.org/question/3429.aspx",6784,3,6787,3,6790,3,6790,3,6793,3,6810,3,6833,3,6871,3,6871,3,6871,3,6871,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3,6872,3
"Management of wasting/acute malnutrition","Caseload calculations (incidence rate)","Sarah (Butler) O'Flynn","2011-08-18","https://www.en-net.org/question/514.aspx",18435,16,18440,16,18444,16,18444,16,18445,16,18476,16,18523,16,18579,16,18579,16,18579,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16,18580,16
"Management of wasting/acute malnutrition","Cash for nutrition and Nutrition & health service utilization","Edgar","2018-08-30","https://www.en-net.org/question/3436.aspx",6243,3,6247,3,6249,3,6249,3,6250,3,6263,3,6283,3,6318,3,6318,3,6318,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3,6319,3
"Management of wasting/acute malnutrition","Catch Up Growth in SAM - what process?","Cécile Salpéteur","2011-08-18","https://www.en-net.org/question/513.aspx",9634,2,9637,2,9640,2,9640,2,9642,2,9660,2,9699,2,9747,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2,9748,2
"Management of wasting/acute malnutrition","Causes of diarrhea in stabilization center","Anonymous 635","2013-12-09","https://www.en-net.org/question/1223.aspx",8430,0,8434,0,8439,0,8439,0,8439,0,8444,0,8473,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8503,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0,8504,0
"Management of wasting/acute malnutrition","Causes of Kwashiorkhor ?","Alexandra Rutishauser-Perera","2012-08-02","https://www.en-net.org/question/801.aspx",8503,0,8507,0,8507,0,8507,0,8507,0,8512,0,8554,0,8585,0,8585,0,8585,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0,8591,0
"Management of wasting/acute malnutrition","Centre-Based Care for Children with SAM: Challenges","Anonymous 1278","2012-04-02","https://www.en-net.org/question/682.aspx",8465,0,8467,0,8473,0,8473,0,8474,0,8481,0,8507,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0,8540,0
"Management of wasting/acute malnutrition","Chemical water quality","Matt Arnold","2018-08-01","https://www.en-net.org/question/3405.aspx",5503,0,5504,0,5504,0,5504,0,5504,0,5513,0,5534,0,5571,0,5571,0,5572,0,5574,0,5574,0,5575,0,5576,0,5576,0,5576,0,5576,0,5576,0,5576,0,5577,0,5577,0,5577,0,5577,0,5577,0,5577,0,5577,0,5577,0,5577,0,5577,0
"Management of wasting/acute malnutrition","Chlorinated water for SAM/MAM children with rehydratation","Alexandra Rutishauser-Perera","2013-04-23","https://www.en-net.org/question/1027.aspx",9393,2,9397,2,9398,2,9398,2,9398,2,9414,2,9431,2,9470,2,9470,2,9470,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2,9472,2
"Management of wasting/acute malnutrition","Cholera and Nutrition","Anonymous 232","2009-08-05","https://www.en-net.org/question/123.aspx",11266,2,11267,2,11268,2,11268,2,11268,2,11283,2,11324,2,11364,2,11364,2,11364,2,11364,2,11365,2,11365,2,11365,2,11365,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2,11366,2
"Management of wasting/acute malnutrition","ChroSAM study - how can we better support malnourished children to Thrive as well as Survive?","Dr Marko Kerac","2016-07-27","https://www.en-net.org/question/2569.aspx",8266,1,8273,1,8276,1,8276,1,8276,1,8288,1,8311,1,8341,1,8342,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1,8343,1
"Management of wasting/acute malnutrition","CHWs toolkit BCC material: does it also include IYCF counselling?","Anonymous 40368","2020-07-29","https://www.en-net.org/question/4046.aspx",4423,2,4424,2,4425,2,4425,2,4425,2,4433,2,4453,2,4488,2,4488,2,4489,2,4491,2,4491,2,4491,2,4491,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4493,2,4494,2,4494,2,4494,2,4494,2
"Management of wasting/acute malnutrition","Closes tomorrow: input into the new CMAM Training Guide","Alice Nkoroi","2018-02-01","https://www.en-net.org/question/3215.aspx",6669,1,6673,1,6680,1,6680,1,6680,1,6690,1,6714,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1,6746,1
"Management of wasting/acute malnutrition","CMAM","Shishay","2015-10-13","https://www.en-net.org/question/2212.aspx",11860,4,11866,4,11868,4,11868,4,11869,4,11878,4,11904,4,11941,4,11941,4,11941,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4,11942,4
"Management of wasting/acute malnutrition","CMAM  Reports. What happened between admission and discharge?","Tammam Ali Mohammed Ahmed","2019-03-07","https://www.en-net.org/question/3583.aspx",6499,5,6503,5,6508,5,6508,5,6508,5,6522,5,6543,5,6573,5,6573,5,6576,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5,6577,5
"Management of wasting/acute malnutrition","CMAM admission by MUAC gender biased?","Regine Kopplow","2010-03-10","https://www.en-net.org/question/186.aspx",11828,12,11830,12,11830,12,11830,12,11830,12,11849,12,11874,12,11904,12,11904,12,11904,12,11904,12,11904,12,11904,12,11904,12,11904,12,11904,12,11905,12,11906,12,11906,12,11906,12,11906,12,11906,12,11906,12,11906,12,11907,12,11907,12,11907,12,11907,12,11907,12
"Management of wasting/acute malnutrition","CMAM and routine medicine","Anonymous 81","2010-11-30","https://www.en-net.org/question/303.aspx",12626,11,12638,11,12641,11,12641,11,12642,11,12663,11,12701,11,12742,11,12743,11,12743,11,12743,11,12743,11,12743,11,12743,11,12743,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11,12745,11
"Management of wasting/acute malnutrition","CMAM centers - scale up","Mustafa","2022-03-22","https://www.en-net.org/question/4522.aspx",1497,1,1499,1,1502,1,1502,1,1502,1,1511,1,1537,1,1566,1,1566,1,1566,1,1567,1,1567,1,1567,1,1567,1,1569,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1,1570,1
"Management of wasting/acute malnutrition","CMAM Interventions","Winnie Alando","2018-04-09","https://www.en-net.org/question/3281.aspx",7132,4,7135,4,7139,4,7139,4,7139,4,7149,4,7172,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7207,4,7209,4,7209,4,7209,4,7209,4,7209,4,7209,4,7209,4,7209,4,7209,4,7209,4
"Management of wasting/acute malnutrition","CMAM Performance","Rogers Wanyama","2011-04-09","https://www.en-net.org/question/403.aspx",9555,2,9563,2,9566,2,9566,2,9567,2,9572,2,9600,2,9626,2,9626,2,9626,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2,9627,2
"Management of wasting/acute malnutrition","CMAM Programmes in Southern Malawi","Anonymous 10297","2017-07-06","https://www.en-net.org/question/2984.aspx",7633,4,7634,4,7639,4,7639,4,7639,4,7659,4,7688,4,7722,4,7723,4,7723,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4,7724,4
"Management of wasting/acute malnutrition","CMAM protocols in Spanish","Bushra","2021-07-01","https://www.en-net.org/question/4347.aspx",3814,5,3815,5,3818,5,3818,5,3818,5,3831,5,3852,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3887,5,3888,5,3888,5,3888,5,3888,5,3888,5,3888,5,3888,5,3888,5,3888,5
"Management of wasting/acute malnutrition","CMAM Report and CMAM reporting","Victoria Sibson","2018-10-24","https://www.en-net.org/question/3478.aspx",6071,3,6074,3,6079,3,6079,3,6080,3,6092,3,6115,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6149,3,6150,3,6150,3,6151,3,6151,3,6151,3,6151,3,6151,3
"Management of wasting/acute malnutrition","CMAM Standards","Leah Richardson","2014-03-18","https://www.en-net.org/question/1304.aspx",8338,0,8342,0,8344,0,8344,0,8344,0,8353,0,8379,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8407,0,8408,0,8409,0,8409,0,8409,0,8409,0,8409,0,8409,0,8409,0,8409,0,8409,0
"Management of wasting/acute malnutrition","Coartem administration to SAM children in malaria endemic area","Anonymous 2729","2018-09-05","https://www.en-net.org/question/3442.aspx",6154,2,6158,2,6159,2,6159,2,6159,2,6167,2,6202,2,6247,2,6248,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6249,2,6250,2,6250,2
"Management of wasting/acute malnutrition","Cochrane Special Collection of systematic reviews: SAM & MAM","Celeste Naude","2018-04-24","https://www.en-net.org/question/3301.aspx",6326,4,6326,4,6326,4,6326,4,6327,4,6338,4,6359,4,6383,4,6383,4,6384,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4,6386,4
"Management of wasting/acute malnutrition","Cochrane Special Collections on Acute Malnutrition published","Celeste Naude","2018-08-08","https://www.en-net.org/question/3413.aspx",5458,0,5460,0,5460,0,5460,0,5460,0,5473,0,5491,0,5520,0,5520,0,5521,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0,5524,0
"Management of wasting/acute malnutrition","Comment réduire la mortalité des cas de MAS en hospitalisation","Anonymous 16208","2017-10-20","https://www.en-net.org/question/3091.aspx",7226,3,7230,3,7234,3,7234,3,7235,3,7237,3,7266,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7295,3,7295,3,7295,3,7295,3,7295,3,7295,3,7295,3,7296,3,7296,3
"Management of wasting/acute malnutrition","Compare between NIPP and IBSFP","Hamid Hussien","2013-06-14","https://www.en-net.org/question/1076.aspx",10098,2,10102,2,10103,2,10103,2,10104,2,10112,2,10142,2,10180,2,10180,2,10180,2,10181,2,10181,2,10181,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2,10183,2
"Management of wasting/acute malnutrition","Concerns regarding guidance on MAM included in WHO overweight/obesity guideline","Marie McGrath","2018-02-27","https://www.en-net.org/question/3251.aspx",7026,3,7030,3,7031,3,7031,3,7031,3,7045,3,7074,3,7115,3,7116,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3,7117,3
"Management of wasting/acute malnutrition","Consommation de RUSF pour les femmes enceintes et allaitantes","aisha mohamed","2017-10-24","https://www.en-net.org/question/3096.aspx",6571,0,6575,0,6576,0,6577,0,6577,0,6583,0,6611,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6651,0,6653,0,6653,0,6653,0,6653,0,6653,0,6653,0,6653,0,6653,0,6653,0,6653,0
"Management of wasting/acute malnutrition","CONSUMPTION OF RUTF BY NON-MALNUTRITION PEOPLE IN KASAI ORIENTAL","ISRAEL KALONJI","2021-10-28","https://www.en-net.org/question/4431.aspx",3441,3,3442,3,3444,3,3444,3,3444,3,3456,3,3480,3,3512,3,3512,3,3512,3,3512,3,3512,3,3512,3,3512,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3,3515,3
