"Theme","Topic","Author","Posted","Link","Views_20240703_005708","Replies_20240703_005708","Views_20240703_021207","Replies_20240703_021207","Views_20240703_024429","Replies_20240703_024429","Views_20240703_032521","Replies_20240703_032521","Views_20240703_042622","Replies_20240703_042622","Views_20240703_052620","Replies_20240703_052620","Views_20240703_062920","Replies_20240703_062920","Views_20240703_072539","Replies_20240703_072539","Views_20240703_082735","Replies_20240703_082735","Views_20240703_092534","Replies_20240703_092534","Views_20240703_102542","Replies_20240703_102542","Views_20240703_112333","Replies_20240703_112333","Views_20240703_123428","Replies_20240703_123428","Views_20240703_132855","Replies_20240703_132855","Views_20240703_142508","Replies_20240703_142508","Views_20240703_152645","Replies_20240703_152645","Views_20240703_162857","Replies_20240703_162857","Views_20240703_172511","Replies_20240703_172511"
"Management of wasting/acute malnutrition","When to stop admitting children if a CMAM programme closing","Alison Donnelly","2012-03-22","https://www.en-net.org/question/675.aspx",10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4,10766,4
"Management of wasting/acute malnutrition","Where can I find data on death, default and cure rates from as many CMAM programmes globally?","Anonymous 33202","2019-08-07","https://www.en-net.org/question/3728.aspx",7134,4,7134,4,7134,4,7134,4,7134,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4,7135,4
"Management of wasting/acute malnutrition","Where is  MUAC  used as the only admission criteria for SAM treatment programmes?","Natalie Sessions","2016-11-24","https://www.en-net.org/question/2744.aspx",10188,3,10188,3,10188,3,10188,3,10188,3,10188,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3,10189,3
"Management of wasting/acute malnutrition","WHO Emergency threshold SAM","Anonymous 24408","2019-02-07","https://www.en-net.org/question/3554.aspx",6552,0,6552,0,6552,0,6552,0,6552,0,6553,0,6553,0,6553,0,6553,0,6554,0,6554,0,6554,0,6554,0,6554,0,6554,0,6554,0,6554,0,6555,0
"Management of wasting/acute malnutrition","Why GAM (SAM+MAM) Rates are high in lowland areas more than highland areas?","Tammam Ali Mohammed Ahmed","2019-02-14","https://www.en-net.org/question/3566.aspx",9213,9,9213,9,9213,9,9213,9,9213,9,9213,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9,9214,9
"Management of wasting/acute malnutrition","Why is nutritional oedema (kwashiorkor) localized in specific area?","Anonymous 81","2009-07-16","https://www.en-net.org/question/111.aspx",12778,7,12778,7,12778,7,12778,7,12778,7,12779,7,12779,7,12779,7,12779,7,12779,7,12779,7,12779,7,12779,7,12779,7,12779,7,12781,7,12781,7,12781,7
"Management of wasting/acute malnutrition","Why RUSF should not be given to children with Severe Acute Malnutrition?","ATANASIO CINQUENTA","2023-11-13","https://www.en-net.org/question/4963.aspx",1147,9,1147,9,1147,9,1147,9,1147,9,1148,9,1149,9,1149,9,1149,9,1149,9,1149,9,1149,9,1149,9,1149,9,1152,9,1152,9,1153,9,1153,9
"Management of wasting/acute malnutrition","Will a child will be accepted in the OTP/MAM programme, or in the TFC?","MOHAMMED AL-OTHMANI","2023-02-24","https://www.en-net.org/question/4797.aspx",1401,5,1401,5,1401,5,1401,5,1401,5,1401,5,1402,5,1402,5,1402,5,1402,5,1402,5,1403,5,1403,5,1403,5,1403,5,1403,5,1403,5,1403,5
"Management of wasting/acute malnutrition","Yearly program coverage calculation for SFP/OTP/ SC in CMAM Protocol","Hassan","2011-03-31","https://www.en-net.org/question/390.aspx",10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1,10220,1
"Management of wasting/acute malnutrition","Your input into strategic review of child health programming needed urgently","Marie McGrath","2016-04-25","https://www.en-net.org/question/2468.aspx",10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1,10040,1
"Management of wasting/acute malnutrition","Your opinion sought on draft guidance to regulate marketing of Ready to Use Supplemental Foods","Marie McGrath","2011-04-19","https://www.en-net.org/question/409.aspx",14898,13,14898,13,14899,13,14899,13,14899,13,14899,13,14899,13,14899,13,14899,13,14899,13,14899,13,14899,13,14900,13,14900,13,14902,13,14902,13,14902,13,14902,13
"Management of wasting/acute malnutrition","YOUR VIEWS WANTED on Post-Malnutrition Weight Gain/Growth (10min online quiz)","Dr Marko Kerac","2024-01-02","https://www.en-net.org/question/4991.aspx",963,6,963,6,963,6,963,6,963,6,963,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6,964,6
"Management of wasting/acute malnutrition","Z-SCORE of OTP.","MOHAMMED AL-OTHMANI","2021-06-22","https://www.en-net.org/question/4338.aspx",5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5605,3,5606,3,5606,3,5606,3,5606,3,5606,3
"Management of wasting/acute malnutrition","Z-scores","Anonymous 249","2011-10-13","https://www.en-net.org/question/545.aspx",11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3,11013,3
"Management of wasting/acute malnutrition","Zinc quantities in RUSF","Anonymous 770","2013-05-22","https://www.en-net.org/question/1046.aspx",9543,1,9543,1,9543,1,9543,1,9543,1,9543,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9544,1,9545,1
"Management of wasting/acute malnutrition","Zinc supplementation to SAM and/or MAM with acute diarrhoea?","Elise Becart","2009-07-20","https://www.en-net.org/question/118.aspx",17205,5,17205,5,17207,5,17207,5,17207,5,17208,5,17208,5,17208,5,17209,5,17209,5,17209,5,17209,5,17210,5,17211,5,17211,5,17211,5,17211,5,17213,5
"Micronutrients","26 April 2016 - Webinar on Weekly Iron and Folic Acid Supplementation of Adolescents in India","Thahira Shireen Mustafa","2016-04-19","https://www.en-net.org/question/2459.aspx",9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9731,0,9732,0,9732,0,9732,0
"Micronutrients","Assessing Micronutrient Status","Leah Richardson","2012-07-24","https://www.en-net.org/question/790.aspx",10148,1,10148,1,10148,1,10148,1,10148,1,10148,1,10148,1,10148,1,10148,1,10150,1,10150,1,10150,1,10150,1,10150,1,10150,1,10150,1,10151,1,10151,1
"Micronutrients","Benefit cost analysis and cost effectiveness studies of micronutrient interventions","Anonymous 467","2010-10-07","https://www.en-net.org/question/278.aspx",10376,1,10377,1,10377,1,10377,1,10377,1,10377,1,10377,1,10377,1,10377,1,10378,1,10378,1,10378,1,10379,1,10379,1,10379,1,10379,1,10379,1,10379,1
"Micronutrients","Benefits of MNP over chewable MMN tablets","Anonymous 94","2017-04-06","https://www.en-net.org/question/2884.aspx",9923,1,9923,1,9923,1,9923,1,9923,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1,9924,1
"Micronutrients","Clustering of vitamin A deficiency in children","MAry Oyunga","2016-04-14","https://www.en-net.org/question/2452.aspx",9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9784,3,9785,3,9785,3,9785,3,9785,3,9785,3,9785,3
"Micronutrients","Conception de projet pour améliorer IDDS et / ou MDD-W","Sabine Triemer","2017-09-19","https://www.en-net.org/question/3055.aspx",10464,7,10464,7,10464,7,10464,7,10464,7,10465,7,10465,7,10465,7,10465,7,10465,7,10465,7,10465,7,10465,7,10465,7,10466,7,10466,7,10466,7,10466,7
"Micronutrients","Concurrent bSFP and MNPs for PLW?","Megan Gayford","2014-11-10","https://www.en-net.org/question/1536.aspx",10079,1,10079,1,10079,1,10079,1,10079,1,10079,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1,10080,1
"Micronutrients","Contribute to Sphere handbook update","Marie McGrath","2016-09-30","https://www.en-net.org/question/2668.aspx",8861,0,8861,0,8861,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0,8862,0
"Micronutrients","Demande pour du Matériel d'éducation nutritionnelle Carence en iode et iodation universelle du sel faible taux d'alphabétisation","Janny Goris","2017-11-30","https://www.en-net.org/question/3152.aspx",10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4,10058,4
"Micronutrients","Deworming coverage/ impact survey","Anonymous 576","2011-04-04","https://www.en-net.org/question/396.aspx",9320,0,9320,0,9320,0,9320,0,9320,0,9321,0,9321,0,9321,0,9321,0,9321,0,9321,0,9321,0,9321,0,9321,0,9321,0,9322,0,9322,0,9322,0
"Micronutrients","Experiences providing multivitamins to children 6-59 months","Anonymous 2812","2015-02-06","https://www.en-net.org/question/1611.aspx",10122,1,10122,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10124,1,10124,1,10124,1
"Micronutrients","Guidance around post emergency micronutrient supplementation","Hatty","2017-06-21","https://www.en-net.org/question/2970.aspx",10170,4,10171,4,10171,4,10171,4,10171,4,10171,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4,10172,4
"Micronutrients","HemoCue and Rapid Iodine Testing Kit procurement","Anonymous 1445","2012-09-20","https://www.en-net.org/question/850.aspx",10393,1,10393,1,10393,1,10393,1,10393,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10394,1,10395,1,10395,1
"Micronutrients","High dose vitamin A supplements and multivitamins in children","Anne Merewood","2024-02-20","https://www.en-net.org/question/5019.aspx",575,6,575,6,575,6,575,6,575,6,575,6,576,6,576,6,576,6,576,6,576,6,576,6,576,6,577,6,577,6,577,6,577,6,577,6
"Micronutrients","How many kilos of fruit and veg does one person need per month to make a significant impact on their nutritional status?","Jude","2018-01-12","https://www.en-net.org/question/3188.aspx",8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4,8841,4
"Micronutrients","Hydrated Global Food Pack For All","Rosa Manson","2012-08-18","https://www.en-net.org/question/818.aspx",9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0,9585,0
"Micronutrients","I have a concern; do people continue to feed on bio fortified food after overcoming the dietary deficiency?","Umbreen","2020-10-29","https://www.en-net.org/question/4117.aspx",5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1,5525,1
"Micronutrients","Information on available Micronutrient Powder for home fortification of meals available for the Syria response","Óscar Serrano Oria","2016-01-15","https://www.en-net.org/question/2325.aspx",10327,4,10327,4,10327,4,10327,4,10327,4,10327,4,10328,4,10328,4,10328,4,10328,4,10328,4,10328,4,10328,4,10328,4,10328,4,10328,4,10329,4,10329,4
"Micronutrients","Iron and folic acid (IFA) in pregnancy","Khyati","2017-04-19","https://www.en-net.org/question/2896.aspx",9981,3,9981,3,9981,3,9981,3,9981,3,9981,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3,9982,3
"Micronutrients","Iron deficiency anaemia - what are the reasons behind differences in prevalence in different countries?","Tamsin","2014-04-10","https://www.en-net.org/question/1340.aspx",10177,1,10178,1,10178,1,10178,1,10178,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1,10179,1
"Micronutrients","Iron/folic acid supplementation and sickle cell anemia","Anonymous 94","2014-10-27","https://www.en-net.org/question/1518.aspx",13650,3,13650,3,13650,3,13650,3,13650,3,13650,3,13651,3,13652,3,13652,3,13652,3,13652,3,13652,3,13652,3,13652,3,13652,3,13654,3,13654,3,13654,3
"Micronutrients","iron/folic acid supplements for women & children","Tamsin","2011-08-24","https://www.en-net.org/question/520.aspx",10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10543,0,10544,0,10544,0,10544,0,10544,0,10544,0
"Micronutrients","Is Folic Acid safe for malnourished children?","Mathias Grossiord","2013-02-12","https://www.en-net.org/question/967.aspx",12162,1,12162,1,12162,1,12162,1,12162,1,12162,1,12163,1,12163,1,12163,1,12164,1,12164,1,12164,1,12164,1,12164,1,12165,1,12165,1,12165,1,12165,1
"Micronutrients","legislation for anemia control","Anonymous 288","2011-06-01","https://www.en-net.org/question/447.aspx",9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0,9214,0
"Micronutrients","Maternal nutrition","Ibrahim","2022-11-15","https://www.en-net.org/question/4717.aspx",1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2,1387,2
"Micronutrients","methods for testing vitamin A status","Anonymous 879","2012-03-01","https://www.en-net.org/question/662.aspx",12192,3,12192,3,12192,3,12192,3,12192,3,12192,3,12193,3,12193,3,12193,3,12193,3,12193,3,12193,3,12193,3,12194,3,12194,3,12194,3,12195,3,12195,3
"Micronutrients","Micronutrient programmes for TB patients/PLWHA","Anonymous 2564","2015-03-02","https://www.en-net.org/question/1638.aspx",9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0,9100,0
"Micronutrients","Micronutrient Supplementation and Clinical Outcomes in Patients with Dengue Fever","Mija Ververs","2020-12-01","https://www.en-net.org/question/4142.aspx",5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0,5796,0
"Micronutrients","Micronutrients and Low Birth Weight - India","Dr. Ameya Bondre","2013-01-29","https://www.en-net.org/question/961.aspx",12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7,12362,7
"Micronutrients","Minimum Dietary diversity score and Minimum acceptable diet in areas with mass Micronutrient Supplementation","Ifeanyi Maduanusi","2017-08-16","https://www.en-net.org/question/3029.aspx",9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9630,1,9631,1,9631,1,9631,1,9631,1,9633,1,9633,1,9633,1
"Micronutrients","MNP Distribution Scheme","Idrissa KABORE","2022-12-28","https://www.en-net.org/question/4743.aspx",1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4,1345,4
"Micronutrients","MNPs for children and sickle cell anaemia","Emily Mates","2015-10-29","https://www.en-net.org/question/2233.aspx",14280,7,14281,7,14281,7,14281,7,14281,7,14282,7,14282,7,14282,7,14282,7,14283,7,14283,7,14284,7,14290,7,14296,7,14296,7,14296,7,14296,7,14296,7
"Micronutrients","MNPs for SAM Children in the absence of RUTF","Anonymous 3342","2016-12-02","https://www.en-net.org/question/2756.aspx",9094,2,9094,2,9094,2,9094,2,9094,2,9094,2,9095,2,9095,2,9095,2,9095,2,9095,2,9095,2,9095,2,9096,2,9096,2,9096,2,9096,2,9096,2
"Micronutrients","MNPs in emergency/humanitarian response","Alison Donnelly","2019-03-01","https://www.en-net.org/question/3575.aspx",7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4,7770,4
"Micronutrients","Multi Micro Nutrient Supp & FeFolic Acid- PLW","Dr. W M Khan","2013-11-06","https://www.en-net.org/question/1193.aspx",9576,0,9576,0,9576,0,9577,0,9577,0,9577,0,9577,0,9577,0,9577,0,9577,0,9577,0,9578,0,9578,0,9578,0,9578,0,9578,0,9578,0,9579,0
"Micronutrients","multi-micronutrient sprinkles","REBECCA KATHAMBI","2012-01-18","https://www.en-net.org/question/616.aspx",11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11861,6,11862,6,11862,6,11862,6
"Micronutrients","National/State guidelines for nutrition in TB","Edem","2023-03-02","https://www.en-net.org/question/4802.aspx",1136,1,1136,1,1136,1,1136,1,1136,1,1136,1,1136,1,1136,1,1136,1,1137,1,1137,1,1137,1,1137,1,1137,1,1137,1,1137,1,1138,1,1139,1
"Micronutrients","Nutrients requirements for HIV infected adults","Edem","2017-05-27","https://www.en-net.org/question/2942.aspx",9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0,9295,0
"Micronutrients","Plumpy mum","COOPI","2016-08-22","https://www.en-net.org/question/2602.aspx",11699,7,11699,7,11699,7,11699,7,11699,7,11699,7,11699,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7
"Micronutrients","Protocal for MNP to Children","Anonymous 3285","2021-02-24","https://www.en-net.org/question/4214.aspx",5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5194,1,5194,1,5194,1,5194,1,5194,1,5195,1,5195,1
"Micronutrients","RR of mortality by degree of anemia","Abel","2012-01-19","https://www.en-net.org/question/619.aspx",10405,2,10405,2,10405,2,10405,2,10405,2,10405,2,10405,2,10405,2,10405,2,10406,2,10406,2,10406,2,10406,2,10406,2,10406,2,10406,2,10406,2,10406,2
"Micronutrients","Scaling Up Rice Fortification in West Africa: Sight and Life and World Food Programme Supplement:","Jo Lofthouse","2018-12-19","https://www.en-net.org/question/3517.aspx",6813,0,6813,0,6813,0,6813,0,6814,0,6814,0,6814,0,6814,0,6814,0,6814,0,6815,0,6815,0,6815,0,6815,0,6815,0,6815,0,6815,0,6815,0
"Micronutrients","Screening and Treatment protocols in Anaemia amongst adolescent girls","Suranjeen Prasad Pallipamula","2010-08-31","https://www.en-net.org/question/251.aspx",11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1,11306,1
"Micronutrients","Sourcing of micronutrients and nutritional supplements","Magdalena Strozik","2022-10-21","https://www.en-net.org/question/4694.aspx",1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1293,3,1294,3,1294,3
"Micronutrients","Sphere Project 2010: Consultation on the Revision of Micronutrient Indicators","Andy Seal","2009-09-29","https://www.en-net.org/question/142.aspx",12789,2,12789,2,12789,2,12789,2,12789,2,12789,2,12789,2,12789,2,12790,2,12792,2,12792,2,12792,2,12792,2,12792,2,12792,2,12792,2,12792,2,12792,2
"Micronutrients","Sprinkle Guidelines","Nicholus Tint Zaw","2015-04-24","https://www.en-net.org/question/1699.aspx",10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3,10135,3
"Micronutrients","Studies and Research on Food Fortification","DIEUDONNE BIKORIMANA","2023-07-20","https://www.en-net.org/question/4908.aspx",984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3,984,3
"Micronutrients","Test kits for  micronutrients","Edem","2016-11-28","https://www.en-net.org/question/2747.aspx",9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0,9044,0
"Micronutrients","thiamine dosing for infantile beriberi","Anonymous 28348","2018-10-25","https://www.en-net.org/question/3479.aspx",8370,1,8372,1,8372,1,8372,1,8372,1,8373,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1,8374,1
"Micronutrients","Upto what extend iron flour fortification can increase the Hb level of anemic adolescent women if iron fortified wheat flour is feed to these anemic adolescent women for 3 months?","Anonymous 635","2012-05-26","https://www.en-net.org/question/742.aspx",15047,15,15047,15,15047,15,15047,15,15047,15,15047,15,15049,15,15049,15,15049,15,15049,15,15049,15,15049,15,15049,15,15049,15,15050,15,15050,15,15050,15,15050,15
"Micronutrients","Use of sucrosomial iron","Anne Merewood","2024-03-24","https://www.en-net.org/question/5043.aspx",371,2,371,2,371,2,371,2,371,2,371,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2,372,2
"Micronutrients","Videos on micronutrient interventions in the Middle East","Farah Asfahani","2020-04-24","https://www.en-net.org/question/3964.aspx",5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1,5930,1
"Micronutrients","Vitamin A capsule program and acute malnutrition treatment","Benjamin Guesdon","2011-08-08","https://www.en-net.org/question/507.aspx",10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10206,0,10207,0,10207,0,10207,0
"Micronutrients","vitamin A deficiency","Anonymous 3925","2016-09-20","https://www.en-net.org/question/2645.aspx",8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8977,1,8978,1,8978,1,8978,1,8978,1,8978,1,8978,1,8978,1
"Micronutrients","Vitamin A for preganant and lactating mothers(PLW)","Issack Yakub","2014-10-31","https://www.en-net.org/question/1522.aspx",9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9519,1,9520,1,9520,1,9520,1,9520,1
"Micronutrients","Vitamin D supplementation in infants","Marie McGrath","2014-03-25","https://www.en-net.org/question/1315.aspx",11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2
"Micronutrients","What are the effective micro-nutrient interventions for the prevention and control of micronutrient deficiency disorder (MDD) in emergency?","Anonymous 1310","2015-04-15","https://www.en-net.org/question/1685.aspx",10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10042,3,10043,3,10043,3,10044,3,10045,3,10045,3,10045,3
"Micronutrients","What is the proper micronutrient composition for supplementation to promote catch up growth in stunted children?","Yunhee Kang","2010-04-17","https://www.en-net.org/question/209.aspx",11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11666,1,11667,1,11667,1,11667,1,11667,1
"Micronutrients","Which age group to prioritize when limited MMN available","Anonymous 94","2015-09-01","https://www.en-net.org/question/1908.aspx",10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2
"Micronutrients","WHO Micronutrients Database user survey","Lisa Rogers","2019-03-07","https://www.en-net.org/question/3585.aspx",6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1,6652,1
"Micronutrients","Why there is more push to commercial nutrient based supplements?","Anonymous 81","2011-05-02","https://www.en-net.org/question/415.aspx",9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0,9669,0
"Micronutrients","zinc status","caroline","2013-11-04","https://www.en-net.org/question/1189.aspx",9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2,9669,2
"Micronutrients","Zinc supplementation for diarrhea treatment","Judith Haase","2014-03-05","https://www.en-net.org/question/1291.aspx",11230,7,11230,7,11230,7,11230,7,11230,7,11231,7,11231,7,11231,7,11231,7,11231,7,11231,7,11231,7,11231,7,11231,7,11231,7,11232,7,11232,7,11232,7
"Other thematic area","A Suggestion!!","Tammam Ali Mohammed Ahmed","2017-03-15","https://www.en-net.org/question/2848.aspx",8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8434,0,8435,0,8435,0
"Other thematic area","Adolescent Nutrition","benylali@yahoo.com","2015-02-20","https://www.en-net.org/question/1627.aspx",11594,9,11594,9,11594,9,11594,9,11594,9,11594,9,11594,9,11594,9,11595,9,11595,9,11595,9,11595,9,11595,9,11595,9,11595,9,11596,9,11596,9,11596,9
"Other thematic area","Anyone  developed/know - guideline on the management of Cholera outbreak for Haiti?  If you have can you share it, kindly?","Lovely Amin","2016-11-07","https://www.en-net.org/question/2719.aspx",8354,0,8355,0,8355,0,8355,0,8355,0,8355,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0,8356,0
"Other thematic area","Area of research and Title","NANCY  MAINO","2012-04-30","https://www.en-net.org/question/704.aspx",9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9964,3,9965,3,9965,3,9965,3,9965,3,9965,3
"Other thematic area","Baseline on dietary diversification for children aged 6-59 months","Mbaye Diop","2023-11-07","https://www.en-net.org/question/4962.aspx",632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1,632,1
"Other thematic area","Budgeting","REBECCA KATHAMBI","2011-08-01","https://www.en-net.org/question/499.aspx",9888,1,9888,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1,9889,1
"Other thematic area","Calcul des valeurs nutritionnelles des recettes","Marella Jones","2017-10-06","https://www.en-net.org/question/3077.aspx",7994,0,7994,0,7994,0,7994,0,7994,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0,7995,0
"Other thematic area","chronic malnutrition stunting","Anonymous 2471","2014-03-16","https://www.en-net.org/question/1300.aspx",9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9915,2,9916,2,9916,2,9916,2,9916,2,9916,2
