"Theme","Topic","Author","Posted","Link","Views_20230401_004815","Replies_20230401_004815","Views_20230401_020559","Replies_20230401_020559","Views_20230401_023711","Replies_20230401_023711","Views_20230401_031347","Replies_20230401_031347","Views_20230401_041506","Replies_20230401_041506","Views_20230401_051325","Replies_20230401_051325","Views_20230401_061616","Replies_20230401_061616","Views_20230401_071306","Replies_20230401_071306","Views_20230401_081524","Replies_20230401_081524","Views_20230401_091255","Replies_20230401_091255","Views_20230401_101349","Replies_20230401_101349","Views_20230401_111141","Replies_20230401_111141","Views_20230401_121852","Replies_20230401_121852","Views_20230401_131414","Replies_20230401_131414","Views_20230401_141218","Replies_20230401_141218","Views_20230401_151322","Replies_20230401_151322","Views_20230401_161442","Replies_20230401_161442","Views_20230401_171213","Replies_20230401_171213","Views_20230401_181435","Replies_20230401_181435","Views_20230401_191136","Replies_20230401_191136","Views_20230401_201342","Replies_20230401_201342","Views_20230401_211226","Replies_20230401_211226","Views_20230401_221233","Replies_20230401_221233","Views_20230401_231305","Replies_20230401_231305","Views_20230402_004913","Replies_20230402_004913","Views_20230402_020653","Replies_20230402_020653","Views_20230402_031403","Replies_20230402_031403","Views_20230402_041445","Replies_20230402_041445","Views_20230402_051254","Replies_20230402_051254","Views_20230402_061527","Replies_20230402_061527","Views_20230402_071244","Replies_20230402_071244","Views_20230402_081506","Replies_20230402_081506","Views_20230402_091247","Replies_20230402_091247"
"Management of wasting/acute malnutrition","Plumpy'Doz age limit","Marwa Alsubaih","2017-07-20","https://www.en-net.org/question/2996.aspx",8672,1,8672,1,8672,1,8672,1,8672,1,8672,1,8672,1,8672,1,8672,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8673,1,8674,1,8674,1,8674,1,8674,1,8675,1,8675,1,8676,1,8677,1,8677,1,8677,1,8677,1,8677,1,8677,1
"Management of wasting/acute malnutrition","Plumpynut use in patients with hepatitis","Lizzy Berryman","2009-07-23","https://www.en-net.org/question/119.aspx",10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10420,3,10421,3,10421,3,10421,3,10421,3,10421,3,10421,3,10421,3,10421,3,10421,3,10422,3,10422,3
"Management of wasting/acute malnutrition","Positive Deviance/Hearth approach in addressing under 5 malnutrition in a refugee camp","Rogers Wanyama","2009-05-09","https://www.en-net.org/question/88.aspx",11828,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11829,3,11830,3,11830,3,11830,3,11830,3,11830,3,11831,3,11831,3,11831,3,11831,3,11831,3,11831,3,11831,3
"Management of wasting/acute malnutrition","Possibilités accrues de support Tech RRT pour les organsations individuelles pour les programmes CMAM","Andi Kendle","2017-09-25","https://www.en-net.org/question/3068.aspx",7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7600,1,7602,1,7602,1,7602,1,7602,1,7602,1,7602,1,7602,1,7602,1,7603,1,7603,1,7603,1,7604,1,7604,1,7604,1,7604,1,7604,1,7604,1,7604,1,7604,1,7604,1
"Management of wasting/acute malnutrition","Possibilités accrues pour le soutien Tech RRT à des organisations individuelles pour les programmes CMAM","Andi Kendle","2017-09-25","https://www.en-net.org/question/3067.aspx",8059,0,8059,0,8059,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8060,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0,8061,0
"Management of wasting/acute malnutrition","Post discharge outcomes from CMAM programmes","Anonymous_A_W_40","2022-07-12","https://www.en-net.org/question/4616.aspx",718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,718,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0,719,0
"Management of wasting/acute malnutrition","Pouvez-vous partager le protocole ou expérience en double dosage pour le traitement de la malnutrition aiguë.","Anonymous 294","2017-09-21","https://www.en-net.org/question/3057.aspx",7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0,7570,0
"Management of wasting/acute malnutrition","Prédire le nombre de cas","Mark Myatt","2017-11-09","https://www.en-net.org/question/3114.aspx",7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2,7788,2
"Management of wasting/acute malnutrition","Preparation of Soup for treatment of SAM & MAM at emergency sites","Anteneh Berhane","2016-01-06","https://www.en-net.org/question/2317.aspx",9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9610,3,9611,3,9611,3,9611,3,9611,3,9611,3,9611,3,9611,3,9612,3
"Management of wasting/acute malnutrition","Preparation of Therapeutic Feeds","Anonymous_A_W_40","2022-08-08","https://www.en-net.org/question/4647.aspx",888,6,888,6,888,6,888,6,888,6,888,6,888,6,888,6,888,6,888,6,888,6,888,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6,889,6
"Management of wasting/acute malnutrition","Preparation of WFPs Corn-Soy products","Isabel Potani","2017-04-11","https://www.en-net.org/question/2889.aspx",8157,1,8157,1,8157,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8158,1,8159,1,8159,1,8159,1,8159,1,8159,1,8159,1,8159,1,8159,1,8159,1,8159,1
"Management of wasting/acute malnutrition","Prepartion of ReSoMal when there is no CMV","Agnes Aongola","2016-09-30","https://www.en-net.org/question/2662.aspx",11695,7,11695,7,11695,7,11695,7,11695,7,11695,7,11695,7,11696,7,11696,7,11696,7,11697,7,11697,7,11697,7,11697,7,11698,7,11698,7,11698,7,11699,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11700,7,11701,7,11701,7,11701,7
"Management of wasting/acute malnutrition","Prevention activities","Dr. Kamal Raj","2009-09-07","https://www.en-net.org/question/136.aspx",9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2,9277,2
"Management of wasting/acute malnutrition","Prevention and Treatment of moderate acute malnutrition","Anonymous 698","2011-07-19","https://www.en-net.org/question/489.aspx",12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7,12750,7
"Management of wasting/acute malnutrition","Prevention and treatment of severe/moderate malnutrition during pregnancy","Anonymous 723","2011-08-10","https://www.en-net.org/question/510.aspx",8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0,8721,0
"Management of wasting/acute malnutrition","Prevention of MAM through Ag/Food Security, Social Protection/ECD and WASH","Noreen M Mucha","2014-02-11","https://www.en-net.org/question/1273.aspx",10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7,10051,7
"Management of wasting/acute malnutrition","Probiotics and ORS","Kiran Deshpande Shukla","2012-08-17","https://www.en-net.org/question/817.aspx",12077,5,12077,5,12077,5,12077,5,12077,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5,12078,5
"Management of wasting/acute malnutrition","products price","fatemeh","2015-11-14","https://www.en-net.org/question/2263.aspx",8711,3,8711,3,8711,3,8711,3,8711,3,8711,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3,8712,3
"Management of wasting/acute malnutrition","Programme adaptation in the absence of RUF - feedback on information note 1","Paul","2021-06-13","https://www.en-net.org/question/4324.aspx",4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4469,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0,4470,0
"Management of wasting/acute malnutrition","Protein content in diluted skimmed milk","Anonymous 3881","2016-08-18","https://www.en-net.org/question/2599.aspx",7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0,7653,0
"Management of wasting/acute malnutrition","PROTOCOLE NATIONAL DE PRISE EN  CHARGE DE LA  MALNUTRITION   CAMEROUN","FRANCK ALE","2017-02-08","https://www.en-net.org/question/2805.aspx",14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14904,25,14905,25,14906,25,14906,25,14906,25,14906,25,14906,25
"Management of wasting/acute malnutrition","Protocols for Growth faltering","Suranjeen","2012-08-08","https://www.en-net.org/question/805.aspx",9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9498,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9499,1,9500,1
"Management of wasting/acute malnutrition","Protocols for nutritional care and treatment of severely malnourished adult HIV/AIDS patients on ART","Anonymous 3726","2016-05-24","https://www.en-net.org/question/2497.aspx",8341,1,8341,1,8341,1,8341,1,8341,1,8341,1,8341,1,8341,1,8341,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1,8342,1
"Management of wasting/acute malnutrition","Protocols for Treatment of MAM - admission and discharge criteria and experiences using RUTF","Anonymous 2812","2015-02-06","https://www.en-net.org/question/1610.aspx",10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2,10069,2
"Management of wasting/acute malnutrition","Provision of monthly RUTF in hard to reach areas","Anonymous 3835","2017-04-08","https://www.en-net.org/question/2886.aspx",8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8573,5,8574,5,8574,5,8574,5,8574,5,8574,5,8574,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5,8575,5
"Management of wasting/acute malnutrition","Publications on the efficacy of Plumpy nut","Chantell Witten","2009-08-03","https://www.en-net.org/question/121.aspx",10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10034,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10035,1,10036,1,10036,1,10036,1
"Management of wasting/acute malnutrition","quality control tools for CMAM reporting : relapses vs. defaulters rates","Alessandro Iellamo","2021-09-09","https://www.en-net.org/question/4398.aspx",4010,2,4010,2,4010,2,4010,2,4010,2,4010,2,4010,2,4011,2,4011,2,4011,2,4011,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2,4012,2
"Management of wasting/acute malnutrition","quality of plumpy nut when the consistency of sachet got firmed?","Nini Tun","2017-03-17","https://www.en-net.org/question/2852.aspx",8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8720,3,8721,3,8722,3,8722,3,8722,3,8722,3,8722,3,8722,3,8722,3,8722,3,8723,3,8723,3,8723,3,8723,3,8723,3,8723,3,8723,3,8723,3,8723,3,8723,3,8724,3,8724,3
"Management of wasting/acute malnutrition","Quantification and Supply Plan for Management of Acute Malnutrition Products","Wisdom","2015-08-20","https://www.en-net.org/question/1883.aspx",10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10317,6,10318,6,10318,6,10318,6,10318,6,10318,6,10319,6,10319,6
"Management of wasting/acute malnutrition","Quarterly distribution plan of RUTF, F100, F75 and ReSoMal","Moses Cowan","2016-07-21","https://www.en-net.org/question/2559.aspx",8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1,8386,1
"Management of wasting/acute malnutrition","quellle est la place de psycho social dans la prise en charge de la malnutrition aigue sévére?","Diallo","2014-11-22","https://www.en-net.org/question/1547.aspx",8952,2,8952,2,8952,2,8952,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2,8953,2
"Management of wasting/acute malnutrition","Questionnaire UNICEF sur l’Hygiène et la Sécurité Alimentaire pour l’utilisation du Lait Thérapeutique F75 et F100","Maria Elisa Forteza","2016-01-29","https://www.en-net.org/question/2339.aspx",8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0,8459,0
"Management of wasting/acute malnutrition","Ratio of under fives / pregnant and lactating women in SFP","Carol","2009-06-23","https://www.en-net.org/question/98.aspx",10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4,10095,4
"Management of wasting/acute malnutrition","Ready to Use Supplementary Food","Anonymous 65","2012-01-17","https://www.en-net.org/question/615.aspx",10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2,10004,2
"Management of wasting/acute malnutrition","Recipe for making fortified biscuits with powdered milk/BMS","Anonymous 2172","2013-01-08","https://www.en-net.org/question/938.aspx",8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8490,0,8491,0,8491,0,8491,0,8491,0,8491,0,8491,0,8491,0,8491,0,8491,0,8491,0
"Management of wasting/acute malnutrition","Recommendations for limiting the recurrence of malnutrition in Africa ?","Anonymous 3892","2016-09-21","https://www.en-net.org/question/2649.aspx",9676,8,9676,8,9676,8,9676,8,9676,8,9676,8,9676,8,9676,8,9676,8,9676,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8,9677,8
"Management of wasting/acute malnutrition","Recommended total population that an OTP should service","Hatty Barthorp","2013-02-12","https://www.en-net.org/question/968.aspx",8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8909,2,8911,2,8911,2,8911,2
"Management of wasting/acute malnutrition","Recovery and relapse from SAM","Mark Myatt","2018-04-10","https://www.en-net.org/question/3286.aspx",7410,2,7411,2,7411,2,7411,2,7411,2,7411,2,7411,2,7411,2,7411,2,7411,2,7412,2,7412,2,7412,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2,7413,2
"Management of wasting/acute malnutrition","Regarding Moved out beneficiaries","Syed Raza Shah","2015-11-16","https://www.en-net.org/question/2265.aspx",9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4,9665,4
"Management of wasting/acute malnutrition","RELACION PERIMETRO BRAQUIAL, P/T Y COMORBILIDAD: TRATAMIENTO","Spencer Rivadeneira Danies","2019-09-30","https://www.en-net.org/question/3773.aspx",7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8,7044,8
"Management of wasting/acute malnutrition","Relationship between MUAC and weight changes in children aged 6–59 months","Mark Myatt","2015-12-23","https://www.en-net.org/question/2310.aspx",12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12284,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10,12285,10
"Management of wasting/acute malnutrition","Relationship between weight and MUAC","Issa","2021-02-04","https://www.en-net.org/question/4196.aspx",5554,5,5554,5,5554,5,5554,5,5554,5,5554,5,5554,5,5554,5,5555,5,5556,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5,5558,5
"Management of wasting/acute malnutrition","Reliability of MUAC in monitoring and Percentage of SAM cases developing complications.","Suhail","2015-06-23","https://www.en-net.org/question/1799.aspx",9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9573,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9574,4,9577,4,9577,4,9577,4,9577,4,9577,4,9577,4,9577,4
"Management of wasting/acute malnutrition","replacement for Plumpy net","Nini Tun","2015-11-20","https://www.en-net.org/question/2269.aspx",9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3,9860,3
"Management of wasting/acute malnutrition","Réponse aux surgescences de besoins de prise en charge communautaire de malnutrition aigue sévère (CMAM) dans les communautés pastorales","Marie McGrath","2017-09-05","https://www.en-net.org/question/3042.aspx",7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7351,0,7352,0,7352,0,7352,0,7352,0
"Management of wasting/acute malnutrition","Request for Community Nutrition programming Documentation/toolkits","Emmanuel","2017-11-23","https://www.en-net.org/question/3132.aspx",7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7882,1,7883,1,7883,1,7883,1,7883,1,7883,1,7883,1,7884,1,7884,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1,7885,1
"Management of wasting/acute malnutrition","Request for contributions of grey literature on wasting prevention","Tamsin","2018-01-14","https://www.en-net.org/question/3189.aspx",7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7431,0,7432,0,7432,0,7432,0,7432,0,7432,0,7433,0,7433,0,7433,0,7433,0
"Management of wasting/acute malnutrition","Research areas for CMAM","Robert Bob Kawonga","2016-09-09","https://www.en-net.org/question/2626.aspx",10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10073,7,10074,7,10074,7,10074,7
"Management of wasting/acute malnutrition","Research on treament of moderate acute malnutrition in Philippines","fe","2012-06-15","https://www.en-net.org/question/756.aspx",9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9818,3,9819,3,9819,3,9819,3,9819,3,9819,3
"Management of wasting/acute malnutrition","Resources for mapping the ""last mile"" supply chain for therapeutic food","Lani Trenouth","2021-02-03","https://www.en-net.org/question/4194.aspx",4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4,4609,4
"Management of wasting/acute malnutrition","Risk factors for SAM (nutritional causal analysis) - Study from Chad","Mark Myatt","2018-08-02","https://www.en-net.org/question/3408.aspx",5779,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5780,0,5781,0,5781,0,5781,0,5781,0,5781,0,5781,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0,5782,0
"Management of wasting/acute malnutrition","roasting of peanuts and melting point of RUTF","Elham Monsesf","2013-09-24","https://www.en-net.org/question/1147.aspx",9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0,9659,0
"Management of wasting/acute malnutrition","Routine antibiotics in community management of SAM","Spencer Rivadeneira Danies","2019-05-29","https://www.en-net.org/question/3676.aspx",5904,1,5904,1,5904,1,5904,1,5904,1,5904,1,5904,1,5905,1,5905,1,5905,1,5905,1,5905,1,5905,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1,5906,1
"Management of wasting/acute malnutrition","Routine antibiotics in SAM children","Neha","2017-04-04","https://www.en-net.org/question/2881.aspx",8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8649,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4,8650,4
"Management of wasting/acute malnutrition","RUSF and RUTF - malnourished PLW","Anonymous 24408","2019-05-24","https://www.en-net.org/question/3667.aspx",7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7397,5,7398,5,7398,5,7398,5,7398,5,7398,5,7398,5,7399,5,7399,5,7399,5
