"Theme","Topic","Author","Posted","Link","Views_20240301_005421","Replies_20240301_005421","Views_20240301_020040","Replies_20240301_020040","Views_20240301_023235","Replies_20240301_023235","Views_20240301_032341","Replies_20240301_032341","Views_20240301_042309","Replies_20240301_042309","Views_20240301_052230","Replies_20240301_052230","Views_20240301_062510","Replies_20240301_062510","Views_20240301_072148","Replies_20240301_072148","Views_20240301_082231","Replies_20240301_082231","Views_20240301_092302","Replies_20240301_092302","Views_20240301_102110","Replies_20240301_102110","Views_20240301_112015","Replies_20240301_112015","Views_20240301_122736","Replies_20240301_122736","Views_20240301_132144","Replies_20240301_132144","Views_20240301_141938","Replies_20240301_141938","Views_20240301_152215","Replies_20240301_152215","Views_20240301_162138","Replies_20240301_162138","Views_20240301_172423","Replies_20240301_172423","Views_20240301_182412","Replies_20240301_182412","Views_20240301_192115","Replies_20240301_192115","Views_20240301_202215","Replies_20240301_202215","Views_20240301_212156","Replies_20240301_212156","Views_20240301_221904","Replies_20240301_221904","Views_20240301_232136","Replies_20240301_232136","Views_20240302_004949","Replies_20240302_004949","Views_20240302_014950","Replies_20240302_014950","Views_20240302_022431","Replies_20240302_022431","Views_20240302_032200","Replies_20240302_032200","Views_20240302_042257","Replies_20240302_042257","Views_20240302_052130","Replies_20240302_052130","Views_20240302_062432","Replies_20240302_062432","Views_20240302_071955","Replies_20240302_071955","Views_20240302_082237","Replies_20240302_082237","Views_20240302_092038","Replies_20240302_092038","Views_20240302_102112","Replies_20240302_102112","Views_20240302_112002","Replies_20240302_112002","Views_20240302_122648","Replies_20240302_122648","Views_20240302_131927","Replies_20240302_131927","Views_20240302_141937","Replies_20240302_141937","Views_20240302_152039","Replies_20240302_152039","Views_20240302_162259","Replies_20240302_162259","Views_20240302_171952","Replies_20240302_171952","Views_20240302_182335","Replies_20240302_182335","Views_20240302_191853","Replies_20240302_191853","Views_20240302_202041","Replies_20240302_202041","Views_20240302_211833","Replies_20240302_211833","Views_20240302_222008","Replies_20240302_222008","Views_20240302_232111","Replies_20240302_232111","Views_20240303_005117","Replies_20240303_005117","Views_20240303_015407","Replies_20240303_015407","Views_20240303_022925","Replies_20240303_022925","Views_20240303_032044","Replies_20240303_032044","Views_20240303_042417","Replies_20240303_042417","Views_20240303_052124","Replies_20240303_052124","Views_20240303_062339","Replies_20240303_062339","Views_20240303_072024","Replies_20240303_072024","Views_20240303_082234","Replies_20240303_082234","Views_20240303_092127","Replies_20240303_092127","Views_20240303_102337","Replies_20240303_102337","Views_20240303_111911","Replies_20240303_111911","Views_20240303_122650","Replies_20240303_122650","Views_20240303_132027","Replies_20240303_132027","Views_20240303_142037","Replies_20240303_142037","Views_20240303_152053","Replies_20240303_152053","Views_20240303_162209","Replies_20240303_162209","Views_20240303_171923","Replies_20240303_171923","Views_20240303_182207","Replies_20240303_182207","Views_20240303_191851","Replies_20240303_191851","Views_20240303_202141","Replies_20240303_202141","Views_20240303_212103","Replies_20240303_212103","Views_20240303_221836","Replies_20240303_221836","Views_20240303_232040","Replies_20240303_232040","Views_20240304_004946","Replies_20240304_004946","Views_20240304_020927","Replies_20240304_020927","Views_20240304_031122","Replies_20240304_031122","Views_20240304_035351","Replies_20240304_035351","Views_20240304_045034","Replies_20240304_045034","Views_20240304_055515","Replies_20240304_055515","Views_20240304_070951","Replies_20240304_070951","Views_20240304_080719","Replies_20240304_080719","Views_20240304_094303","Replies_20240304_094303","Views_20240304_113016","Replies_20240304_113016","Views_20240304_123300","Replies_20240304_123300","Views_20240304_132313","Replies_20240304_132313","Views_20240304_142129","Replies_20240304_142129"
"Management of wasting/acute malnutrition","Zinc supplementation to SAM and/or MAM with acute diarrhoea?","Elise Becart","2009-07-20","https://www.en-net.org/question/118.aspx",16468,5,16468,5,16470,5,16470,5,16470,5,16471,5,16471,5,16471,5,16471,5,16471,5,16471,5,16471,5,16471,5,16472,5,16472,5,16472,5,16473,5,16473,5,16477,5,16477,5,16477,5,16478,5,16478,5,16478,5,16479,5,16479,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16481,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16482,5,16483,5,16484,5,16484,5,16484,5,16484,5,16484,5,16490,5,16490,5,16490,5,16490,5,16491,5,16491,5,16491,5,16491,5,16491,5,16491,5,16492,5,16492,5,16492,5,16492,5,16493,5,16493,5,16495,5,16495,5,16495,5,16496,5,16496,5,16496,5,16496,5,16496,5,16496,5,16496,5
"Micronutrients","26 April 2016 - Webinar on Weekly Iron and Folic Acid Supplementation of Adolescents in India","Thahira Shireen Mustafa","2016-04-19","https://www.en-net.org/question/2459.aspx",9501,0,9501,0,9501,0,9501,0,9501,0,9501,0,9501,0,9501,0,9503,0,9503,0,9503,0,9503,0,9503,0,9503,0,9503,0,9504,0,9504,0,9505,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9506,0,9507,0,9507,0,9507,0,9507,0,9507,0,9507,0,9507,0,9507,0,9507,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0,9508,0
"Micronutrients","Assessing Micronutrient Status","Leah Richardson","2012-07-24","https://www.en-net.org/question/790.aspx",9951,1,9951,1,9951,1,9951,1,9951,1,9952,1,9952,1,9952,1,9952,1,9952,1,9952,1,9952,1,9952,1,9952,1,9952,1,9953,1,9953,1,9954,1,9955,1,9955,1,9955,1,9955,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9956,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9957,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1,9958,1
"Micronutrients","Benefit cost analysis and cost effectiveness studies of micronutrient interventions","Anonymous 467","2010-10-07","https://www.en-net.org/question/278.aspx",10168,1,10168,1,10169,1,10169,1,10170,1,10171,1,10171,1,10171,1,10171,1,10172,1,10173,1,10173,1,10173,1,10173,1,10173,1,10174,1,10174,1,10175,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10176,1,10177,1,10177,1,10177,1,10177,1,10177,1,10177,1,10177,1,10177,1,10177,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1,10178,1
"Micronutrients","Benefits of MNP over chewable MMN tablets","Anonymous 94","2017-04-06","https://www.en-net.org/question/2884.aspx",9657,1,9658,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9659,1,9660,1,9660,1,9661,1,9662,1,9662,1,9662,1,9662,1,9662,1,9663,1,9663,1,9663,1,9663,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9664,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1,9665,1
"Micronutrients","Clustering of vitamin A deficiency in children","MAry Oyunga","2016-04-14","https://www.en-net.org/question/2452.aspx",9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9552,3,9553,3,9553,3,9554,3,9555,3,9555,3,9555,3,9555,3,9555,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9556,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3,9557,3
"Micronutrients","Conception de projet pour améliorer IDDS et / ou MDD-W","Sabine Triemer","2017-09-19","https://www.en-net.org/question/3055.aspx",10218,7,10218,7,10218,7,10218,7,10218,7,10218,7,10218,7,10219,7,10219,7,10219,7,10219,7,10220,7,10220,7,10220,7,10220,7,10221,7,10221,7,10222,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10224,7,10225,7,10225,7,10225,7,10225,7,10225,7,10225,7,10225,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7,10226,7
"Micronutrients","Concurrent bSFP and MNPs for PLW?","Megan Gayford","2014-11-10","https://www.en-net.org/question/1536.aspx",9845,1,9845,1,9846,1,9846,1,9846,1,9846,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9848,1,9848,1,9849,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9851,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9852,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1,9853,1
"Micronutrients","Contribute to Sphere handbook update","Marie McGrath","2016-09-30","https://www.en-net.org/question/2668.aspx",8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8655,0,8656,0,8656,0,8658,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8659,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8660,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0,8661,0
"Micronutrients","Demande pour du Matériel d'éducation nutritionnelle Carence en iode et iodation universelle du sel faible taux d'alphabétisation","Janny Goris","2017-11-30","https://www.en-net.org/question/3152.aspx",9773,4,9773,4,9773,4,9773,4,9773,4,9773,4,9773,4,9773,4,9774,4,9774,4,9774,4,9774,4,9774,4,9774,4,9774,4,9776,4,9776,4,9777,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9778,4,9779,4,9779,4,9779,4,9779,4,9779,4,9779,4,9779,4,9779,4,9779,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9780,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9781,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4,9782,4
"Micronutrients","Deworming coverage/ impact survey","Anonymous 576","2011-04-04","https://www.en-net.org/question/396.aspx",9120,0,9120,0,9120,0,9120,0,9120,0,9120,0,9121,0,9121,0,9121,0,9121,0,9121,0,9121,0,9121,0,9121,0,9121,0,9122,0,9122,0,9123,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9124,0,9125,0,9125,0,9125,0,9125,0,9125,0,9125,0,9125,0,9125,0,9125,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9126,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0,9127,0
"Micronutrients","Experiences providing multivitamins to children 6-59 months","Anonymous 2812","2015-02-06","https://www.en-net.org/question/1611.aspx",9846,1,9846,1,9846,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9848,1,9848,1,9849,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9850,1,9851,1,9852,1,9852,1,9852,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1,9854,1
"Micronutrients","Guidance around post emergency micronutrient supplementation","Hatty","2017-06-21","https://www.en-net.org/question/2970.aspx",9849,4,9850,4,9851,4,9851,4,9851,4,9851,4,9851,4,9852,4,9852,4,9854,4,9854,4,9855,4,9855,4,9855,4,9855,4,9856,4,9856,4,9857,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9858,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9859,4,9860,4,9860,4,9860,4,9860,4,9860,4,9860,4,9860,4,9860,4,9860,4
"Micronutrients","HemoCue and Rapid Iodine Testing Kit procurement","Anonymous 1445","2012-09-20","https://www.en-net.org/question/850.aspx",10113,1,10113,1,10113,1,10113,1,10113,1,10113,1,10114,1,10114,1,10114,1,10115,1,10115,1,10115,1,10115,1,10116,1,10116,1,10118,1,10118,1,10119,1,10120,1,10120,1,10120,1,10120,1,10120,1,10120,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1,10122,1
"Micronutrients","High dose vitamin A supplements and multivitamins in children","Anne Merewood","2024-02-20","https://www.en-net.org/question/5019.aspx",246,6,246,6,246,6,246,6,246,6,246,6,246,6,247,6,247,6,247,6,248,6,248,6,248,6,248,6,248,6,249,6,249,6,250,6,251,6,251,6,251,6,251,6,251,6,251,6,251,6,252,6,252,6,254,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,256,6,257,6,257,6,257,6,257,6,257,6,257,6,257,6,257,6,258,6,258,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,259,6,260,6,260,6,260,6,260,6,260,6,260,6,260,6,260,6,261,6,261,6,261,6,261,6,261,6,261,6,261,6,263,6,263,6,263,6,263,6
"Micronutrients","How many kilos of fruit and veg does one person need per month to make a significant impact on their nutritional status?","Jude","2018-01-12","https://www.en-net.org/question/3188.aspx",8499,4,8499,4,8499,4,8499,4,8499,4,8499,4,8500,4,8500,4,8500,4,8500,4,8500,4,8500,4,8500,4,8500,4,8500,4,8501,4,8501,4,8502,4,8503,4,8503,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8504,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8505,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8506,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4,8507,4
"Micronutrients","Hydrated Global Food Pack For All","Rosa Manson","2012-08-18","https://www.en-net.org/question/818.aspx",9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9414,0,9415,0,9415,0,9416,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9417,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9418,0,9419,0,9419,0,9419,0,9419,0,9419,0,9419,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0,9420,0
"Micronutrients","I have a concern; do people continue to feed on bio fortified food after overcoming the dietary deficiency?","Umbreen","2020-10-29","https://www.en-net.org/question/4117.aspx",5299,1,5299,1,5299,1,5299,1,5300,1,5300,1,5300,1,5300,1,5300,1,5300,1,5301,1,5301,1,5301,1,5301,1,5301,1,5302,1,5302,1,5303,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5304,1,5305,1,5305,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5306,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5307,1,5308,1,5309,1
"Micronutrients","Information on available Micronutrient Powder for home fortification of meals available for the Syria response","Óscar Serrano Oria","2016-01-15","https://www.en-net.org/question/2325.aspx",10054,4,10054,4,10054,4,10054,4,10055,4,10055,4,10055,4,10055,4,10055,4,10055,4,10055,4,10055,4,10055,4,10055,4,10056,4,10057,4,10057,4,10059,4,10060,4,10060,4,10060,4,10061,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10062,4,10063,4,10064,4,10064,4,10064,4,10064,4,10064,4,10064,4,10064,4,10064,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4,10065,4
"Micronutrients","Iron and folic acid (IFA) in pregnancy","Khyati","2017-04-19","https://www.en-net.org/question/2896.aspx",9643,3,9643,3,9643,3,9643,3,9643,3,9643,3,9643,3,9644,3,9644,3,9644,3,9644,3,9644,3,9644,3,9644,3,9644,3,9645,3,9645,3,9646,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9647,3,9649,3,9649,3,9649,3,9650,3,9650,3,9650,3,9650,3,9650,3,9650,3,9650,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9651,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3,9652,3
"Micronutrients","Iron deficiency anaemia - what are the reasons behind differences in prevalence in different countries?","Tamsin","2014-04-10","https://www.en-net.org/question/1340.aspx",9927,1,9927,1,9927,1,9927,1,9927,1,9927,1,9928,1,9928,1,9928,1,9929,1,9929,1,9929,1,9929,1,9929,1,9929,1,9930,1,9930,1,9931,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9932,1,9933,1,9933,1,9933,1,9933,1,9933,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9934,1,9935,1,9935,1,9935,1,9935,1,9935,1,9935,1,9935,1,9935,1,9935,1,9936,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9937,1,9938,1,9938,1,9938,1
"Micronutrients","Iron/folic acid supplementation and sickle cell anemia","Anonymous 94","2014-10-27","https://www.en-net.org/question/1518.aspx",13311,3,13311,3,13311,3,13311,3,13311,3,13312,3,13312,3,13312,3,13312,3,13312,3,13313,3,13313,3,13313,3,13313,3,13313,3,13314,3,13314,3,13315,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13316,3,13317,3,13317,3,13317,3,13317,3,13317,3,13318,3,13318,3,13318,3,13318,3,13318,3,13318,3,13318,3,13318,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13319,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3,13320,3
"Micronutrients","iron/folic acid supplements for women & children","Tamsin","2011-08-24","https://www.en-net.org/question/520.aspx",10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10345,0,10346,0,10346,0,10347,0,10348,0,10348,0,10348,0,10348,0,10348,0,10349,0,10349,0,10349,0,10349,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10350,0,10351,0,10351,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10352,0,10353,0,10353,0,10353,0,10353,0,10353,0,10353,0,10353,0,10353,0,10353,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0,10354,0
"Micronutrients","Is Folic Acid safe for malnourished children?","Mathias Grossiord","2013-02-12","https://www.en-net.org/question/967.aspx",11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11808,1,11809,1,11809,1,11809,1,11810,1,11810,1,11811,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11812,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11813,1,11814,1,11814,1,11814,1,11814,1,11814,1,11814,1,11814,1,11814,1,11814,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1,11815,1
"Micronutrients","legislation for anemia control","Anonymous 288","2011-06-01","https://www.en-net.org/question/447.aspx",9026,0,9026,0,9026,0,9027,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9028,0,9029,0,9029,0,9030,0,9031,0,9031,0,9031,0,9031,0,9031,0,9031,0,9031,0,9031,0,9031,0,9031,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9032,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9033,0,9034,0,9034,0,9034,0,9034,0,9034,0,9034,0,9034,0,9034,0,9034,0,9034,0
