"Theme","Topic","Author","Posted","Link","Views_20230101_005144","Replies_20230101_005144","Views_20230101_022627","Replies_20230101_022627","Views_20230101_031755","Replies_20230101_031755","Views_20230101_041326","Replies_20230101_041326","Views_20230101_051057","Replies_20230101_051057","Views_20230101_061416","Replies_20230101_061416","Views_20230101_071052","Replies_20230101_071052","Views_20230101_081348","Replies_20230101_081348","Views_20230101_091115","Replies_20230101_091115","Views_20230101_101200","Replies_20230101_101200","Views_20230101_111012","Replies_20230101_111012","Views_20230101_121810","Replies_20230101_121810","Views_20230101_131544","Replies_20230101_131544","Views_20230101_141028","Replies_20230101_141028","Views_20230101_151119","Replies_20230101_151119","Views_20230101_161344","Replies_20230101_161344","Views_20230101_171022","Replies_20230101_171022","Views_20230101_181255","Replies_20230101_181255","Views_20230101_190944","Replies_20230101_190944","Views_20230101_201153","Replies_20230101_201153","Views_20230101_211032","Replies_20230101_211032","Views_20230101_221058","Replies_20230101_221058","Views_20230101_231204","Replies_20230101_231204","Views_20230102_004542","Replies_20230102_004542","Views_20230102_021107","Replies_20230102_021107","Views_20230102_031242","Replies_20230102_031242","Views_20230102_041359","Replies_20230102_041359","Views_20230102_051210","Replies_20230102_051210","Views_20230102_061422","Replies_20230102_061422","Views_20230102_071138","Replies_20230102_071138"
"Management of wasting/acute malnutrition","New article on prevalence, incidence, and caseload of SAM","Mark Myatt","2016-11-23","https://www.en-net.org/question/2743.aspx",15243,2,15243,2,15243,2,15243,2,15243,2,15244,2,15244,2,15244,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15246,2,15247,2,15247,2,15247,2,15247,2,15247,2,15248,2,15248,2,15248,2
"Management of wasting/acute malnutrition","New article on safety of using MUAC in CMAM programs","Mark Myatt","2016-06-15","https://www.en-net.org/question/2519.aspx",9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0,9962,0
"Management of wasting/acute malnutrition","New brief: Way forward for wasting programming in light of the evolving Covid-19 situation - COVID-19","Natasha Lelijveld","2021-11-11","https://www.en-net.org/question/4439.aspx",3709,0,3709,0,3709,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3710,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0,3711,0
"Management of wasting/acute malnutrition","New CMAM Forum Terms of Reference","Tamsin","2011-07-21","https://www.en-net.org/question/493.aspx",13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13094,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1,13095,1
"Management of wasting/acute malnutrition","NEW RUTF RECIPE - IS IT NEEDED? - 10-15 minute survey to have your say","Hannah Pesu","2015-07-08","https://www.en-net.org/question/1825.aspx",8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8468,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8469,0,8470,0,8470,0,8470,0,8470,0,8470,0,8471,0,8471,0
"Management of wasting/acute malnutrition","New WHO guidelines for severe acute malnutrition managment","Anonymous 1350","2012-04-09","https://www.en-net.org/question/687.aspx",9066,0,9066,0,9066,0,9066,0,9066,0,9067,0,9067,0,9067,0,9067,0,9067,0,9067,0,9069,0,9069,0,9069,0,9069,0,9069,0,9069,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0,9070,0
"Management of wasting/acute malnutrition","New WHO RUTF guideline","Tamsin","2021-06-10","https://www.en-net.org/question/4322.aspx",4138,1,4138,1,4138,1,4138,1,4138,1,4138,1,4139,1,4139,1,4139,1,4139,1,4140,1,4140,1,4140,1,4140,1,4140,1,4140,1,4140,1,4140,1,4140,1,4141,1,4141,1,4141,1,4141,1,4141,1,4142,1,4142,1,4142,1,4142,1,4142,1,4142,1
"Management of wasting/acute malnutrition","Newly approved IMAM Guideline for Somalia","Mohamed Billow","2019-03-18","https://www.en-net.org/question/3596.aspx",8044,7,8044,7,8044,7,8044,7,8044,7,8044,7,8044,7,8044,7,8045,7,8045,7,8045,7,8045,7,8045,7,8045,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7,8046,7
"Management of wasting/acute malnutrition","News on the Minimum Reporting Package?","Elisa Dominguez","2011-03-30","https://www.en-net.org/question/389.aspx",9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9302,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9303,1,9304,1,9304,1
"Management of wasting/acute malnutrition","NOCEBDA","Anonymous 1875","2012-12-23","https://www.en-net.org/question/934.aspx",8921,1,8921,1,8921,1,8921,1,8921,1,8921,1,8921,1,8922,1,8922,1,8923,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8924,1,8925,1,8925,1,8926,1,8926,1,8926,1,8926,1,8926,1
"Management of wasting/acute malnutrition","NOn Responder.","Mohammed Mudarrifu","2020-02-21","https://www.en-net.org/question/3858.aspx",5097,2,5097,2,5097,2,5097,2,5097,2,5097,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2,5098,2
"Management of wasting/acute malnutrition","Non-compliance factors of Moderate Acute Malnutrition","Anonymous 40366","2020-07-27","https://www.en-net.org/question/4044.aspx",4152,0,4152,0,4152,0,4152,0,4153,0,4153,0,4153,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0,4154,0
"Management of wasting/acute malnutrition","Non-responder rate","Anonymous 1349","2013-04-18","https://www.en-net.org/question/1025.aspx",10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1,10529,1
"Management of wasting/acute malnutrition","Nutrition and rapid response","Anonymous 2867","2015-03-17","https://www.en-net.org/question/1652.aspx",8353,1,8353,1,8353,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8354,1,8355,1,8355,1,8355,1,8355,1,8355,1,8355,1,8355,1,8355,1,8355,1,8355,1
"Management of wasting/acute malnutrition","nutrition assessement","Asha Abdullahi","2016-11-28","https://www.en-net.org/question/2746.aspx",7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2,7811,2
"Management of wasting/acute malnutrition","Nutrition Needs for HIV positive Children with TB","Anonymous 182","2009-06-24","https://www.en-net.org/question/103.aspx",9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9800,4,9801,4,9801,4,9801,4,9801,4,9801,4,9801,4,9801,4,9801,4,9801,4,9801,4,9802,4,9802,4,9802,4,9803,4,9803,4,9803,4,9803,4,9803,4,9803,4
"Management of wasting/acute malnutrition","Nutrition Rehabilitation of Moderately Malnourished Children at Peadiatric Ward","Anonymous 314","2011-06-06","https://www.en-net.org/question/453.aspx",8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8575,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8576,0,8577,0,8577,0,8577,0,8578,0,8578,0,8578,0,8578,0
"Management of wasting/acute malnutrition","nutrition supplements after surgery","A Beckingham","2016-06-03","https://www.en-net.org/question/2504.aspx",8175,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0,8176,0
"Management of wasting/acute malnutrition","Nutrition Support Resource Assessment in Pediatric Inpatient Settings","Laura Vresk","2022-01-14","https://www.en-net.org/question/4468.aspx",3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3314,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0,3315,0
"Management of wasting/acute malnutrition","Nutritional Inputs Supply Cycle","BESSO Ernest MAHAMAT","2017-06-23","https://www.en-net.org/question/2972.aspx",7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0,7508,0
"Management of wasting/acute malnutrition","Nutritional recommendations children > 5 yrs, adolescent, adults, elderly..","Sunniva N.","2015-05-20","https://www.en-net.org/question/1736.aspx",8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8858,2,8858,2,8858,2,8858,2,8859,2,8859,2,8859,2,8859,2,8859,2,8859,2,8859,2,8859,2
"Management of wasting/acute malnutrition","nutritional value and impact of moringa - the 'miracle tree'","Victoria Sibson","2011-09-02","https://www.en-net.org/question/523.aspx",13211,16,13212,16,13212,16,13212,16,13213,16,13213,16,13214,16,13214,16,13214,16,13214,16,13214,16,13215,16,13215,16,13215,16,13215,16,13215,16,13215,16,13215,16,13215,16,13216,16,13216,16,13216,16,13217,16,13218,16,13218,16,13218,16,13218,16,13218,16,13219,16,13219,16
"Management of wasting/acute malnutrition","Nutritious food list","Imran Ali","2013-06-11","https://www.en-net.org/question/1068.aspx",9816,7,9816,7,9816,7,9816,7,9816,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9817,7,9818,7,9818,7,9818,7,9818,7,9818,7,9819,7,9820,7,9820,7,9820,7
"Management of wasting/acute malnutrition","One week missing doses of Plumpy Nut? What to do?","Dina Jardaneh","2015-08-25","https://www.en-net.org/question/1892.aspx",10134,16,10135,16,10136,16,10136,16,10136,16,10136,16,10136,16,10136,16,10137,16,10137,16,10137,16,10137,16,10137,16,10137,16,10138,16,10138,16,10138,16,10139,16,10139,16,10139,16,10140,16,10140,16,10140,16,10141,16,10141,16,10141,16,10141,16,10141,16,10141,16,10141,16
"Management of wasting/acute malnutrition","Only MUAC for admission and discharge?","Anonymous 310","2015-09-15","https://www.en-net.org/question/1922.aspx",16550,50,16550,50,16550,50,16550,50,16550,50,16550,50,16551,50,16551,50,16551,50,16551,50,16551,50,16551,50,16551,50,16551,50,16551,50,16552,50,16552,50,16552,50,16552,50,16552,50,16552,50,16552,50,16552,50,16552,50,16553,50,16553,50,16553,50,16553,50,16553,50,16553,50
"Management of wasting/acute malnutrition","Open access Linear Programming tool used in East Africa","Katie Beck","2018-07-31","https://www.en-net.org/question/3400.aspx",6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6532,3,6533,3,6533,3,6533,3,6533,3,6533,3,6533,3,6534,3,6534,3,6534,3,6534,3
"Management of wasting/acute malnutrition","Operational Guideline for wasting - we want to hear from you!","Natasha Lelijveld","2022-07-14","https://www.en-net.org/question/4619.aspx",577,0,577,0,577,0,577,0,577,0,577,0,577,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,578,0,579,0,579,0,581,0,581,0,581,0,581,0,581,0,581,0,581,0
"Management of wasting/acute malnutrition","Organisation of an integrated CMAM programme","Anonymous 303","2011-09-12","https://www.en-net.org/question/531.aspx",11264,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11265,10,11266,10,11266,10,11267,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10,11268,10
"Management of wasting/acute malnutrition","OTP - Reduced frequency of visits in insecure areas or non-functioning health system","Anonymous 32524","2019-08-28","https://www.en-net.org/question/3739.aspx",5550,4,5550,4,5550,4,5550,4,5550,4,5550,4,5551,4,5551,4,5551,4,5551,4,5551,4,5551,4,5551,4,5551,4,5552,4,5553,4,5553,4,5553,4,5553,4,5553,4,5553,4,5554,4,5554,4,5554,4,5554,4,5554,4,5554,4,5554,4,5554,4,5554,4
"Management of wasting/acute malnutrition","OTP Admission","Lovely Amin","2018-03-12","https://www.en-net.org/question/3262.aspx",7423,0,7423,0,7423,0,7423,0,7423,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7424,0,7425,0,7425,0,7425,0,7425,0
"Management of wasting/acute malnutrition","OTP Discharge Criteria in CMAM programme","Lovely Amin","2019-06-12","https://www.en-net.org/question/3695.aspx",5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5715,1,5717,1,5717,1,5717,1,5717,1,5717,1,5717,1,5717,1,5717,1,5717,1,5718,1,5718,1,5718,1,5718,1,5718,1,5718,1,5718,1,5718,1,5718,1
"Management of wasting/acute malnutrition","OTP Vs catchment area/caseload","Abdul Baseer","2022-05-08","https://www.en-net.org/question/4560.aspx",852,1,852,1,852,1,852,1,852,1,852,1,852,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1,853,1
"Management of wasting/acute malnutrition","OTPs affecting SAM prevalence....","Anonymous 16058","2020-02-03","https://www.en-net.org/question/3843.aspx",5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5126,2,5127,2,5127,2,5127,2,5128,2,5128,2,5129,2,5129,2,5129,2,5129,2,5129,2,5130,2,5130,2,5130,2,5130,2,5131,2,5131,2,5131,2,5131,2,5131,2,5131,2,5131,2,5131,2
"Management of wasting/acute malnutrition","Output Monitoring System for Integrated Management of Acute Malnutrition (IMAM)","Roger Mathisen","2013-03-20","https://www.en-net.org/question/998.aspx",11987,9,11988,9,11988,9,11988,9,11988,9,11988,9,11988,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11989,9,11990,9,11990,9,11990,9,11990,9,11990,9,11990,9,11990,9,11990,9
"Management of wasting/acute malnutrition","Peanut allergy","André Briend","2015-02-24","https://www.en-net.org/question/1633.aspx",11254,1,11254,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11255,1,11256,1,11257,1,11257,1,11257,1,11257,1
"Management of wasting/acute malnutrition","Peanut weight with shell and without shell","Anonymous 40786","2021-10-11","https://www.en-net.org/question/4415.aspx",4066,0,4066,0,4066,0,4066,0,4066,0,4066,0,4066,0,4067,0,4067,0,4067,0,4068,0,4068,0,4068,0,4068,0,4069,0,4069,0,4069,0,4070,0,4070,0,4070,0,4070,0,4070,0,4070,0,4071,0,4071,0,4071,0,4072,0,4072,0,4072,0,4072,0
"Management of wasting/acute malnutrition","Percentage of oedematous SAM in South Asia","Preethi NR","2017-05-15","https://www.en-net.org/question/2929.aspx",7438,2,7438,2,7438,2,7438,2,7438,2,7438,2,7439,2,7439,2,7439,2,7439,2,7440,2,7440,2,7440,2,7440,2,7441,2,7441,2,7441,2,7441,2,7441,2,7441,2,7441,2,7441,2,7441,2,7442,2,7443,2,7443,2,7443,2,7443,2,7443,2,7443,2
"Management of wasting/acute malnutrition","Performance Indicators for SAM OTP with no SFP program","Anonymous 2371","2016-10-12","https://www.en-net.org/question/2680.aspx",9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9862,3,9863,3,9863,3,9863,3,9863,3,9863,3,9863,3,9863,3,9863,3,9863,3,9863,3,9864,3
"Management of wasting/acute malnutrition","PESO IDEAL EN NIÑOS CON DEFECTO POR REDUCCION / Ideal weight in children with reduction defect","Spencer Rivadeneira","2021-02-24","https://www.en-net.org/question/4212.aspx",4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4125,1,4126,1,4126,1,4126,1,4126,1,4126,1,4126,1,4128,1,4129,1
"Management of wasting/acute malnutrition","Planning of CMAM services","Rogers Wanyama","2009-10-26","https://www.en-net.org/question/157.aspx",17214,27,17214,27,17214,27,17214,27,17214,27,17214,27,17214,27,17214,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17215,27,17216,27,17217,27,17217,27
"Management of wasting/acute malnutrition","Plumpy doz for chronic malnutrition prevention","Maria M Lletjos","2009-06-24","https://www.en-net.org/question/104.aspx",19204,11,19204,11,19204,11,19204,11,19204,11,19204,11,19204,11,19204,11,19204,11,19204,11,19205,11,19206,11,19206,11,19206,11,19207,11,19207,11,19207,11,19207,11,19208,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11,19209,11
"Management of wasting/acute malnutrition","Plumpy Nut","Idrissa KABORE","2022-11-13","https://www.en-net.org/question/4713.aspx",428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,428,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,429,6,430,6
"Management of wasting/acute malnutrition","Plumpy nut - replacement - local preparation","Caroline André","2018-10-26","https://www.en-net.org/question/3481.aspx",5892,2,5892,2,5892,2,5892,2,5892,2,5892,2,5892,2,5892,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2,5893,2
"Management of wasting/acute malnutrition","Plumpy nut Vis-à-vis  Supplementary plumpy","Anonymous 81","2010-10-23","https://www.en-net.org/question/289.aspx",17964,10,17964,10,17964,10,17965,10,17966,10,17966,10,17967,10,17967,10,17967,10,17967,10,17967,10,17967,10,17967,10,17967,10,17967,10,17968,10,17968,10,17968,10,17968,10,17968,10,17969,10,17969,10,17969,10,17969,10,17969,10,17969,10,17969,10,17969,10,17969,10,17969,10
"Management of wasting/acute malnutrition","Plumpy'Doz age limit","Marwa Alsubaih","2017-07-20","https://www.en-net.org/question/2996.aspx",8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8431,1,8432,1,8432,1,8432,1,8432,1,8432,1,8432,1,8432,1
"Management of wasting/acute malnutrition","Plumpynut use in patients with hepatitis","Lizzy Berryman","2009-07-23","https://www.en-net.org/question/119.aspx",10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10162,3,10163,3
"Management of wasting/acute malnutrition","Positive Deviance/Hearth approach in addressing under 5 malnutrition in a refugee camp","Rogers Wanyama","2009-05-09","https://www.en-net.org/question/88.aspx",11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3,11564,3
"Management of wasting/acute malnutrition","Possibilités accrues de support Tech RRT pour les organsations individuelles pour les programmes CMAM","Andi Kendle","2017-09-25","https://www.en-net.org/question/3068.aspx",7433,1,7433,1,7433,1,7435,1,7435,1,7435,1,7435,1,7435,1,7435,1,7435,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1,7436,1
"Management of wasting/acute malnutrition","Possibilités accrues pour le soutien Tech RRT à des organisations individuelles pour les programmes CMAM","Andi Kendle","2017-09-25","https://www.en-net.org/question/3067.aspx",7879,0,7880,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7881,0,7882,0,7882,0,7882,0,7882,0,7882,0,7882,0,7882,0,7883,0,7883,0,7883,0
"Management of wasting/acute malnutrition","Post discharge outcomes from CMAM programmes","Anonymous_A_W_40","2022-07-12","https://www.en-net.org/question/4616.aspx",571,0,571,0,571,0,572,0,572,0,572,0,572,0,572,0,572,0,572,0,572,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0,573,0
"Management of wasting/acute malnutrition","Pouvez-vous partager le protocole ou expérience en double dosage pour le traitement de la malnutrition aiguë.","Anonymous 294","2017-09-21","https://www.en-net.org/question/3057.aspx",7419,0,7419,0,7419,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7420,0,7421,0,7421,0
"Management of wasting/acute malnutrition","Prédire le nombre de cas","Mark Myatt","2017-11-09","https://www.en-net.org/question/3114.aspx",7597,2,7597,2,7597,2,7597,2,7597,2,7597,2,7597,2,7597,2,7597,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7598,2,7599,2,7599,2,7599,2,7599,2
"Management of wasting/acute malnutrition","Preparation of Soup for treatment of SAM & MAM at emergency sites","Anteneh Berhane","2016-01-06","https://www.en-net.org/question/2317.aspx",9404,3,9404,3,9404,3,9404,3,9404,3,9404,3,9404,3,9404,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3,9405,3
"Management of wasting/acute malnutrition","Preparation of Therapeutic Feeds","Anonymous_A_W_40","2022-08-08","https://www.en-net.org/question/4647.aspx",638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6,638,6
"Management of wasting/acute malnutrition","Preparation of WFPs Corn-Soy products","Isabel Potani","2017-04-11","https://www.en-net.org/question/2889.aspx",7911,1,7911,1,7911,1,7911,1,7911,1,7911,1,7911,1,7912,1,7912,1,7912,1,7912,1,7912,1,7912,1,7912,1,7913,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1,7914,1
"Management of wasting/acute malnutrition","Prepartion of ReSoMal when there is no CMV","Agnes Aongola","2016-09-30","https://www.en-net.org/question/2662.aspx",11150,7,11151,7,11151,7,11151,7,11151,7,11152,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7,11153,7
"Management of wasting/acute malnutrition","Prevention activities","Dr. Kamal Raj","2009-09-07","https://www.en-net.org/question/136.aspx",9117,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9118,2,9119,2,9119,2,9119,2,9119,2,9119,2,9119,2,9119,2,9120,2,9121,2,9121,2,9121,2,9121,2,9121,2,9121,2,9121,2,9121,2,9121,2
"Management of wasting/acute malnutrition","Prevention and Treatment of moderate acute malnutrition","Anonymous 698","2011-07-19","https://www.en-net.org/question/489.aspx",12515,7,12515,7,12515,7,12515,7,12516,7,12516,7,12516,7,12516,7,12516,7,12516,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7,12518,7
"Management of wasting/acute malnutrition","Prevention and treatment of severe/moderate malnutrition during pregnancy","Anonymous 723","2011-08-10","https://www.en-net.org/question/510.aspx",8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0,8585,0
"Management of wasting/acute malnutrition","Prevention of MAM through Ag/Food Security, Social Protection/ECD and WASH","Noreen M Mucha","2014-02-11","https://www.en-net.org/question/1273.aspx",9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9868,7,9871,7,9871,7,9871,7,9872,7
"Management of wasting/acute malnutrition","Probiotics and ORS","Kiran Deshpande Shukla","2012-08-17","https://www.en-net.org/question/817.aspx",11879,5,11879,5,11879,5,11879,5,11880,5,11880,5,11880,5,11881,5,11881,5,11881,5,11881,5,11881,5,11881,5,11881,5,11881,5,11882,5,11882,5,11882,5,11882,5,11882,5,11884,5,11884,5,11884,5,11884,5,11884,5,11884,5,11884,5,11884,5,11884,5,11884,5
