"Theme","Topic","Author","Posted","Link","Views_20230701_010611","Replies_20230701_010611","Views_20230701_024729","Replies_20230701_024729","Views_20230701_033540","Replies_20230701_033540","Views_20230701_041753","Replies_20230701_041753","Views_20230701_051518","Replies_20230701_051518","Views_20230701_061821","Replies_20230701_061821","Views_20230701_071501","Replies_20230701_071501","Views_20230701_081738","Replies_20230701_081738","Views_20230701_091519","Replies_20230701_091519","Views_20230701_101647","Replies_20230701_101647","Views_20230701_111447","Replies_20230701_111447","Views_20230701_122245","Replies_20230701_122245","Views_20230701_132120","Replies_20230701_132120","Views_20230701_141441","Replies_20230701_141441","Views_20230701_151506","Replies_20230701_151506","Views_20230701_161739","Replies_20230701_161739","Views_20230701_171510","Replies_20230701_171510","Views_20230701_181756","Replies_20230701_181756","Views_20230701_191427","Replies_20230701_191427","Views_20230701_201548","Replies_20230701_201548","Views_20230701_211422","Replies_20230701_211422","Views_20230701_221511","Replies_20230701_221511","Views_20230701_231557","Replies_20230701_231557","Views_20230702_010331","Replies_20230702_010331","Views_20230702_024324","Replies_20230702_024324","Views_20230702_033039","Replies_20230702_033039","Views_20230702_041747","Replies_20230702_041747","Views_20230702_051634","Replies_20230702_051634","Views_20230702_061837","Replies_20230702_061837","Views_20230702_071514","Replies_20230702_071514","Views_20230702_081847","Replies_20230702_081847","Views_20230702_091521","Replies_20230702_091521","Views_20230702_101635","Replies_20230702_101635","Views_20230702_111542","Replies_20230702_111542","Views_20230702_122431","Replies_20230702_122431","Views_20230702_132007","Replies_20230702_132007","Views_20230702_141506","Replies_20230702_141506","Views_20230702_151518","Replies_20230702_151518","Views_20230702_161819","Replies_20230702_161819","Views_20230702_171455","Replies_20230702_171455","Views_20230702_181716","Replies_20230702_181716","Views_20230702_191434","Replies_20230702_191434","Views_20230702_201554","Replies_20230702_201554","Views_20230702_211431","Replies_20230702_211431","Views_20230702_221545","Replies_20230702_221545","Views_20230702_231528","Replies_20230702_231528","Views_20230703_010121","Replies_20230703_010121","Views_20230703_023259","Replies_20230703_023259","Views_20230703_032724","Replies_20230703_032724","Views_20230703_041816","Replies_20230703_041816","Views_20230703_051609","Replies_20230703_051609","Views_20230703_062017","Replies_20230703_062017","Views_20230703_071605","Replies_20230703_071605","Views_20230703_082015","Replies_20230703_082015","Views_20230703_091800","Replies_20230703_091800","Views_20230703_101756","Replies_20230703_101756","Views_20230703_111519","Replies_20230703_111519","Views_20230703_122747","Replies_20230703_122747","Views_20230703_132813","Replies_20230703_132813","Views_20230703_141532","Replies_20230703_141532","Views_20230703_151649","Replies_20230703_151649","Views_20230703_161850","Replies_20230703_161850"
"Management of wasting/acute malnutrition","New brief: Way forward for wasting programming in light of the evolving Covid-19 situation - COVID-19","Natasha Lelijveld","2021-11-11","https://www.en-net.org/question/4439.aspx",3991,0,3991,0,3991,0,3991,0,3991,0,3991,0,3991,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3993,0,3994,0,3994,0,3994,0,3994,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3996,0,3996,0
"Management of wasting/acute malnutrition","New CMAM Forum Terms of Reference","Tamsin","2011-07-21","https://www.en-net.org/question/493.aspx",13492,1,13492,1,13492,1,13492,1,13492,1,13492,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13494,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13496,1,13497,1,13497,1
"Management of wasting/acute malnutrition","NEW RUTF RECIPE - IS IT NEEDED? - 10-15 minute survey to have your say","Hannah Pesu","2015-07-08","https://www.en-net.org/question/1825.aspx",8785,0,8785,0,8785,0,8785,0,8786,0,8786,0,8786,0,8786,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8787,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8788,0,8789,0,8789,0,8789,0,8789,0,8789,0,8789,0,8789,0,8789,0,8789,0,8790,0,8790,0,8790,0,8790,0
"Management of wasting/acute malnutrition","New WHO guidelines for severe acute malnutrition managment","Anonymous 1350","2012-04-09","https://www.en-net.org/question/687.aspx",9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9350,0,9351,0,9351,0
"Management of wasting/acute malnutrition","New WHO RUTF guideline","Tamsin","2021-06-10","https://www.en-net.org/question/4322.aspx",4600,1,4600,1,4600,1,4600,1,4600,1,4600,1,4602,1,4602,1,4602,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4603,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4604,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4605,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4607,1,4609,1,4609,1
"Management of wasting/acute malnutrition","Newly approved IMAM Guideline for Somalia","Mohamed Billow","2019-03-18","https://www.en-net.org/question/3596.aspx",8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8402,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8404,7,8405,7,8405,7,8405,7
"Management of wasting/acute malnutrition","News on the Minimum Reporting Package?","Elisa Dominguez","2011-03-30","https://www.en-net.org/question/389.aspx",9601,1,9602,1,9602,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9604,1,9605,1,9605,1,9605,1,9605,1,9605,1,9605,1,9605,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9607,1,9607,1,9607,1
"Management of wasting/acute malnutrition","NOCEBDA","Anonymous 1875","2012-12-23","https://www.en-net.org/question/934.aspx",9241,1,9241,1,9241,1,9241,1,9241,1,9241,1,9241,1,9241,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9242,1,9243,1,9243,1,9243,1,9243,1,9243,1,9243,1,9243,1,9243,1,9244,1,9244,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9245,1,9246,1
"Management of wasting/acute malnutrition","NOn Responder.","Mohammed Mudarrifu","2020-02-21","https://www.en-net.org/question/3858.aspx",5519,2,5519,2,5519,2,5519,2,5519,2,5519,2,5519,2,5521,2,5521,2,5521,2,5521,2,5521,2,5521,2,5521,2,5521,2,5521,2,5521,2,5522,2,5522,2,5522,2,5522,2,5522,2,5522,2,5522,2,5524,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5526,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5528,2,5529,2,5529,2,5529,2
"Management of wasting/acute malnutrition","Non-compliance factors of Moderate Acute Malnutrition","Anonymous 40366","2020-07-27","https://www.en-net.org/question/4044.aspx",4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4440,0,4440,0,4440,0
"Management of wasting/acute malnutrition","Non-responder rate","Anonymous 1349","2013-04-18","https://www.en-net.org/question/1025.aspx",10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10991,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10992,1,10993,1,10993,1,10993,1,10993,1,10993,1
"Management of wasting/acute malnutrition","Nutrition and rapid response","Anonymous 2867","2015-03-17","https://www.en-net.org/question/1652.aspx",8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8681,1,8682,1,8682,1,8682,1,8682,1,8682,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8684,1,8685,1,8685,1,8685,1,8685,1
"Management of wasting/acute malnutrition","nutrition assessement","Asha Abdullahi","2016-11-28","https://www.en-net.org/question/2746.aspx",8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8083,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8084,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8085,2,8086,2,8086,2,8086,2,8086,2
"Management of wasting/acute malnutrition","Nutrition assessment for elderly","Anonymous 294","2023-01-18","https://www.en-net.org/question/4763.aspx",544,2,545,2,545,2,545,2,545,2,545,2,545,2,545,2,545,2,546,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,547,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,548,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,549,2,550,2,550,2,550,2,551,2,552,2,552,2
"Management of wasting/acute malnutrition","Nutrition Needs for HIV positive Children with TB","Anonymous 182","2009-06-24","https://www.en-net.org/question/103.aspx",10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10160,4,10161,4,10162,4,10162,4,10163,4,10163,4,10163,4,10163,4,10163,4,10163,4,10163,4,10163,4,10164,4,10164,4,10164,4,10164,4,10164,4,10164,4,10164,4,10164,4,10166,4,10166,4,10166,4,10166,4,10166,4,10166,4,10166,4,10166,4,10167,4,10167,4,10167,4,10167,4,10167,4,10167,4,10167,4,10167,4,10169,4,10169,4,10169,4,10169,4,10169,4
"Management of wasting/acute malnutrition","Nutrition Rehabilitation of Moderately Malnourished Children at Peadiatric Ward","Anonymous 314","2011-06-06","https://www.en-net.org/question/453.aspx",8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8874,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8875,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8876,0,8877,0,8877,0
"Management of wasting/acute malnutrition","nutrition supplements after surgery","A Beckingham","2016-06-03","https://www.en-net.org/question/2504.aspx",8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8507,0,8508,0,8509,0,8509,0,8509,0,8509,0,8510,0,8511,0,8511,0,8511,0,8511,0,8511,0,8511,0,8511,0,8512,0,8512,0,8512,0,8512,0
"Management of wasting/acute malnutrition","Nutrition Support Resource Assessment in Pediatric Inpatient Settings","Laura Vresk","2022-01-14","https://www.en-net.org/question/4468.aspx",3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3662,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3663,0,3664,0,3664,0,3665,0,3665,0,3665,0,3665,0,3665,0,3665,0,3665,0,3665,0,3667,0,3667,0
"Management of wasting/acute malnutrition","Nutritional Inputs Supply Cycle","BESSO Ernest MAHAMAT","2017-06-23","https://www.en-net.org/question/2972.aspx",7804,0,7804,0,7804,0,7804,0,7804,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7805,0,7806,0,7807,0,7807,0,7807,0
"Management of wasting/acute malnutrition","Nutritional recommendations children > 5 yrs, adolescent, adults, elderly..","Sunniva N.","2015-05-20","https://www.en-net.org/question/1736.aspx",9217,2,9217,2,9217,2,9217,2,9217,2,9217,2,9217,2,9218,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9219,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9220,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9222,2,9224,2,9224,2,9224,2,9224,2
"Management of wasting/acute malnutrition","nutritional value and impact of moringa - the 'miracle tree'","Victoria Sibson","2011-09-02","https://www.en-net.org/question/523.aspx",13674,16,13675,16,13677,16,13677,16,13677,16,13677,16,13677,16,13678,16,13678,16,13678,16,13678,16,13679,16,13679,16,13679,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13680,16,13681,16,13681,16,13681,16,13681,16,13681,16,13681,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13682,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13684,16,13685,16,13685,16
"Management of wasting/acute malnutrition","Nutritious food list","Imran Ali","2013-06-11","https://www.en-net.org/question/1068.aspx",10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10184,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10185,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10186,7,10187,7,10187,7,10187,7,10188,7,10188,7,10188,7,10188,7,10188,7
"Management of wasting/acute malnutrition","One week missing doses of Plumpy Nut? What to do?","Dina Jardaneh","2015-08-25","https://www.en-net.org/question/1892.aspx",10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10533,16,10535,16,10535,16,10535,16,10535,16,10536,16,10537,16,10537,16,10537,16,10537,16,10537,16,10537,16,10537,16,10538,16,10538,16,10538,16,10538,16,10538,16,10538,16,10538,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10539,16,10540,16,10540,16,10540,16,10540,16
"Management of wasting/acute malnutrition","Only MUAC for admission and discharge?","Anonymous 310","2015-09-15","https://www.en-net.org/question/1922.aspx",17170,50,17171,50,17171,50,17171,50,17171,50,17171,50,17171,50,17171,50,17171,50,17173,50,17173,50,17173,50,17173,50,17173,50,17173,50,17173,50,17173,50,17173,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17174,50,17178,50,17179,50,17179,50,17179,50,17179,50,17179,50,17180,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17181,50,17182,50,17182,50,17183,50,17184,50,17184,50,17184,50
"Management of wasting/acute malnutrition","Open access Linear Programming tool used in East Africa","Katie Beck","2018-07-31","https://www.en-net.org/question/3400.aspx",6861,3,6861,3,6861,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6862,3,6863,3,6863,3,6863,3,6864,3,6864,3,6864,3,6864,3,6864,3,6864,3,6864,3,6864,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6865,3,6866,3,6866,3,6866,3
"Management of wasting/acute malnutrition","Operational Guideline for wasting - we want to hear from you!","Natasha Lelijveld","2022-07-14","https://www.en-net.org/question/4619.aspx",923,0,924,0,924,0,925,0,925,0,925,0,925,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,928,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,929,0,930,0,930,0,930,0,930,0,930,0,930,0,931,0,931,0
"Management of wasting/acute malnutrition","Organisation of an integrated CMAM programme","Anonymous 303","2011-09-12","https://www.en-net.org/question/531.aspx",11649,10,11649,10,11649,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11651,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11652,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11654,10,11656,10,11656,10,11656,10,11656,10,11656,10,11656,10,11656,10,11656,10,11656,10,11656,10,11657,10,11657,10
"Management of wasting/acute malnutrition","OTP - Reduced frequency of visits in insecure areas or non-functioning health system","Anonymous 32524","2019-08-28","https://www.en-net.org/question/3739.aspx",5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5894,4,5895,4,5895,4,5895,4,5895,4,5895,4,5895,4,5895,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5896,4,5897,4,5897,4,5897,4
"Management of wasting/acute malnutrition","OTP Admission","Lovely Amin","2018-03-12","https://www.en-net.org/question/3262.aspx",7741,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7742,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7743,0,7744,0,7744,0,7744,0,7745,0,7745,0,7745,0
"Management of wasting/acute malnutrition","OTP Discharge Criteria in CMAM programme","Lovely Amin","2019-06-12","https://www.en-net.org/question/3695.aspx",6112,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6113,1,6114,1,6114,1,6114,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6115,1,6116,1,6116,1,6116,1,6116,1,6116,1,6116,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6117,1,6118,1,6118,1,6118,1
"Management of wasting/acute malnutrition","OTP ROUTINE DRUGS","Mohammed Mudarrifu","2023-04-05","https://www.en-net.org/question/4843.aspx",476,4,476,4,476,4,476,4,476,4,476,4,476,4,479,4,479,4,479,4,479,4,480,4,480,4,480,4,480,4,480,4,480,4,480,4,481,4,481,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,482,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,484,4,485,4,485,4
"Management of wasting/acute malnutrition","OTP Vs catchment area/caseload","Abdul Baseer","2022-05-08","https://www.en-net.org/question/4560.aspx",1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1151,1,1152,1,1152,1,1153,1,1153,1,1153,1,1153,1,1153,1,1154,1,1154,1,1154,1,1154,1,1154,1,1154,1,1154,1,1154,1,1154,1,1155,1,1156,1,1156,1,1156,1,1156,1,1156,1,1156,1,1156,1,1156,1,1156,1,1156,1,1157,1,1157,1
"Management of wasting/acute malnutrition","OTPs affecting SAM prevalence....","Anonymous 16058","2020-02-03","https://www.en-net.org/question/3843.aspx",5445,2,5449,2,5451,2,5451,2,5451,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5452,2,5454,2,5454,2,5455,2,5455,2,5455,2,5455,2,5455,2,5455,2,5455,2,5456,2,5456,2,5456,2,5456,2,5456,2,5456,2,5456,2,5456,2,5456,2,5456,2,5457,2,5457,2,5457,2
